fight_link,date,location,name_1,name_2,stage_name_1,stage_name_2,win_loss_1,win_loss_2,division,method,last_round,referee,stoppage_details,kd_1,kd_2,sig_str_perc_1,sig_str_perc_2,td_pct_1,td_pct_2,sub_att_1,sub_att_2,rev_1,rev_2,r1_kd_1,r1_kd_2,r1_sig_str_perc_1,r1_sig_str_perc_2,r1_td_pct_1,r1_td_pct_2,r1_sub_att_1,r1_sub_att_2,r1_rev_1,r1_rev_2,r2_kd_1,r2_kd_2,r2_sig_str_perc_1,r2_sig_str_perc_2,r2_td_pct_1,r2_td_pct_2,r2_sub_att_1,r2_sub_att_2,r2_rev_1,r2_rev_2,r3_kd_1,r3_kd_2,r3_sig_str_perc_1,r3_sig_str_perc_2,r3_td_pct_1,r3_td_pct_2,r3_sub_att_1,r3_sub_att_2,r3_rev_1,r3_rev_2,r4_kd_1,r4_kd_2,r4_sig_str_perc_1,r4_sig_str_perc_2,r4_td_pct_1,r4_td_pct_2,r4_sub_att_1,r4_sub_att_2,r4_rev_1,r4_rev_2,r5_kd_1,r5_kd_2,r5_sig_str_perc_1,r5_sig_str_perc_2,r5_td_pct_1,r5_td_pct_2,r5_sub_att_1,r5_sub_att_2,r5_rev_1,r5_rev_2,time_format_rounds,sig_str_landed_1,sig_str_attempted_1,sig_str_landed_2,sig_str_attempted_2,total_str_landed_1,total_str_attempted_1,total_str_landed_2,total_str_attempted_2,td_landed_1,td_attempted_1,td_landed_2,td_attempted_2,sig_str_head_landed_1,sig_str_head_attempted_1,sig_str_head_landed_2,sig_str_head_attempted_2,sig_str_body_landed_1,sig_str_body_attempted_1,sig_str_body_landed_2,sig_str_body_attempted_2,sig_str_leg_landed_1,sig_str_leg_attempted_1,sig_str_leg_landed_2,sig_str_leg_attempted_2,sig_str_dist_landed_1,sig_str_dist_attempted_1,sig_str_dist_landed_2,sig_str_dist_attempted_2,sig_str_clinch_landed_1,sig_str_clinch_attempted_1,sig_str_clinch_landed_2,sig_str_clinch_attempted_2,sig_str_ground_landed_1,sig_str_ground_attempted_1,sig_str_ground_landed_2,sig_str_ground_attempted_2,r1_sig_str_landed_1,r1_sig_str_attempted_1,r1_sig_str_landed_2,r1_sig_str_attempted_2,r1_total_str_landed_1,r1_total_str_attempted_1,r1_total_str_landed_2,r1_total_str_attempted_2,r1_td_landed_1,r1_td_attempted_1,r1_td_landed_2,r1_td_attempted_2,r1_sig_str_head_landed_1,r1_sig_str_head_attempted_1,r1_sig_str_head_landed_2,r1_sig_str_head_attempted_2,r1_sig_str_body_landed_1,r1_sig_str_body_attempted_1,r1_sig_str_body_landed_2,r1_sig_str_body_attempted_2,r1_sig_str_leg_landed_1,r1_sig_str_leg_attempted_1,r1_sig_str_leg_landed_2,r1_sig_str_leg_attempted_2,r1_sig_str_dist_landed_1,r1_sig_str_dist_attempted_1,r1_sig_str_dist_landed_2,r1_sig_str_dist_attempted_2,r1_sig_str_clinch_landed_1,r1_sig_str_clinch_attempted_1,r1_sig_str_clinch_landed_2,r1_sig_str_clinch_attempted_2,r1_sig_str_ground_landed_1,r1_sig_str_ground_attempted_1,r1_sig_str_ground_landed_2,r1_sig_str_ground_attempted_2,r2_sig_str_landed_1,r2_sig_str_attempted_1,r2_sig_str_landed_2,r2_sig_str_attempted_2,r2_total_str_landed_1,r2_total_str_attempted_1,r2_total_str_landed_2,r2_total_str_attempted_2,r2_td_landed_1,r2_td_attempted_1,r2_td_landed_2,r2_td_attempted_2,r2_sig_str_head_landed_1,r2_sig_str_head_attempted_1,r2_sig_str_head_landed_2,r2_sig_str_head_attempted_2,r2_sig_str_body_landed_1,r2_sig_str_body_attempted_1,r2_sig_str_body_landed_2,r2_sig_str_body_attempted_2,r2_sig_str_leg_landed_1,r2_sig_str_leg_attempted_1,r2_sig_str_leg_landed_2,r2_sig_str_leg_attempted_2,r2_sig_str_dist_landed_1,r2_sig_str_dist_attempted_1,r2_sig_str_dist_landed_2,r2_sig_str_dist_attempted_2,r2_sig_str_clinch_landed_1,r2_sig_str_clinch_attempted_1,r2_sig_str_clinch_landed_2,r2_sig_str_clinch_attempted_2,r2_sig_str_ground_landed_1,r2_sig_str_ground_attempted_1,r2_sig_str_ground_landed_2,r2_sig_str_ground_attempted_2,r3_sig_str_landed_1,r3_sig_str_attempted_1,r3_sig_str_landed_2,r3_sig_str_attempted_2,r3_total_str_landed_1,r3_total_str_attempted_1,r3_total_str_landed_2,r3_total_str_attempted_2,r3_td_landed_1,r3_td_attempted_1,r3_td_landed_2,r3_td_attempted_2,r3_sig_str_head_landed_1,r3_sig_str_head_attempted_1,r3_sig_str_head_landed_2,r3_sig_str_head_attempted_2,r3_sig_str_body_landed_1,r3_sig_str_body_attempted_1,r3_sig_str_body_landed_2,r3_sig_str_body_attempted_2,r3_sig_str_leg_landed_1,r3_sig_str_leg_attempted_1,r3_sig_str_leg_landed_2,r3_sig_str_leg_attempted_2,r3_sig_str_dist_landed_1,r3_sig_str_dist_attempted_1,r3_sig_str_dist_landed_2,r3_sig_str_dist_attempted_2,r3_sig_str_clinch_landed_1,r3_sig_str_clinch_attempted_1,r3_sig_str_clinch_landed_2,r3_sig_str_clinch_attempted_2,r3_sig_str_ground_landed_1,r3_sig_str_ground_attempted_1,r3_sig_str_ground_landed_2,r3_sig_str_ground_attempted_2,r4_sig_str_landed_1,r4_sig_str_attempted_1,r4_sig_str_landed_2,r4_sig_str_attempted_2,r4_total_str_landed_1,r4_total_str_attempted_1,r4_total_str_landed_2,r4_total_str_attempted_2,r4_td_landed_1,r4_td_attempted_1,r4_td_landed_2,r4_td_attempted_2,r4_sig_str_head_landed_1,r4_sig_str_head_attempted_1,r4_sig_str_head_landed_2,r4_sig_str_head_attempted_2,r4_sig_str_body_landed_1,r4_sig_str_body_attempted_1,r4_sig_str_body_landed_2,r4_sig_str_body_attempted_2,r4_sig_str_leg_landed_1,r4_sig_str_leg_attempted_1,r4_sig_str_leg_landed_2,r4_sig_str_leg_attempted_2,r4_sig_str_dist_landed_1,r4_sig_str_dist_attempted_1,r4_sig_str_dist_landed_2,r4_sig_str_dist_attempted_2,r4_sig_str_clinch_landed_1,r4_sig_str_clinch_attempted_1,r4_sig_str_clinch_landed_2,r4_sig_str_clinch_attempted_2,r4_sig_str_ground_landed_1,r4_sig_str_ground_attempted_1,r4_sig_str_ground_landed_2,r4_sig_str_ground_attempted_2,r5_sig_str_landed_1,r5_sig_str_attempted_1,r5_sig_str_landed_2,r5_sig_str_attempted_2,r5_total_str_landed_1,r5_total_str_attempted_1,r5_total_str_landed_2,r5_total_str_attempted_2,r5_td_landed_1,r5_td_attempted_1,r5_td_landed_2,r5_td_attempted_2,r5_sig_str_head_landed_1,r5_sig_str_head_attempted_1,r5_sig_str_head_landed_2,r5_sig_str_head_attempted_2,r5_sig_str_body_landed_1,r5_sig_str_body_attempted_1,r5_sig_str_body_landed_2,r5_sig_str_body_attempted_2,r5_sig_str_leg_landed_1,r5_sig_str_leg_attempted_1,r5_sig_str_leg_landed_2,r5_sig_str_leg_attempted_2,r5_sig_str_dist_landed_1,r5_sig_str_dist_attempted_1,r5_sig_str_dist_landed_2,r5_sig_str_dist_attempted_2,r5_sig_str_clinch_landed_1,r5_sig_str_clinch_attempted_1,r5_sig_str_clinch_landed_2,r5_sig_str_clinch_attempted_2,r5_sig_str_ground_landed_1,r5_sig_str_ground_attempted_1,r5_sig_str_ground_landed_2,r5_sig_str_ground_attempted_2,ctrl_1_seconds,ctrl_2_seconds,last_round_time_seconds,r1_ctrl_1_seconds,r1_ctrl_2_seconds,r2_ctrl_1_seconds,r2_ctrl_2_seconds,r3_ctrl_1_seconds,r3_ctrl_2_seconds,r4_ctrl_1_seconds,r4_ctrl_2_seconds,r5_ctrl_1_seconds,r5_ctrl_2_seconds,total_fight_time_seconds
http://ufcstats.com/fight-details/dde7d29cc443e263,2023-01-21,"Rio de Janeiro, Rio de Janeiro, Brazil",Glover Teixeira,Jamahal Hill,,"""Sweet Dreams""",L,W,UFC Light Heavyweight Title Bout,Decision - Unanimous,5.0,Marc Goddard,,0.0,0.0,0.46,0.57,0.11,,0.0,0.0,0.0,1.0,0.0,0.0,0.44,0.54,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.56,0.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.53,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.65,,,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.5,0.33,,0.0,0.0,0.0,1.0,5.0,75,160,232,402,108,196,248,419,2,17,0,0,52,136,180,343,19,20,42,49,4,4,10,10,65,145,188,347,5,6,18,21,5,9,26,34,12,27,46,85,14,29,47,86,0,7,0,0,7,21,27,65,3,4,13,14,2,2,6,6,12,26,42,81,0,1,4,4,0,0,0,0,21,44,51,91,28,52,52,92,1,4,0,0,15,38,38,77,4,4,9,10,2,2,4,4,15,37,49,87,4,4,2,4,2,3,0,0,17,30,44,82,18,31,51,89,0,3,0,0,13,26,41,76,4,4,3,6,0,0,0,0,17,30,24,56,0,0,1,1,0,0,19,25,18,41,79,120,18,41,79,120,0,0,0,0,12,35,65,104,6,6,14,16,0,0,0,0,17,40,68,108,1,1,11,12,0,0,0,0,7,18,12,24,30,43,19,32,1,3,0,0,5,16,9,21,2,2,3,3,0,0,0,0,4,12,5,15,0,0,0,0,3,6,7,9,206.0,206.0,300.0,3.0,0.0,76.0,4.0,13.0,94.0,10.0,6.0,104.0,102.0,1500.0
http://ufcstats.com/fight-details/0462bcc27498f7c4,2023-01-21,"Rio de Janeiro, Rio de Janeiro, Brazil",Deiveson Figueiredo,Brandon Moreno,"""Deus da Guerra""","""The Assassin Baby""",L,W,UFC Flyweight Title Bout,TKO - Doctor's Stoppage,3.0,Herb Dean,Eye Injury,0.0,0.0,0.44,0.64,0.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.7,0.0,0.66,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.68,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.33,0.56,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,5.0,19,43,48,74,24,48,85,111,1,2,3,6,8,30,37,61,8,9,7,9,3,4,4,4,15,35,34,52,0,0,3,6,4,8,11,16,5,11,17,24,5,11,18,25,0,1,2,3,1,7,13,20,3,3,2,2,1,1,2,2,5,11,15,22,0,0,2,2,0,0,0,0,10,20,17,25,14,24,19,27,1,1,1,3,6,15,13,20,2,3,3,4,2,2,1,1,7,15,15,21,0,0,0,2,3,5,2,2,4,12,14,25,5,13,48,59,0,0,0,0,1,8,11,21,3,3,2,3,0,1,1,1,3,9,4,9,0,0,1,2,1,3,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,412.0,300.0,0.0,73.0,35.0,130.0,0.0,209.0,,,,,900.0
http://ufcstats.com/fight-details/dfa2f5c821a52c63,2021-10-02,"Las Vegas, Nevada, USA",Devonte Smith,Jamie Mullarkey,"""King Kage""",,L,W,Lightweight Bout,KO/TKO,2.0,Dan Miragliotta,Punches to Head On Ground,0.0,1.0,0.45,0.5,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.45,,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.46,0.54,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,29,64,55,108,32,67,58,112,0,0,1,2,24,57,22,65,2,4,22,32,3,3,11,11,26,59,34,75,3,5,15,22,0,0,6,11,22,49,21,46,25,52,23,49,0,0,1,2,18,45,8,28,1,1,7,12,3,3,6,6,20,46,20,44,2,3,1,2,0,0,0,0,7,15,34,62,7,15,35,63,0,0,0,0,6,12,14,37,1,3,15,20,0,0,5,5,6,13,14,31,1,2,14,20,0,0,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,47.0,171.0,0.0,24.0,0.0,23.0,,,,,,,471.0
http://ufcstats.com/fight-details/5f444eac11e55161,2021-10-02,"Las Vegas, Nevada, USA",Douglas Silva de Andrade,Gaetano Pirrello,"""D Silva""","""El Tigre""",W,L,Bantamweight Bout,KO/TKO,1.0,Chris Tognoni,Punch to Head At Distance,1.0,0.0,0.66,0.83,,,0.0,0.0,0.0,0.0,1.0,0.0,0.66,0.83,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10,15,5,6,12,17,5,6,0,0,0,0,6,9,0,0,2,4,2,3,2,2,3,3,6,11,4,5,1,1,1,1,3,3,0,0,10,15,5,6,12,17,5,6,0,0,0,0,6,9,0,0,2,4,2,3,2,2,3,3,6,11,4,5,1,1,1,1,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0,124.0,19.0,0.0,,,,,,,,,124.0
http://ufcstats.com/fight-details/3b7eb8e56052a2af,2021-10-02,"Las Vegas, Nevada, USA",Joe Solecki,Jared Gordon,,"""Flash""",L,W,Lightweight Bout,Decision - Split,3.0,Dan Miragliotta,,0.0,0.0,0.55,0.59,0.57,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,,0.0,0.0,0.0,1.0,0.0,0.0,0.44,0.49,0.0,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,38,69,51,86,70,102,83,122,4,7,1,2,31,62,32,60,5,5,12,18,2,2,7,8,25,56,33,68,4,4,15,15,9,9,3,3,10,10,1,1,35,35,6,6,1,1,0,0,10,10,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,9,9,0,0,3,3,16,16,7,8,40,44,3,5,0,0,2,2,15,15,0,0,1,1,1,1,0,0,2,2,2,2,1,1,11,11,0,0,3,3,25,56,34,69,28,59,37,72,0,1,1,2,19,50,17,45,5,5,10,16,1,1,7,8,22,53,30,65,3,3,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.0,247.0,300.0,238.0,45.0,125.0,158.0,0.0,44.0,,,,,900.0
http://ufcstats.com/fight-details/dba710edbc3c29ff,2021-10-02,"Las Vegas, Nevada, USA",Misha Cirkunov,Krzysztof Jotko,,,L,W,Middleweight Bout,Decision - Split,3.0,Herb Dean,,0.0,0.0,0.45,0.43,0.29,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.53,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.38,0.5,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,41,91,41,95,55,106,56,115,5,17,1,3,13,59,23,76,10,13,6,7,18,19,12,12,28,76,37,89,6,8,4,6,7,7,0,0,13,27,8,21,21,35,12,26,0,5,0,1,6,20,2,14,2,2,0,1,5,5,6,6,11,25,8,20,2,2,0,1,0,0,0,0,14,38,17,32,18,42,19,34,0,2,0,0,4,24,9,24,5,8,4,4,5,6,4,4,10,33,16,31,4,5,1,1,0,0,0,0,14,26,16,42,16,29,25,55,5,10,1,2,3,15,12,38,3,3,2,2,8,8,2,2,7,18,13,38,0,1,3,4,7,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,44.0,300.0,69.0,6.0,51.0,2.0,126.0,36.0,,,,,900.0
http://ufcstats.com/fight-details/e7423a91a253b416,2021-10-02,"Las Vegas, Nevada, USA",Alejandro Perez,Johnny Eduardo,"""Turbo""",,W,L,Bantamweight Bout,Submission,2.0,Chris Tognoni,Armbar From Side Control,0.0,0.0,0.41,0.52,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.38,0.57,,,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,1.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,23,55,31,59,34,66,38,66,1,1,1,1,11,40,7,33,10,12,8,9,2,3,16,17,18,49,28,55,2,2,2,3,3,4,1,1,12,31,20,35,12,31,20,35,0,0,0,0,5,22,3,17,6,7,5,5,1,2,12,13,12,31,20,35,0,0,0,0,0,0,0,0,11,24,11,24,22,35,18,31,1,1,1,1,6,18,4,16,4,5,3,4,1,1,4,4,6,18,8,20,2,2,2,3,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,74.0,253.0,0.0,0.0,74.0,74.0,,,,,,,553.0
http://ufcstats.com/fight-details/c1e5859053263811,2021-10-02,"Las Vegas, Nevada, USA",Stephanie Egger,Shanna Young,,"""The Shanimal""",W,L,Women's Bantamweight Bout,KO/TKO,2.0,Mark Smith,Elbow to Head From Guard,0.0,0.0,0.69,0.44,0.5,,0.0,2.0,0.0,0.0,0.0,0.0,0.6,0.36,0.33,,0.0,2.0,0.0,0.0,0.0,0.0,0.78,0.52,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,29,42,22,50,62,84,26,54,2,4,0,0,20,33,8,31,3,3,11,16,6,6,3,3,14,25,22,50,3,3,0,0,12,14,0,0,14,23,9,25,34,51,10,26,1,3,0,0,8,17,3,18,3,3,4,5,3,3,2,2,6,15,9,25,3,3,0,0,5,5,0,0,15,19,13,25,28,33,16,28,1,1,0,0,12,16,5,13,0,0,7,11,3,3,1,1,8,10,13,25,0,0,0,0,7,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,23.0,142.0,141.0,10.0,67.0,13.0,,,,,,,442.0
http://ufcstats.com/fight-details/9c33c8d4a381ba70,2021-10-02,"Las Vegas, Nevada, USA",Alex Oliveira,Niko Price,"""Cowboy""","""The Hybrid""",L,W,Welterweight Bout,Decision - Unanimous,3.0,Mark Smith,,0.0,0.0,0.58,0.55,0.5,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.53,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.5,,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,65,112,64,116,83,131,108,167,1,2,1,3,31,72,37,83,17,23,7,11,17,17,20,22,56,99,45,93,2,2,2,2,7,11,17,21,7,17,16,22,15,26,34,42,0,1,0,1,3,13,9,14,1,1,0,1,3,3,7,7,5,15,8,13,2,2,1,1,0,0,7,8,19,35,14,26,29,45,21,34,1,1,0,0,9,25,6,16,4,4,1,2,6,6,7,8,12,24,11,22,0,0,0,0,7,11,3,4,39,60,34,68,39,60,53,91,0,0,1,2,19,34,22,53,12,18,6,8,8,8,6,7,39,60,26,58,0,0,1,1,0,0,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,290.0,300.0,0.0,228.0,163.0,0.0,31.0,62.0,,,,,900.0
http://ufcstats.com/fight-details/a00b4e82f9d4f92c,2021-10-02,"Las Vegas, Nevada, USA",Alexander Hernandez,Mike Breeden,"""The Great Ape""","""Money""",W,L,Lightweight Bout,KO/TKO,1.0,Mark Smith,Punch to Head At Distance,1.0,0.0,0.57,0.4,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.57,0.4,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,20,35,6,15,20,35,6,15,0,2,0,0,15,29,4,13,4,4,0,0,1,2,2,2,14,26,5,14,6,9,1,1,0,0,0,0,20,35,6,15,20,35,6,15,0,2,0,0,15,29,4,13,4,4,0,0,1,2,2,2,14,26,5,14,6,9,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,80.0,0.0,0.0,,,,,,,,,80.0
http://ufcstats.com/fight-details/6832e9e62da0f9d3,2021-10-02,"Las Vegas, Nevada, USA",Antonina Shevchenko,Casey O'Neill,"""La Pantera""","""King""",L,W,Women's Flyweight Bout,KO/TKO,2.0,Chris Tognoni,Punches to Head From Mount,0.0,0.0,0.63,0.47,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.27,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.55,,0.33,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,40,63,52,110,58,85,128,209,0,1,3,8,32,55,46,101,8,8,4,7,0,0,2,2,24,45,13,55,8,8,2,3,8,10,37,52,29,41,9,33,38,51,26,52,0,1,2,5,23,35,5,27,6,6,3,5,0,0,1,1,15,25,5,27,6,6,2,2,8,10,2,4,11,22,43,77,20,34,102,157,0,0,1,3,9,20,41,74,2,2,1,2,0,0,1,1,9,20,8,28,2,2,0,1,0,0,35,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,339.0,287.0,49.0,139.0,23.0,200.0,,,,,,,587.0
http://ufcstats.com/fight-details/16d31775a8dcb31d,2021-10-02,"Las Vegas, Nevada, USA",Bethe Correia,Karol Rosa,"""Pitbull""",,L,W,Women's Bantamweight Bout,Decision - Unanimous,3.0,Herb Dean,,0.0,0.0,0.42,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.58,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.67,,,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.61,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,62,147,125,199,85,171,145,219,0,2,0,2,18,91,70,142,38,50,35,35,6,6,20,22,57,140,102,172,5,7,22,26,0,0,1,1,18,43,30,51,24,49,37,58,0,0,0,1,4,25,12,31,13,17,13,13,1,1,5,7,14,38,24,45,4,5,6,6,0,0,0,0,18,44,48,71,32,59,56,79,0,0,0,0,4,27,30,53,12,15,12,12,2,2,6,6,17,43,36,56,1,1,12,15,0,0,0,0,26,60,47,77,29,63,52,82,0,2,0,1,10,39,28,58,13,18,10,10,3,3,9,9,26,59,42,71,0,1,4,5,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,170.0,300.0,0.0,32.0,0.0,100.0,0.0,38.0,,,,,900.0
http://ufcstats.com/fight-details/6101249c2cdd1493,2021-10-09,"Las Vegas, Nevada, USA",Chris Gutierrez,Felipe Colares,"""El Guapo""","""Cabocao""",W,L,Bantamweight Bout,Decision - Split,3.0,Jason Herzog,,0.0,0.0,0.66,0.27,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.27,0.0,0.33,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,96,144,41,147,115,165,70,178,0,3,1,7,57,101,23,111,14,15,15,31,25,28,3,5,93,138,41,147,2,4,0,0,1,2,0,0,17,27,11,42,19,29,21,52,0,2,0,2,3,10,4,30,5,5,6,11,9,12,1,1,15,23,11,42,2,4,0,0,0,0,0,0,39,68,20,69,41,70,20,69,0,0,0,2,25,54,11,51,4,4,7,14,10,10,2,4,39,67,20,69,0,0,0,0,0,1,0,0,40,49,10,36,55,66,29,57,0,1,1,3,29,37,8,30,5,6,2,6,6,6,0,0,39,48,10,36,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,239.0,300.0,78.0,66.0,4.0,37.0,8.0,136.0,,,,,900.0
http://ufcstats.com/fight-details/ddb927b0dfcfac2a,2021-10-09,"Las Vegas, Nevada, USA",Steve Garcia,Charlie Ontiveros,"""Mean Machine""","""American Bad Boy""",W,L,Lightweight Bout,KO/TKO,2.0,Chris Tognoni,Punches to Head From Mount,0.0,2.0,0.69,0.3,0.6,,0.0,0.0,0.0,0.0,0.0,2.0,0.58,0.29,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.33,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,34,49,7,23,70,87,15,34,3,5,0,0,30,45,7,22,2,2,0,1,2,2,0,0,6,11,4,16,1,1,2,2,27,37,1,5,14,24,5,17,43,55,9,23,2,4,0,0,12,22,5,16,1,1,0,1,1,1,0,0,3,6,3,11,1,1,2,2,10,17,0,4,20,25,2,6,27,32,6,11,1,1,0,0,18,23,2,6,1,1,0,0,1,1,0,0,3,5,1,5,0,0,0,0,17,20,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0,8.0,111.0,264.0,8.0,91.0,0.0,,,,,,,411.0
