fight_link,date,location,name_1,name_2,stage_name_1,stage_name_2,win_loss_1,win_loss_2,division,method,last_round,referee,stoppage_details,kd_1,kd_2,sig_str_perc_1,sig_str_perc_2,td_pct_1,td_pct_2,sub_att_1,sub_att_2,rev_1,rev_2,r1_kd_1,r1_kd_2,r1_sig_str_perc_1,r1_sig_str_perc_2,r1_td_pct_1,r1_td_pct_2,r1_sub_att_1,r1_sub_att_2,r1_rev_1,r1_rev_2,r2_kd_1,r2_kd_2,r2_sig_str_perc_1,r2_sig_str_perc_2,r2_td_pct_1,r2_td_pct_2,r2_sub_att_1,r2_sub_att_2,r2_rev_1,r2_rev_2,r3_kd_1,r3_kd_2,r3_sig_str_perc_1,r3_sig_str_perc_2,r3_td_pct_1,r3_td_pct_2,r3_sub_att_1,r3_sub_att_2,r3_rev_1,r3_rev_2,r4_kd_1,r4_kd_2,r4_sig_str_perc_1,r4_sig_str_perc_2,r4_td_pct_1,r4_td_pct_2,r4_sub_att_1,r4_sub_att_2,r4_rev_1,r4_rev_2,r5_kd_1,r5_kd_2,r5_sig_str_perc_1,r5_sig_str_perc_2,r5_td_pct_1,r5_td_pct_2,r5_sub_att_1,r5_sub_att_2,r5_rev_1,r5_rev_2,time_format_rounds,sig_str_landed_1,sig_str_attempted_1,sig_str_landed_2,sig_str_attempted_2,total_str_landed_1,total_str_attempted_1,total_str_landed_2,total_str_attempted_2,td_landed_1,td_attempted_1,td_landed_2,td_attempted_2,sig_str_head_landed_1,sig_str_head_attempted_1,sig_str_head_landed_2,sig_str_head_attempted_2,sig_str_body_landed_1,sig_str_body_attempted_1,sig_str_body_landed_2,sig_str_body_attempted_2,sig_str_leg_landed_1,sig_str_leg_attempted_1,sig_str_leg_landed_2,sig_str_leg_attempted_2,sig_str_dist_landed_1,sig_str_dist_attempted_1,sig_str_dist_landed_2,sig_str_dist_attempted_2,sig_str_clinch_landed_1,sig_str_clinch_attempted_1,sig_str_clinch_landed_2,sig_str_clinch_attempted_2,sig_str_ground_landed_1,sig_str_ground_attempted_1,sig_str_ground_landed_2,sig_str_ground_attempted_2,r1_sig_str_landed_1,r1_sig_str_attempted_1,r1_sig_str_landed_2,r1_sig_str_attempted_2,r1_total_str_landed_1,r1_total_str_attempted_1,r1_total_str_landed_2,r1_total_str_attempted_2,r1_td_landed_1,r1_td_attempted_1,r1_td_landed_2,r1_td_attempted_2,r1_sig_str_head_landed_1,r1_sig_str_head_attempted_1,r1_sig_str_head_landed_2,r1_sig_str_head_attempted_2,r1_sig_str_body_landed_1,r1_sig_str_body_attempted_1,r1_sig_str_body_landed_2,r1_sig_str_body_attempted_2,r1_sig_str_leg_landed_1,r1_sig_str_leg_attempted_1,r1_sig_str_leg_landed_2,r1_sig_str_leg_attempted_2,r1_sig_str_dist_landed_1,r1_sig_str_dist_attempted_1,r1_sig_str_dist_landed_2,r1_sig_str_dist_attempted_2,r1_sig_str_clinch_landed_1,r1_sig_str_clinch_attempted_1,r1_sig_str_clinch_landed_2,r1_sig_str_clinch_attempted_2,r1_sig_str_ground_landed_1,r1_sig_str_ground_attempted_1,r1_sig_str_ground_landed_2,r1_sig_str_ground_attempted_2,r2_sig_str_landed_1,r2_sig_str_attempted_1,r2_sig_str_landed_2,r2_sig_str_attempted_2,r2_total_str_landed_1,r2_total_str_attempted_1,r2_total_str_landed_2,r2_total_str_attempted_2,r2_td_landed_1,r2_td_attempted_1,r2_td_landed_2,r2_td_attempted_2,r2_sig_str_head_landed_1,r2_sig_str_head_attempted_1,r2_sig_str_head_landed_2,r2_sig_str_head_attempted_2,r2_sig_str_body_landed_1,r2_sig_str_body_attempted_1,r2_sig_str_body_landed_2,r2_sig_str_body_attempted_2,r2_sig_str_leg_landed_1,r2_sig_str_leg_attempted_1,r2_sig_str_leg_landed_2,r2_sig_str_leg_attempted_2,r2_sig_str_dist_landed_1,r2_sig_str_dist_attempted_1,r2_sig_str_dist_landed_2,r2_sig_str_dist_attempted_2,r2_sig_str_clinch_landed_1,r2_sig_str_clinch_attempted_1,r2_sig_str_clinch_landed_2,r2_sig_str_clinch_attempted_2,r2_sig_str_ground_landed_1,r2_sig_str_ground_attempted_1,r2_sig_str_ground_landed_2,r2_sig_str_ground_attempted_2,r3_sig_str_landed_1,r3_sig_str_attempted_1,r3_sig_str_landed_2,r3_sig_str_attempted_2,r3_total_str_landed_1,r3_total_str_attempted_1,r3_total_str_landed_2,r3_total_str_attempted_2,r3_td_landed_1,r3_td_attempted_1,r3_td_landed_2,r3_td_attempted_2,r3_sig_str_head_landed_1,r3_sig_str_head_attempted_1,r3_sig_str_head_landed_2,r3_sig_str_head_attempted_2,r3_sig_str_body_landed_1,r3_sig_str_body_attempted_1,r3_sig_str_body_landed_2,r3_sig_str_body_attempted_2,r3_sig_str_leg_landed_1,r3_sig_str_leg_attempted_1,r3_sig_str_leg_landed_2,r3_sig_str_leg_attempted_2,r3_sig_str_dist_landed_1,r3_sig_str_dist_attempted_1,r3_sig_str_dist_landed_2,r3_sig_str_dist_attempted_2,r3_sig_str_clinch_landed_1,r3_sig_str_clinch_attempted_1,r3_sig_str_clinch_landed_2,r3_sig_str_clinch_attempted_2,r3_sig_str_ground_landed_1,r3_sig_str_ground_attempted_1,r3_sig_str_ground_landed_2,r3_sig_str_ground_attempted_2,r4_sig_str_landed_1,r4_sig_str_attempted_1,r4_sig_str_landed_2,r4_sig_str_attempted_2,r4_total_str_landed_1,r4_total_str_attempted_1,r4_total_str_landed_2,r4_total_str_attempted_2,r4_td_landed_1,r4_td_attempted_1,r4_td_landed_2,r4_td_attempted_2,r4_sig_str_head_landed_1,r4_sig_str_head_attempted_1,r4_sig_str_head_landed_2,r4_sig_str_head_attempted_2,r4_sig_str_body_landed_1,r4_sig_str_body_attempted_1,r4_sig_str_body_landed_2,r4_sig_str_body_attempted_2,r4_sig_str_leg_landed_1,r4_sig_str_leg_attempted_1,r4_sig_str_leg_landed_2,r4_sig_str_leg_attempted_2,r4_sig_str_dist_landed_1,r4_sig_str_dist_attempted_1,r4_sig_str_dist_landed_2,r4_sig_str_dist_attempted_2,r4_sig_str_clinch_landed_1,r4_sig_str_clinch_attempted_1,r4_sig_str_clinch_landed_2,r4_sig_str_clinch_attempted_2,r4_sig_str_ground_landed_1,r4_sig_str_ground_attempted_1,r4_sig_str_ground_landed_2,r4_sig_str_ground_attempted_2,r5_sig_str_landed_1,r5_sig_str_attempted_1,r5_sig_str_landed_2,r5_sig_str_attempted_2,r5_total_str_landed_1,r5_total_str_attempted_1,r5_total_str_landed_2,r5_total_str_attempted_2,r5_td_landed_1,r5_td_attempted_1,r5_td_landed_2,r5_td_attempted_2,r5_sig_str_head_landed_1,r5_sig_str_head_attempted_1,r5_sig_str_head_landed_2,r5_sig_str_head_attempted_2,r5_sig_str_body_landed_1,r5_sig_str_body_attempted_1,r5_sig_str_body_landed_2,r5_sig_str_body_attempted_2,r5_sig_str_leg_landed_1,r5_sig_str_leg_attempted_1,r5_sig_str_leg_landed_2,r5_sig_str_leg_attempted_2,r5_sig_str_dist_landed_1,r5_sig_str_dist_attempted_1,r5_sig_str_dist_landed_2,r5_sig_str_dist_attempted_2,r5_sig_str_clinch_landed_1,r5_sig_str_clinch_attempted_1,r5_sig_str_clinch_landed_2,r5_sig_str_clinch_attempted_2,r5_sig_str_ground_landed_1,r5_sig_str_ground_attempted_1,r5_sig_str_ground_landed_2,r5_sig_str_ground_attempted_2,ctrl_1_seconds,ctrl_2_seconds,last_round_time_seconds,r1_ctrl_1_seconds,r1_ctrl_2_seconds,r2_ctrl_1_seconds,r2_ctrl_2_seconds,r3_ctrl_1_seconds,r3_ctrl_2_seconds,r4_ctrl_1_seconds,r4_ctrl_2_seconds,r5_ctrl_1_seconds,r5_ctrl_2_seconds,total_fight_time_seconds
http://ufcstats.com/fight-details/6f836a82a0530884,2017-07-07,"Las Vegas, Nevada, USA",Marc Diakiese,Drakkar Klose,"""Bonecrusher""",,L,W,Lightweight Bout,Decision - Split,3.0,Marc Goddard,,0.0,0.0,0.44,0.49,0.33,0.42,0.0,0.0,1.0,0.0,0.0,0.0,0.45,0.63,0.66,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.41,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.48,0.0,0.25,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,34,77,39,79,63,107,84,136,2,6,3,7,12,46,10,43,16,23,10,14,6,8,19,22,24,65,25,53,8,10,9,14,2,2,5,12,5,11,12,19,16,22,36,50,2,3,1,1,2,8,4,9,2,2,3,4,1,1,5,6,2,8,4,6,1,1,4,4,2,2,4,9,12,30,12,29,12,30,29,51,0,1,1,2,2,17,1,13,8,10,3,6,2,3,8,10,7,24,10,22,5,6,1,4,0,0,1,3,17,36,15,31,35,55,19,35,0,2,1,4,8,21,5,21,6,11,4,4,3,4,6,6,15,33,11,25,2,3,4,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,320.0,300.0,112.0,138.0,14.0,133.0,64.0,49.0,,,,,900.0
http://ufcstats.com/fight-details/e97b609eefc5fd61,2017-07-07,"Las Vegas, Nevada, USA",Jared Cannonier,Nick Roehrick,"""The Killa Gorilla""",,W,L,Light Heavyweight Bout,KO/TKO,3.0,John McCarthy,Elbows to Head From Half Guard,0.0,0.0,0.56,0.17,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.15,,,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.19,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.18,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,84,150,28,160,86,152,29,161,1,1,0,0,75,140,22,141,5,6,6,19,4,4,0,0,57,118,25,152,18,23,3,8,9,9,0,0,25,50,10,66,25,50,10,66,0,0,0,0,25,49,8,61,0,1,2,5,0,0,0,0,21,44,9,62,4,6,1,4,0,0,0,0,45,75,14,72,47,77,15,73,1,1,0,0,37,67,11,61,5,5,3,11,3,3,0,0,29,56,12,69,11,14,2,3,5,5,0,0,14,25,4,22,14,25,4,22,0,0,0,0,13,24,3,19,0,0,1,3,1,1,0,0,7,18,4,21,3,3,0,1,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,14.0,128.0,5.0,12.0,22.0,0.0,7.0,2.0,,,,,728.0
http://ufcstats.com/fight-details/5934de85b9c53e7c,2017-07-07,"Las Vegas, Nevada, USA",Dhiego Lima,Jesse Taylor,,"""JT Money""",L,W,Ultimate Fighter 25 Welterweight Tournament Title Bout,Submission,2.0,Jason Herzog,Rear Naked Choke,1.0,0.0,1.0,0.87,,0.66,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.86,,0.66,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4,4,21,24,6,6,50,59,0,0,2,3,4,4,21,24,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,3,20,23,2,2,19,22,4,4,48,57,0,0,2,3,2,2,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,19,22,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,330.0,43.0,0.0,294.0,0.0,36.0,,,,,,,343.0
http://ufcstats.com/fight-details/8984ab656cb1818d,2017-06-17,"Kallang, Singapore",Li Jingliang,Frank Camacho,"""The Leech""","""The Crank""",W,L,Welterweight Bout,Decision - Unanimous,3.0,John Sharp,,0.0,0.0,0.53,0.29,0.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.32,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.38,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.14,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,94,176,35,120,95,177,56,143,2,7,1,1,54,120,32,114,15,22,3,6,25,34,0,0,92,173,32,116,2,3,3,4,0,0,0,0,15,33,16,49,16,34,21,54,2,5,1,1,6,24,15,46,3,3,1,3,6,6,0,0,13,31,14,46,2,2,2,3,0,0,0,0,29,61,14,36,29,61,30,54,0,2,0,0,13,34,13,34,6,10,1,2,10,17,0,0,29,61,13,35,0,0,1,1,0,0,0,0,50,82,5,35,50,82,5,35,0,0,0,0,35,62,4,34,6,9,1,1,9,11,0,0,50,81,5,35,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,39.0,300.0,59.0,35.0,14.0,0.0,0.0,4.0,,,,,900.0
http://ufcstats.com/fight-details/a71e4206f87ae74c,2017-06-17,"Kallang, Singapore",Justin Scoggins,Yuta Sasaki,,"""Ulka""",L,W,Flyweight Bout,Submission,2.0,Marc Goddard,Rear Naked Choke,1.0,0.0,0.59,0.51,0.5,0.66,0.0,1.0,0.0,1.0,1.0,0.0,0.58,0.54,0.5,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.37,,,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,37,62,21,41,74,104,25,45,1,2,2,3,28,51,11,27,5,7,3,5,4,4,7,9,15,33,17,32,2,3,3,5,20,26,1,4,28,48,18,33,43,65,22,37,1,2,2,3,20,38,10,22,5,7,3,5,3,3,5,6,14,29,15,28,2,3,3,5,12,16,0,0,9,14,3,8,31,39,3,8,0,0,0,0,8,13,1,5,0,0,0,0,1,1,2,3,1,4,2,4,0,0,0,0,8,10,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0,68.0,199.0,171.0,45.0,159.0,23.0,,,,,,,499.0
http://ufcstats.com/fight-details/a69a155a25b84679,2017-06-17,"Kallang, Singapore",Tarec Saffiedine,Rafael Dos Anjos,"""Sponge""",,L,W,Welterweight Bout,Decision - Unanimous,3.0,Greg Kleynjans,,0.0,0.0,0.43,0.51,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.45,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.56,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,60,139,81,158,71,151,91,169,1,1,1,5,34,112,35,99,14,15,37,49,12,12,9,10,44,119,56,125,16,20,20,26,0,0,5,7,15,25,22,48,19,30,26,53,1,1,1,1,9,19,8,30,4,4,14,18,2,2,0,0,9,17,14,39,6,8,6,7,0,0,2,2,21,43,28,55,26,48,31,58,0,0,0,4,10,31,12,33,6,7,12,17,5,5,4,5,14,34,15,36,7,9,10,14,0,0,3,5,24,71,31,55,26,73,34,58,0,0,0,0,15,62,15,36,4,4,11,14,5,5,5,5,21,68,27,50,3,3,4,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,209.0,300.0,118.0,63.0,79.0,109.0,24.0,37.0,,,,,900.0
http://ufcstats.com/fight-details/9072bf6135cad3e0,2017-06-17,"Kallang, Singapore",Cyril Asker,Walt Harris,"""Silverback""","""The Big Ticket""",L,W,Heavyweight Bout,KO/TKO,1.0,John Sharp,Elbows to Head From Guard,0.0,1.0,0.14,0.51,,,0.0,0.0,0.0,0.0,0.0,1.0,0.14,0.51,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,14,21,41,2,14,23,43,0,0,0,0,1,11,17,35,1,3,2,4,0,0,2,2,2,14,7,20,0,0,0,0,0,0,14,21,2,14,21,41,2,14,23,43,0,0,0,0,1,11,17,35,1,3,2,4,0,0,2,2,2,14,7,20,0,0,0,0,0,0,14,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,24.0,104.0,0.0,24.0,,,,,,,,,104.0
http://ufcstats.com/fight-details/205ad947e8c94901,2017-06-17,"Kallang, Singapore",Andrei Arlovski,Marcin Tybura,"""The Pitbull""","""Tybur""",L,W,Heavyweight Bout,Decision - Unanimous,3.0,John Sharp,,0.0,0.0,0.5,0.55,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.58,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,28,56,51,92,41,74,127,188,0,2,2,3,18,42,46,83,7,10,3,7,3,4,2,2,17,40,5,22,10,14,4,5,1,2,42,65,8,18,35,60,12,23,93,131,0,0,1,1,5,14,34,59,3,4,0,0,0,0,1,1,8,17,2,6,0,0,0,0,0,1,33,54,14,30,4,16,21,41,7,20,0,2,0,0,10,24,2,10,2,3,1,5,2,3,1,1,6,18,2,14,8,12,2,2,0,0,0,0,6,8,12,16,8,10,27,37,0,0,1,2,3,4,10,14,2,3,2,2,1,1,0,0,3,5,1,2,2,2,2,3,1,1,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,517.0,300.0,3.0,246.0,237.0,0.0,0.0,271.0,,,,,900.0
http://ufcstats.com/fight-details/b6464850da8f3099,2017-06-17,"Kallang, Singapore",Dong Hyun Kim,Colby Covington,"""Stun Gun""","""Chaos""",L,W,Welterweight Bout,Decision - Unanimous,3.0,Steve Perceval,,0.0,0.0,0.35,0.44,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.35,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.52,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.44,1.0,0.75,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,19,54,47,105,64,102,92,154,2,4,8,15,16,50,18,59,2,2,12,23,1,2,17,23,15,50,27,69,2,2,18,34,2,2,2,2,6,12,10,28,17,23,19,39,0,2,3,6,4,10,6,21,2,2,4,7,0,0,0,0,3,9,3,12,2,2,7,16,1,1,0,0,3,12,18,34,34,46,34,51,1,1,2,5,3,12,6,15,0,0,5,10,0,0,7,9,3,12,8,19,0,0,9,14,0,0,1,1,10,30,19,43,13,33,39,64,1,1,3,4,9,28,6,23,0,0,3,6,1,2,10,14,9,29,16,38,0,0,2,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,610.0,300.0,2.0,256.0,37.0,196.0,29.0,158.0,,,,,900.0
http://ufcstats.com/fight-details/f7ae397fefa57c70,2017-06-25,"Oklahoma City, Oklahoma, USA",Devin Powell,Darrell Horcher,,"""The Saint""",L,W,Lightweight Bout,Decision - Split,3.0,Kevin MacDonald,,0.0,0.0,0.54,0.48,0.0,,2.0,2.0,1.0,1.0,0.0,0.0,0.42,0.41,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.57,0.57,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.62,0.41,0.0,,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,43,79,37,76,97,137,56,98,0,3,0,0,15,42,31,70,8,9,2,2,20,28,4,4,27,61,13,43,4,5,8,10,12,13,16,23,12,28,10,24,32,51,19,36,0,1,0,0,4,18,9,23,2,2,0,0,6,8,1,1,9,25,4,16,0,0,2,3,3,3,4,5,11,19,20,35,38,47,27,42,0,1,0,0,6,11,18,33,2,2,1,1,3,6,1,1,4,11,2,10,2,2,6,7,5,6,12,18,20,32,7,17,27,39,10,20,0,1,0,0,5,13,4,14,4,5,1,1,11,14,2,2,14,25,7,17,2,3,0,0,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,432.0,300.0,1.0,154.0,8.0,208.0,105.0,70.0,,,,,900.0
http://ufcstats.com/fight-details/9a79a4b97a0f1e24,2017-06-25,"Oklahoma City, Oklahoma, USA",Clay Guida,Erik Koch,"""The Carpenter""","""Phoenix""",W,L,Lightweight Bout,Decision - Unanimous,3.0,Keith Peterson,,0.0,0.0,0.43,0.33,0.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.33,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.37,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.28,0.2,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3.0,38,87,13,39,133,207,17,44,2,8,0,0,33,79,10,36,4,6,2,2,1,2,1,1,4,30,10,36,1,3,3,3,33,54,0,0,3,19,8,24,3,19,10,26,0,2,0,0,2,18,5,21,0,0,2,2,1,1,1,1,2,16,5,21,1,3,3,3,0,0,0,0,22,43,3,8,80,117,3,8,1,1,0,0,21,41,3,8,1,1,0,0,0,1,0,0,2,10,3,8,0,0,0,0,20,33,0,0,13,25,2,7,50,71,4,10,1,5,0,0,10,20,2,7,3,5,0,0,0,0,0,0,0,4,2,7,0,0,0,0,13,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.0,35.0,300.0,90.0,35.0,265.0,0.0,238.0,0.0,,,,,900.0
http://ufcstats.com/fight-details/b66f4fa1b9b96b51,2017-06-17,"Kallang, Singapore",Alex Caceres,Rolando Dy,"""Bruce Leeroy""","""Dy Incredible""",W,L,Featherweight Bout,TKO - Doctor's Stoppage,2.0,Neil Swailes,Eye Injury,1.0,0.0,0.54,0.3,,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.2,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.48,0.37,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,51,93,20,65,56,99,21,66,0,0,1,4,38,75,9,44,10,14,5,12,3,4,6,9,42,76,19,60,5,11,1,5,4,6,0,0,30,50,5,25,35,56,5,25,0,0,0,3,22,40,1,20,5,7,2,2,3,3,2,3,26,42,4,23,0,2,1,2,4,6,0,0,21,43,15,40,21,43,16,41,0,0,1,1,16,35,8,24,5,7,3,10,0,1,4,6,16,34,15,37,5,9,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,85.0,300.0,95.0,23.0,13.0,62.0,,,,,,,600.0
http://ufcstats.com/fight-details/0096879f5708526b,2017-06-17,"Kallang, Singapore",Holly Holm,Bethe Correia,"""The Preacher's Daughter""","""Pitbull""",W,L,Women's Bantamweight Bout,KO/TKO,3.0,Marc Goddard,Kick to Head At Distance,1.0,0.0,0.47,0.23,,,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.23,,,0.0,0.0,0.0,0.0,1.0,0.0,0.85,0.33,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,5.0,25,53,15,65,25,54,21,71,0,0,0,0,10,33,4,44,8,12,6,9,7,8,5,12,23,50,15,65,1,1,0,0,1,2,0,0,7,13,5,25,7,13,5,25,0,0,0,0,1,6,1,17,4,4,2,2,2,3,2,6,7,13,5,25,0,0,0,0,0,0,0,0,12,33,8,34,12,34,14,40,0,0,0,0,5,22,3,23,3,7,3,6,4,4,2,5,11,32,8,34,1,1,0,0,0,0,0,0,6,7,2,6,6,7,2,6,0,0,0,0,4,5,0,4,1,1,1,1,1,1,1,1,5,5,2,6,0,0,0,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,69.0,0.0,0.0,0.0,13.0,2.0,0.0,,,,,669.0
http://ufcstats.com/fight-details/fc2585e234e49dee,2017-06-17,"Kallang, Singapore",Takanori Gomi,Jon Tuck,"""The Fireball Kid""","""Super Saiyan""",L,W,Lightweight Bout,Submission,1.0,Marc Goddard,Rear Naked Choke,0.0,0.0,0.0,0.53,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.53,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0,5,7,13,0,5,7,13,0,0,0,0,0,4,6,12,0,1,1,1,0,0,0,0,0,5,3,7,0,0,1,2,0,0,3,4,0,5,7,13,0,5,7,13,0,0,0,0,0,4,6,12,0,1,1,1,0,0,0,0,0,5,3,7,0,0,1,2,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,38.0,72.0,0.0,38.0,,,,,,,,,72.0
http://ufcstats.com/fight-details/1e75ee0da189857b,2017-06-25,"Oklahoma City, Oklahoma, USA",Jared Gordon,Michel Quinones,"""Flash""","""El Capo""",W,L,Featherweight Bout,KO/TKO,2.0,Keith Peterson,Punches to Head On Ground,0.0,0.0,0.55,0.2,0.66,,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.24,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.1,0.6,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,67,121,16,78,115,182,16,79,4,6,0,0,54,102,6,55,5,7,4,16,8,12,6,7,27,65,15,76,4,5,1,2,36,51,0,0,23,49,14,58,35,69,14,59,1,1,0,0,12,33,5,38,3,5,3,13,8,11,6,7,22,48,13,57,1,1,1,1,0,0,0,0,44,72,2,20,80,113,2,20,3,5,0,0,42,69,1,17,2,2,1,3,0,1,0,0,5,17,2,19,3,4,0,1,36,51,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.0,0.0,264.0,77.0,0.0,202.0,0.0,,,,,,,564.0
