event_link
http://ufcstats.com/event-details/86b30a86664cb6e4
http://ufcstats.com/event-details/0f7210aa8d61af8d
http://ufcstats.com/event-details/cc2ad11b1f9d818b
http://ufcstats.com/event-details/39f62b833e4cf126
http://ufcstats.com/event-details/ca936c67687789e9
http://ufcstats.com/event-details/9766ed20b68c7c33
http://ufcstats.com/event-details/c50ea21fe9ef478d
http://ufcstats.com/event-details/ce7871949b0ed2bf
http://ufcstats.com/event-details/e6015889f50075d2
http://ufcstats.com/event-details/80dbeb1dd5b53e64
http://ufcstats.com/event-details/39f68882def7a507
http://ufcstats.com/event-details/81ddc98fceb30086
http://ufcstats.com/event-details/72c9c2eadfc3277e
http://ufcstats.com/event-details/ad23903ef3af7406
http://ufcstats.com/event-details/e955046551f8c7dd
http://ufcstats.com/event-details/daff32bc96d1eabf
http://ufcstats.com/event-details/585f9ffdb0cd0466
http://ufcstats.com/event-details/3ab0df1ddd5f1dc2
http://ufcstats.com/event-details/221b2a3070c7ce3e
http://ufcstats.com/event-details/6a0047ac8c99fece
http://ufcstats.com/event-details/5bdcbd8dd681a257
http://ufcstats.com/event-details/eee8efec7b951d84
http://ufcstats.com/event-details/079488710f012779
http://ufcstats.com/event-details/0c01568b1ac77bff
