fight_link,date,location,name_1,name_2,stage_name_1,stage_name_2,win_loss_1,win_loss_2,division,method,last_round,last_round_time,time_format,referee,stoppage_details,kd_1,kd_2,sig_str_1,sig_str_2,sig_str_perc_1,sig_str_perc_2,total_str_1,total_str_2,td_1,td_2,td_pct_1,td_pct_2,sub_att_1,sub_att_2,rev_1,rev_2,ctrl_1,ctrl_2,r1_kd_1,r1_kd_2,r1_sig_str_1,r1_sig_str_2,r1_sig_str_perc_1,r1_sig_str_perc_2,r1_total_str_1,r1_total_str_2,r1_td_1,r1_td_2,r1_td_pct_1,r1_td_pct_2,r1_sub_att_1,r1_sub_att_2,r1_rev_1,r1_rev_2,r1_ctrl_1,r1_ctrl_2,r2_kd_1,r2_kd_2,r2_sig_str_1,r2_sig_str_2,r2_sig_str_perc_1,r2_sig_str_perc_2,r2_total_str_1,r2_total_str_2,r2_td_1,r2_td_2,r2_td_pct_1,r2_td_pct_2,r2_sub_att_1,r2_sub_att_2,r2_rev_1,r2_rev_2,r2_ctrl_1,r2_ctrl_2,r3_kd_1,r3_kd_2,r3_sig_str_1,r3_sig_str_2,r3_sig_str_perc_1,r3_sig_str_perc_2,r3_total_str_1,r3_total_str_2,r3_td_1,r3_td_2,r3_td_pct_1,r3_td_pct_2,r3_sub_att_1,r3_sub_att_2,r3_rev_1,r3_rev_2,r3_ctrl_1,r3_ctrl_2,r4_kd_1,r4_kd_2,r4_sig_str_1,r4_sig_str_2,r4_sig_str_perc_1,r4_sig_str_perc_2,r4_total_str_1,r4_total_str_2,r4_td_1,r4_td_2,r4_td_pct_1,r4_td_pct_2,r4_sub_att_1,r4_sub_att_2,r4_rev_1,r4_rev_2,r4_ctrl_1,r4_ctrl_2,r5_kd_1,r5_kd_2,r5_sig_str_1,r5_sig_str_2,r5_sig_str_perc_1,r5_sig_str_perc_2,r5_total_str_1,r5_total_str_2,r5_td_1,r5_td_2,r5_td_pct_1,r5_td_pct_2,r5_sub_att_1,r5_sub_att_2,r5_rev_1,r5_rev_2,r5_ctrl_1,r5_ctrl_2,sig_str_head_1,sig_str_head_2,sig_str_body_1,sig_str_body_2,sig_str_leg_1,sig_str_leg_2,sig_str_dist_1,sig_str_dist_2,sig_str_clinch_1,sig_str_clinch_2,sig_str_ground_1,sig_str_ground_2,r1_sig_str_head_1,r1_sig_str_head_2,r1_sig_str_body_1,r1_sig_str_body_2,r1_sig_str_leg_1,r1_sig_str_leg_2,r1_sig_str_dist_1,r1_sig_str_dist_2,r1_sig_str_clinch_1,r1_sig_str_clinch_2,r1_sig_str_ground_1,r1_sig_str_ground_2,r2_sig_str_head_1,r2_sig_str_head_2,r2_sig_str_body_1,r2_sig_str_body_2,r2_sig_str_leg_1,r2_sig_str_leg_2,r2_sig_str_dist_1,r2_sig_str_dist_2,r2_sig_str_clinch_1,r2_sig_str_clinch_2,r2_sig_str_ground_1,r2_sig_str_ground_2,r3_sig_str_head_1,r3_sig_str_head_2,r3_sig_str_body_1,r3_sig_str_body_2,r3_sig_str_leg_1,r3_sig_str_leg_2,r3_sig_str_dist_1,r3_sig_str_dist_2,r3_sig_str_clinch_1,r3_sig_str_clinch_2,r3_sig_str_ground_1,r3_sig_str_ground_2,r4_sig_str_head_1,r4_sig_str_head_2,r4_sig_str_body_1,r4_sig_str_body_2,r4_sig_str_leg_1,r4_sig_str_leg_2,r4_sig_str_dist_1,r4_sig_str_dist_2,r4_sig_str_clinch_1,r4_sig_str_clinch_2,r4_sig_str_ground_1,r4_sig_str_ground_2,r5_sig_str_head_1,r5_sig_str_head_2,r5_sig_str_body_1,r5_sig_str_body_2,r5_sig_str_leg_1,r5_sig_str_leg_2,r5_sig_str_dist_1,r5_sig_str_dist_2,r5_sig_str_clinch_1,r5_sig_str_clinch_2,r5_sig_str_ground_1,r5_sig_str_ground_2,error,error_type
http://ufcstats.com/fight-details/6e6567a98ea78891,"
      July 20, 2024
    ","

      Las Vegas, Nevada, USA
    ",JeongYeong Lee,Hyder Amil,"""Korean Tiger""","""The Hurricane""",L,W,Featherweight Bout,KO/TKO,1,1:05,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,0,0,4 of 10,42 of 63,40%,66%,4 of 10,42 of 63,0 of 0,0 of 0,---,---,0,0,0,0,0:04,0:00,0,0,4 of 10,42 of 63,40%,66%,4 of 10,42 of 63,0 of 0,0 of 0,---,---,0,0,0,0,0:04,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 of 9,37 of 54,1 of 1,2 of 3,0 of 0,3 of 6,4 of 10,42 of 63,0 of 0,0 of 0,0 of 0,0 of 0,3 of 9,37 of 54,1 of 1,2 of 3,0 of 0,3 of 6,4 of 10,42 of 63,0 of 0,0 of 0,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/94541dd979e0b4bd,"
      July 20, 2024
    ","

      Las Vegas, Nevada, USA
    ",Cody Durden,Bruno Silva,"""Custom Made""","""Bulldog""",L,W,Flyweight Bout,KO/TKO,2,2:58,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Guard,0,1,28 of 63,42 of 73,44%,57%,31 of 68,45 of 77,1 of 1,0 of 2,100%,0%,3,0,0,0,2:35,0:23,0,0,24 of 57,22 of 47,42%,46%,25 of 58,23 of 48,0 of 0,0 of 1,---,0%,0,0,0,0,0:12,0:12,0,1,4 of 6,20 of 26,66%,76%,6 of 10,22 of 29,1 of 1,0 of 1,100%,0%,3,0,0,0,2:23,0:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 of 52,31 of 57,5 of 7,6 of 10,3 of 4,5 of 6,27 of 62,24 of 51,1 of 1,1 of 1,0 of 0,17 of 21,16 of 46,13 of 33,5 of 7,5 of 9,3 of 4,4 of 5,24 of 57,21 of 46,0 of 0,1 of 1,0 of 0,0 of 0,4 of 6,18 of 24,0 of 0,1 of 1,0 of 0,1 of 1,3 of 5,3 of 5,1 of 1,0 of 0,0 of 0,17 of 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/ec8bc554a0646638,"
      July 20, 2024
    ","

      Las Vegas, Nevada, USA
    ",Dooho Choi,Bill Algeo,"""The Korean Superboy""","""Senor Perfecto""",W,L,Featherweight Bout,KO/TKO,2,3:38,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,0,0,21 of 35,17 of 49,60%,34%,32 of 47,38 of 74,2 of 3,2 of 3,66%,66%,3,0,0,1,1:33,3:09,0,0,5 of 8,6 of 12,62%,50%,13 of 17,23 of 33,1 of 1,2 of 3,100%,66%,3,0,0,1,1:02,3:02,0,0,16 of 27,11 of 37,59%,29%,19 of 30,15 of 41,1 of 2,0 of 0,50%,---,0,0,0,0,0:31,0:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 of 28,11 of 36,3 of 3,3 of 5,3 of 4,3 of 8,17 of 30,14 of 45,3 of 4,2 of 2,1 of 1,1 of 2,5 of 7,5 of 9,0 of 0,1 of 2,0 of 1,0 of 1,2 of 5,4 of 9,3 of 3,1 of 1,0 of 0,1 of 2,10 of 21,6 of 27,3 of 3,2 of 3,3 of 3,3 of 7,15 of 25,10 of 36,0 of 1,1 of 1,1 of 1,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/120ec60ad18cf6c5,"
      July 20, 2024
    ","

      Las Vegas, Nevada, USA
    ",Steve Garcia,SeungWoo Choi,"""Mean Machine""","""Sting""",W,L,Featherweight Bout,KO/TKO,1,1:36,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,1,0,15 of 27,9 of 15,55%,60%,18 of 34,9 of 16,0 of 1,0 of 0,0%,---,0,0,0,0,0:37,0:00,1,0,15 of 27,9 of 15,55%,60%,18 of 34,9 of 16,0 of 1,0 of 0,0%,---,0,0,0,0,0:37,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 of 19,7 of 13,2 of 5,0 of 0,3 of 3,2 of 2,9 of 19,9 of 15,1 of 2,0 of 0,5 of 6,0 of 0,10 of 19,7 of 13,2 of 5,0 of 0,3 of 3,2 of 2,9 of 19,9 of 15,1 of 2,0 of 0,5 of 6,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/9eaa33f874bbb999,"
      July 20, 2024
    ","

      Las Vegas, Nevada, USA
    ",Kurt Holobaugh,Kaynan Kruschewsky,"""The Hurt""","""Bahia""",W,L,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,0,0,92 of 171,89 of 156,53%,57%,171 of 275,115 of 195,1 of 4,3 of 3,25%,100%,0,2,1,0,5:21,2:47,0,0,26 of 65,31 of 57,40%,54%,52 of 100,38 of 67,0 of 2,0 of 0,0%,---,0,0,0,0,1:57,0:18,0,0,48 of 79,36 of 65,60%,55%,66 of 101,40 of 69,1 of 2,1 of 1,50%,100%,0,2,0,0,1:28,0:32,0,0,18 of 27,22 of 34,66%,64%,53 of 74,37 of 59,0 of 0,2 of 2,---,100%,0,0,1,0,1:56,1:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58 of 131,61 of 120,25 of 30,27 of 35,9 of 10,1 of 1,74 of 141,53 of 114,18 of 30,28 of 33,0 of 0,8 of 9,15 of 49,15 of 39,7 of 11,15 of 17,4 of 5,1 of 1,19 of 50,16 of 39,7 of 15,15 of 18,0 of 0,0 of 0,34 of 64,28 of 53,10 of 11,8 of 12,4 of 4,0 of 0,42 of 71,25 of 54,6 of 8,11 of 11,0 of 0,0 of 0,9 of 18,18 of 28,8 of 8,4 of 6,1 of 1,0 of 0,13 of 20,12 of 21,5 of 7,2 of 4,0 of 0,8 of 9,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/e06bfd0100eccbad,"
      July 13, 2024
    ","

      Denver, Colorado, USA
    ",Luana Santos,Mariya Agapova,,"""Money Mashka""",W,L,Women's Flyweight Bout,Submission,1,3:27,3 Rnd (5-5-5),Joe Coca,Rear Naked Choke,0,0,2 of 4,3 of 14,50%,21%,9 of 12,20 of 31,1 of 1,0 of 0,100%,---,3,0,0,0,2:23,0:00,0,0,2 of 4,3 of 14,50%,21%,9 of 12,20 of 31,1 of 1,0 of 0,100%,---,3,0,0,0,2:23,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 of 4,1 of 5,0 of 0,0 of 2,0 of 0,2 of 7,2 of 4,3 of 14,0 of 0,0 of 0,0 of 0,0 of 0,2 of 4,1 of 5,0 of 0,0 of 2,0 of 0,2 of 7,2 of 4,3 of 14,0 of 0,0 of 0,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/5eebde8fb4d67259,"
      July 13, 2024
    ","

      Denver, Colorado, USA
    ",Montel Jackson,Da'Mon Blackshear,"""Quik""","""The Monster""",W,L,Bantamweight Bout,KO/TKO,1,0:18,3 Rnd (5-5-5),Nick Berens,Punch to Head At Distance,1,0,4 of 6,1 of 1,66%,100%,4 of 6,1 of 1,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,1,0,4 of 6,1 of 1,66%,100%,4 of 6,1 of 1,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 of 5,0 of 0,0 of 1,0 of 0,0 of 0,1 of 1,1 of 3,1 of 1,0 of 0,0 of 0,3 of 3,0 of 0,4 of 5,0 of 0,0 of 1,0 of 0,0 of 0,1 of 1,1 of 3,1 of 1,0 of 0,0 of 0,3 of 3,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/4a00db8aeff200a2,"
      July 20, 2024
    ","

      Las Vegas, Nevada, USA
    ",Amanda Lemos,Virna Jandiroba,,"""Carcara""",L,W,Women's Strawweight Bout,Submission,2,4:48,5 Rnd (5-5-5-5-5),Mark Smith,Armbar From Back Control,0,0,2 of 9,2 of 8,22%,25%,5 of 12,20 of 27,0 of 0,1 of 5,---,20%,1,4,1,1,0:51,6:27,0,0,1 of 1,0 of 1,100%,0%,3 of 3,8 of 9,0 of 0,1 of 1,---,100%,1,2,1,0,0:26,3:42,0,0,1 of 8,2 of 7,12%,28%,2 of 9,12 of 18,0 of 0,0 of 4,---,0%,0,2,0,1,0:25,2:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 of 8,2 of 7,0 of 0,0 of 0,0 of 1,0 of 1,1 of 8,2 of 8,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,1 of 1,0 of 0,1 of 7,2 of 6,0 of 0,0 of 0,0 of 1,0 of 1,1 of 8,2 of 7,0 of 0,0 of 0,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/d8e8d41282fc90dc,"
      July 13, 2024
    ","

      Denver, Colorado, USA
    ",Josh Fremd,Andre Petroski,,,L,W,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Nick Berens,,0,0,16 of 24,12 of 18,66%,66%,60 of 74,30 of 51,0 of 0,3 of 4,---,75%,0,1,0,0,0:13,12:50,0,0,4 of 7,6 of 7,57%,85%,11 of 14,14 of 23,0 of 0,1 of 1,---,100%,0,0,0,0,0:00,4:29,0,0,2 of 3,2 of 6,66%,33%,26 of 28,3 of 9,0 of 0,1 of 2,---,50%,0,1,0,0,0:00,4:21,0,0,10 of 14,4 of 5,71%,80%,23 of 32,13 of 19,0 of 0,1 of 1,---,100%,0,0,0,0,0:13,4:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 of 15,5 of 11,6 of 8,5 of 5,0 of 1,2 of 2,14 of 20,10 of 14,1 of 3,0 of 0,1 of 1,2 of 4,2 of 4,4 of 5,2 of 2,2 of 2,0 of 1,0 of 0,4 of 7,4 of 4,0 of 0,0 of 0,0 of 0,2 of 3,1 of 2,1 of 5,1 of 1,1 of 1,0 of 0,0 of 0,1 of 2,2 of 6,0 of 0,0 of 0,1 of 1,0 of 0,7 of 9,0 of 1,3 of 5,2 of 2,0 of 0,2 of 2,9 of 11,4 of 4,1 of 3,0 of 0,0 of 0,0 of 1,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/582afc25875911d1,"
      July 13, 2024
    ","

      Denver, Colorado, USA
    ",Jasmine Jasudavicius,Fatima Kline,,"""The Archangel""",W,L,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Joel Ojeda,,0,0,40 of 89,39 of 81,44%,48%,93 of 165,48 of 94,4 of 6,1 of 1,66%,100%,1,0,0,0,7:48,0:52,0,0,10 of 23,4 of 12,43%,33%,31 of 55,6 of 14,1 of 1,1 of 1,100%,100%,0,0,0,0,2:32,0:37,0,0,17 of 29,16 of 31,58%,51%,29 of 49,19 of 36,1 of 1,0 of 0,100%,---,0,0,0,0,2:25,0:15,0,0,13 of 37,19 of 38,35%,50%,33 of 61,23 of 44,2 of 4,0 of 0,50%,---,1,0,0,0,2:51,0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 of 65,32 of 73,9 of 18,5 of 6,6 of 6,2 of 2,27 of 70,33 of 74,4 of 6,3 of 4,9 of 13,3 of 3,7 of 17,2 of 10,0 of 3,0 of 0,3 of 3,2 of 2,5 of 15,4 of 12,0 of 0,0 of 0,5 of 8,0 of 0,9 of 18,13 of 27,6 of 9,3 of 4,2 of 2,0 of 0,11 of 22,11 of 25,4 of 5,2 of 3,2 of 2,3 of 3,9 of 30,17 of 36,3 of 6,2 of 2,1 of 1,0 of 0,11 of 33,18 of 37,0 of 1,1 of 1,2 of 3,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/46fa8e79fe8a9539,"
      July 13, 2024
    ","

      Denver, Colorado, USA
    ",Abdul Razak Alhassan,Cody Brundage,,,NC,NC,Middleweight Bout,Could Not Continue,1,0:37,3 Rnd (5-5-5),Dan Miragliotta,Accidental Strikes to Back of Head by Alhassan,0,0,23 of 30,1 of 2,76%,50%,24 of 35,1 of 2,0 of 0,0 of 1,---,0%,0,0,0,0,0:27,0:03,0,0,23 of 30,1 of 2,76%,50%,24 of 35,1 of 2,0 of 0,0 of 1,---,0%,0,0,0,0,0:27,0:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23 of 30,1 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1 of 2,4 of 4,0 of 0,19 of 26,0 of 0,23 of 30,1 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1 of 2,4 of 4,0 of 0,19 of 26,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/25747d81ae5c6564,"
      July 13, 2024
    ","

      Denver, Colorado, USA
    ",Evan Elder,Darrius Flowers,"""The Phenom""","""Beast Mode""",W,L,Welterweight Bout,Submission,2,1:46,3 Rnd (5-5-5),Joel Ojeda,Arm Triangle From Side Control,0,0,45 of 86,24 of 60,52%,40%,61 of 104,26 of 65,0 of 1,1 of 2,0%,50%,1,0,1,1,2:01,0:28,0,0,37 of 75,24 of 58,49%,41%,48 of 88,25 of 59,0 of 1,0 of 1,0%,0%,0,0,0,1,1:24,0:06,0,0,8 of 11,0 of 2,72%,0%,13 of 16,1 of 6,0 of 0,1 of 1,---,100%,1,0,1,0,0:37,0:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 of 51,12 of 37,27 of 33,5 of 13,1 of 2,7 of 10,29 of 60,21 of 56,3 of 5,3 of 4,13 of 21,0 of 0,17 of 49,12 of 36,19 of 24,5 of 13,1 of 2,7 of 9,27 of 56,21 of 54,3 of 5,3 of 4,7 of 14,0 of 0,0 of 2,0 of 1,8 of 9,0 of 0,0 of 0,0 of 1,2 of 4,0 of 2,0 of 0,0 of 0,6 of 7,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/a63bb85cc39389c7,"
      July 13, 2024
    ","

      Denver, Colorado, USA
    ",Julian Erosa,Christian Rodriguez,"""Juicy J""",,W,L,Featherweight Bout,Submission,1,4:49,3 Rnd (5-5-5),Nick Berens,Guillotine Choke From Guard,0,0,35 of 88,33 of 75,39%,44%,39 of 94,33 of 76,1 of 1,0 of 0,100%,---,1,0,0,1,0:41,0:19,0,0,35 of 88,33 of 75,39%,44%,39 of 94,33 of 76,1 of 1,0 of 0,100%,---,1,0,0,1,0:41,0:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27 of 73,26 of 67,7 of 13,2 of 2,1 of 2,5 of 6,33 of 84,31 of 73,2 of 4,0 of 0,0 of 0,2 of 2,27 of 73,26 of 67,7 of 13,2 of 2,1 of 2,5 of 6,33 of 84,31 of 73,2 of 4,0 of 0,0 of 0,2 of 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/1394ce1832ddefe0,"
      July 13, 2024
    ","

      Denver, Colorado, USA
    ",Rose Namajunas,Tracy Cortez,"""Thug""",,W,L,Women's Flyweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,1,0,96 of 180,58 of 198,53%,29%,119 of 215,85 of 233,5 of 5,2 of 5,100%,40%,0,0,0,0,6:36,0:58,1,0,26 of 50,12 of 43,52%,27%,30 of 55,14 of 45,0 of 0,0 of 0,---,---,0,0,0,0,0:28,0:00,0,0,26 of 46,11 of 41,56%,26%,27 of 48,12 of 42,1 of 1,1 of 2,100%,50%,0,0,0,0,0:23,0:16,0,0,5 of 12,2 of 9,41%,22%,15 of 31,8 of 16,2 of 2,0 of 1,100%,0%,0,0,0,0,3:47,0:03,0,0,11 of 28,12 of 44,39%,27%,17 of 35,15 of 49,1 of 1,1 of 1,100%,100%,0,0,0,0,1:06,0:24,0,0,28 of 44,21 of 61,63%,34%,30 of 46,36 of 81,1 of 1,0 of 1,100%,0%,0,0,0,0,0:52,0:15,66 of 146,31 of 162,17 of 20,14 of 17,13 of 14,13 of 19,93 of 175,52 of 189,3 of 5,6 of 9,0 of 0,0 of 0,16 of 39,4 of 32,4 of 5,1 of 1,6 of 6,7 of 10,26 of 50,12 of 43,0 of 0,0 of 0,0 of 0,0 of 0,16 of 33,7 of 36,5 of 7,2 of 3,5 of 6,2 of 2,25 of 45,10 of 40,1 of 1,1 of 1,0 of 0,0 of 0,5 of 12,1 of 7,0 of 0,1 of 1,0 of 0,0 of 1,3 of 10,1 of 8,2 of 2,1 of 1,0 of 0,0 of 0,8 of 25,7 of 37,2 of 2,4 of 5,1 of 1,1 of 2,11 of 27,10 of 40,0 of 1,2 of 4,0 of 0,0 of 0,21 of 37,12 of 50,6 of 6,6 of 7,1 of 1,3 of 4,28 of 43,19 of 58,0 of 1,2 of 3,0 of 0,0 of 0,,
http://ufcstats.com/fight-details/dad759ec50508147,"
      July 13, 2024
    ","

      Denver, Colorado, USA
    ",Gabriel Bonfim,Ange Loosa,"""Marretinha""","""The Last Ninja""",W,L,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,0,0,101 of 225,52 of 153,44%,33%,106 of 232,60 of 166,1 of 1,4 of 13,100%,30%,0,0,0,0,0:10,2:35,0,0,23 of 50,15 of 33,46%,45%,27 of 55,23 of 45,0 of 0,3 of 9,---,33%,0,0,0,0,0:05,2:07,0,0,35 of 87,21 of 73,40%,28%,36 of 88,21 of 74,1 of 1,1 of 1,100%,100%,0,0,0,0,0:05,0:12,0,0,43 of 88,16 of 47,48%,34%,43 of 89,16 of 47,0 of 0,0 of 3,---,0%,0,0,0,0,0:00,0:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64 of 182,37 of 125,32 of 38,7 of 19,5 of 5,8 of 9,85 of 204,45 of 144,16 of 20,2 of 2,0 of 1,5 of 7,11 of 37,10 of 25,11 of 12,3 of 6,1 of 1,2 of 2,13 of 38,9 of 25,10 of 11,1 of 1,0 of 1,5 of 7,20 of 68,18 of 64,13 of 17,0 of 6,2 of 2,3 of 3,31 of 80,20 of 72,4 of 7,1 of 1,0 of 0,0 of 0,33 of 77,9 of 36,8 of 9,4 of 7,2 of 2,3 of 4,41 of 86,16 of 47,2 of 2,0 of 0,0 of 0,0 of 0,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/a91fdb21a7ff52e5,"
      June 08, 2024
    ","

      Louisville, Kentucky, USA
    ",Andrea Lee,Montana De La Rosa,"""KGB""",,L,W,Women's Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),George Conley,,0,0,75 of 152,70 of 180,49%,38%,115 of 201,88 of 206,0 of 2,3 of 6,0%,50%,0,1,2,0,2:08,2:09,0,0,27 of 50,14 of 44,54%,31%,52 of 80,17 of 49,0 of 1,1 of 2,0%,50%,0,1,1,0,1:52,0:10,0,0,31 of 68,33 of 81,45%,40%,36 of 73,37 of 86,0 of 1,0 of 1,0%,0%,0,0,0,0,0:00,0:00,0,0,17 of 34,23 of 55,50%,41%,27 of 48,34 of 71,0 of 0,2 of 3,---,66%,0,0,1,0,0:16,1:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 of 109,53 of 156,29 of 31,12 of 17,9 of 12,5 of 7,58 of 129,62 of 161,13 of 16,5 of 16,4 of 7,3 of 3,16 of 38,9 of 37,10 of 10,4 of 6,1 of 2,1 of 1,12 of 31,10 of 36,11 of 12,4 of 8,4 of 7,0 of 0,14 of 49,26 of 72,11 of 12,4 of 5,6 of 7,3 of 4,30 of 65,33 of 77,1 of 3,0 of 4,0 of 0,0 of 0,7 of 22,18 of 47,8 of 9,4 of 6,2 of 3,1 of 2,16 of 33,19 of 48,1 of 1,1 of 4,0 of 0,3 of 3,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ufcstats.com/fight-details/80108a70c4afa6c2,"
      July 13, 2024
    ","

      Denver, Colorado, USA
    ",Joshua Van,Charles Johnson,"""The Fearless""","""InnerG""",L,W,Flyweight Bout,KO/TKO,3,0:20,3 Rnd (5-5-5),Joe Coca,Punch to Head At Distance,0,1,67 of 133,88 of 191,50%,46%,72 of 140,90 of 195,1 of 1,0 of 2,100%,0%,0,0,0,0,0:15,0:34,0,0,22 of 46,44 of 80,47%,55%,27 of 53,46 of 83,1 of 1,0 of 2,100%,0%,0,0,0,0,0:15,0:32,0,0,44 of 83,36 of 100,53%,36%,44 of 83,36 of 101,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,0,1,1 of 4,8 of 11,25%,72%,1 of 4,8 of 11,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44 of 106,44 of 124,17 of 20,25 of 41,6 of 7,19 of 26,60 of 123,84 of 184,7 of 9,3 of 6,0 of 1,1 of 1,13 of 36,18 of 41,8 of 9,13 of 23,1 of 1,13 of 16,16 of 37,41 of 74,6 of 8,3 of 6,0 of 1,0 of 0,30 of 66,19 of 74,9 of 11,11 of 16,5 of 6,6 of 10,43 of 82,36 of 100,1 of 1,0 of 0,0 of 0,0 of 0,1 of 4,7 of 9,0 of 0,1 of 2,0 of 0,0 of 0,1 of 4,7 of 10,0 of 0,0 of 0,0 of 0,1 of 1,,,,,,,,,,,,,,,,,,,,,,,,,,
