fight_link,date,location,method,round,time,time_format,referee,details,name_1,name_2,stage_name_1,stage_name_2,win_loss_1,win_loss_2,kd_1,kd_2,sig_str_1,sig_str_2,total_str_1,total_str_2
http://ufcstats.com/fight-details/e4d946470fd150fe,"April 23, 2022","Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Preston Parsons,Evan Elder,"""Pressure""","""The Phenom""",W,L,0,0,75 of 112,27 of 60,121 of 160,34 of 67
http://ufcstats.com/fight-details/7cf7960c6ccb5fa1,"April 23, 2022","Las Vegas, Nevada, USA",DQ,1,3:52,3 Rnd (5-5-5),Chris Tognoni,Eye Poke by Barry,Dean Barry,Mike Jackson,"""The Sniper""","""The Truth""",L,W,1,0,36 of 90,18 of 37,39 of 93,18 of 37
http://ufcstats.com/fight-details/926977ec3ed0ebe1,"April 23, 2022","Las Vegas, Nevada, USA",KO/TKO,1,2:48,3 Rnd (5-5-5),Keith Peterson,Punches to Head From Back Control,Aoriqileng,Cameron Else,"""The Mongolian Murderer""","""Camchida""",W,L,1,0,37 of 64,6 of 12,49 of 85,7 of 13
http://ufcstats.com/fight-details/6a4ba72b084193b5,"April 23, 2022","Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,,Marcin Prachnio,Philipe Lins,,"""Monstro""",L,W,0,0,74 of 117,64 of 110,116 of 159,96 of 142
http://ufcstats.com/fight-details/e8c57c6259193466,"April 23, 2022","Las Vegas, Nevada, USA",KO/TKO,1,4:55,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground,Tyson Pedro,Ike Villanueva,,"""Hurricane""",W,L,1,0,22 of 29,4 of 22,22 of 29,4 of 22
http://ufcstats.com/fight-details/c3b6aa47e7532a7b,"February 20, 2021","Las Vegas, Nevada, USA",KO/TKO,2,4:32,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Mount,Serghei Spivac,Jared Vanderaa,"""Polar Bear""",,W,L,0,0,51 of 72,13 of 24,107 of 135,27 of 38
http://ufcstats.com/fight-details/bd2e14ee959f9b77,"July 01, 2023","Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,Alexandr Romanov,Blagoy Ivanov,"""King Kong""","""Baga""",W,L,0,0,85 of 154,44 of 108,104 of 180,44 of 108
http://ufcstats.com/fight-details/dffc65202afb881d,"July 01, 2023","Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,,Ivana Petrovic,Luana Carolina,,"""Dread""",L,W,0,0,22 of 62,41 of 87,77 of 122,112 of 167
http://ufcstats.com/fight-details/454265014520a3f8,"July 01, 2023","Las Vegas, Nevada, USA",KO/TKO,3,3:17,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,Guram Kutateladze,Elves Brener,"""Georgian Viking""",,L,W,0,1,85 of 163,65 of 132,99 of 177,93 of 165
http://ufcstats.com/fight-details/16a05f3c4a765f65,"May 04, 2019","Ottawa, Ontario, Canada",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,,Mitch Gagnon,Cole Smith,,"""The Cole Train""",L,W,1,0,15 of 54,38 of 88,23 of 62,56 of 111
http://ufcstats.com/fight-details/86deadaab9905a03,"August 15, 2020","Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,Kai Kamaka,Tony Kelley,"""The Fighting Hawaiian""","""Primetime""",W,L,0,0,114 of 185,114 of 226,138 of 216,185 of 298
http://ufcstats.com/fight-details/1c6d3ef6beb9966e,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",KO/TKO,2,1:20,3 Rnd (5-5-5),Fernando Portella,Flying Knee Head,Elizeu Zaleski dos Santos,Luigi Vendramini,"""Capoeira""","""The Italian Stallion""",W,L,1,0,15 of 32,4 of 17,15 of 32,7 of 21
http://ufcstats.com/fight-details/397ace87deeb8697,"October 06, 2018","Las Vegas, Nevada, USA",KO/TKO,3,4:49,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,Derrick Lewis,Alexander Volkov,"""The Black Beast""","""Drago""",W,L,1,0,39 of 70,121 of 171,40 of 71,133 of 183
http://ufcstats.com/fight-details/37ff18106c6e38fc,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",Submission,1,1:21,3 Rnd (5-5-5),Camila Albuquerque,Guillotine Choke From Mount,Livinha Souza,Alex Chambers,"""The Brazilian Gangsta""","""Astro Girl""",W,L,0,0,10 of 18,4 of 9,10 of 18,4 of 9
http://ufcstats.com/fight-details/c5479f20e4db357d,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel,,Thales Leites,Hector Lombard,,,W,L,0,0,54 of 117,46 of 80,60 of 123,62 of 98
http://ufcstats.com/fight-details/53efc226c8eaf768,"July 25, 2015","Chicago, Illinois, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Jessamyn Duke,Elizabeth Phillips,"""The Gun""",,L,W,0,0,36 of 80,49 of 101,54 of 99,83 of 140
http://ufcstats.com/fight-details/c1bfbf5447f21f37,"July 25, 2015","Chicago, Illinois, USA",KO/TKO,1,0:43,3 Rnd (5-5-5),Otto Torriero,Punches to Head At Distance,Zak Cummings,Dominique Steele,,"""Non-Stop Action-Packed""",W,L,1,0,14 of 30,2 of 2,16 of 33,2 of 2
http://ufcstats.com/fight-details/50d5a170516de2ad,"August 08, 2015","Nashville, Tennessee, USA",Submission,2,2:15,3 Rnd (5-5-5),Josh Ward,Triangle Armbar From Bottom Guard,Marlon Vera,Roman Salazar,"""Chito""","""El Gallito""",W,L,0,0,25 of 48,14 of 29,26 of 49,67 of 85
http://ufcstats.com/fight-details/b0c2442c5a7c509a,"August 08, 2015","Nashville, Tennessee, USA",KO/TKO,1,0:50,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance,Chris Dempsey,Jonathan Wilson,,"""Johnny Bravo""",L,W,0,1,0 of 4,4 of 8,1 of 5,4 of 8
http://ufcstats.com/fight-details/d757f19f3d34934b,"August 08, 2015","Nashville, Tennessee, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,Frankie Saenz,Sirwan Kakai,,"""Zohan""",W,L,0,0,80 of 183,55 of 113,91 of 195,62 of 121
http://ufcstats.com/fight-details/503a9ac5679c9cf7,"August 08, 2015","Nashville, Tennessee, USA",Submission,3,2:40,3 Rnd (5-5-5),David Ferguson,Rear Naked Choke,Anthony Christodoulou,Scott Holtzman,,"""Hot Sauce""",L,W,0,0,31 of 112,71 of 138,44 of 125,96 of 163
http://ufcstats.com/fight-details/92f27d13fc502d33,"August 08, 2015","Nashville, Tennessee, USA",KO/TKO,3,2:58,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head From Mount,Dustin Ortiz,Willie Gates,,,W,L,0,0,92 of 129,13 of 32,171 of 216,24 of 43
http://ufcstats.com/fight-details/00dcad4611fc63fe,"August 08, 2015","Nashville, Tennessee, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Point Deducted: Low Blow by Watson,Chris Camozzi,Tom Watson,,"""Kong""",W,L,0,0,87 of 146,82 of 140,112 of 174,104 of 164
http://ufcstats.com/fight-details/e2535e0753954514,"August 08, 2015","Nashville, Tennessee, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,Ray Borg,Geane Herrera,"""The Tazmexican Devil""","""La Pulga""",W,L,0,0,26 of 53,7 of 13,85 of 115,24 of 33
http://ufcstats.com/fight-details/664e56d8a98e2b49,"August 08, 2015","Nashville, Tennessee, USA",KO/TKO,1,2:32,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,Uriah Hall,Oluwale Bamgbose,"""Prime Time""","""Holy War Angel""",W,L,0,0,11 of 18,7 of 12,20 of 27,23 of 29
http://ufcstats.com/fight-details/bd6d144f5c0b6cab,"August 08, 2015","Nashville, Tennessee, USA",Submission,1,2:53,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke,Sara McMann,Amanda Nunes,,"""The Lioness""",L,W,0,1,2 of 16,27 of 39,4 of 18,36 of 53
http://ufcstats.com/fight-details/9900550cc697eef2,"August 08, 2015","Nashville, Tennessee, USA",KO/TKO,1,2:19,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head In Clinch,Derek Brunson,Sam Alvey,"""The One""","""Smile'N""",W,L,0,0,27 of 45,4 of 11,53 of 71,6 of 13
http://ufcstats.com/fight-details/9d72aaaf34e5b512,"August 08, 2015","Nashville, Tennessee, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Jared Rosholt,Timothy Johnson,,,W,L,0,0,19 of 34,26 of 57,53 of 70,86 of 126
http://ufcstats.com/fight-details/2ef16a5ff3710c92,"August 08, 2015","Nashville, Tennessee, USA",Submission,3,3:10,5 Rnd (5-5-5-5-5),John McCarthy,"Rear Naked Choke
      Technical Submission",Glover Teixeira,Ovince Saint Preux,,,W,L,0,0,53 of 79,30 of 54,128 of 162,36 of 61
http://ufcstats.com/fight-details/23fd9d50a99665fe,"July 25, 2015","Chicago, Illinois, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,Eddie Wineland,Bryan Caraway,,"""Kid Lightning""",L,W,0,0,52 of 180,61 of 190,58 of 186,72 of 206
http://ufcstats.com/fight-details/d4e98b827e3d6918,"August 08, 2015","Nashville, Tennessee, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,Michael Johnson,Beneil Dariush,"""The Menace""",,L,W,0,0,84 of 222,75 of 201,85 of 223,75 of 201
http://ufcstats.com/fight-details/6275b448b6c35f1f,"July 25, 2015","Chicago, Illinois, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,Jim Miller,Danny Castillo,"""A-10""","""Last Call""",W,L,0,0,45 of 110,35 of 103,61 of 127,51 of 120
http://ufcstats.com/fight-details/23a75c0338d25abc,"July 25, 2015","Chicago, Illinois, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,Ramsey Nijem,Andrew Holbrook,,,L,W,0,0,29 of 63,20 of 39,76 of 120,73 of 99
http://ufcstats.com/fight-details/cd55220a7b1378c4,"July 25, 2015","Chicago, Illinois, USA",KO/TKO,2,0:27,3 Rnd (5-5-5),Robert Madrigal,Punch to Head At Distance,Gian Villante,Tom Lawlor,,"""Filthy""",L,W,0,1,31 of 64,22 of 52,31 of 64,25 of 55
http://ufcstats.com/fight-details/c97e99ca5422f03b,"July 25, 2015","Chicago, Illinois, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Robert Madrigal,,Edson Barboza,Paul Felder,"""Junior""","""The Irish Dragon""",W,L,0,0,64 of 135,47 of 150,64 of 135,50 of 153
http://ufcstats.com/fight-details/da7d7b4f20cd2af5,"July 25, 2015","Chicago, Illinois, USA",Submission,1,1:27,3 Rnd (5-5-5),Robert Madrigal,Rear Naked Choke,Daron Cruickshank,James Krause,"""Detroit Superstar""","""The""",L,W,0,0,6 of 19,10 of 15,6 of 19,10 of 15
http://ufcstats.com/fight-details/e8f499827178a321,"July 25, 2015","Chicago, Illinois, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Otto Torriero,,Kenny Robertson,Ben Saunders,,"""Killa B""",L,W,1,0,91 of 186,98 of 204,98 of 195,172 of 284
http://ufcstats.com/fight-details/9cbdbbc414d6dd83,"July 18, 2015","Glasgow, Scotland, United Kingdom",KO/TKO,1,1:29,3 Rnd (5-5-5),Neil Hall,Punches to Head At Distance,Marcus Brimage,Jimmie Rivera,"""The Bama Beast""","""El Terror""",L,W,0,1,9 of 17,15 of 27,9 of 17,15 of 27
http://ufcstats.com/fight-details/bb56f4e502512ad0,"July 25, 2015","Chicago, Illinois, USA",KO/TKO,1,2:37,3 Rnd (5-5-5),Herb Dean,Punches to Head From Back Control,Joe Lauzon,Takanori Gomi,,"""The Fireball Kid""",W,L,0,0,15 of 26,7 of 24,25 of 39,7 of 24
http://ufcstats.com/fight-details/2e12db181792090f,"July 18, 2015","Glasgow, Scotland, United Kingdom",KO/TKO,1,0:48,3 Rnd (5-5-5),Grant Waterman,Punch to Head At Distance,Daniel Omielanczuk,Chris de la Rocha,,,W,L,1,0,15 of 20,1 of 12,15 of 20,1 of 12
http://ufcstats.com/fight-details/f963d716384153ff,"July 25, 2015","Chicago, Illinois, USA",KO/TKO,4,0:35,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head At Distance,TJ Dillashaw,Renan Barao,,"""The Baron""",W,L,0,0,117 of 212,62 of 181,170 of 273,65 of 185
http://ufcstats.com/fight-details/05065fa2bc3693b4,"July 25, 2015","Chicago, Illinois, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,Miesha Tate,Jessica Eye,"""Cupcake""","""Evil""",W,L,1,0,58 of 122,56 of 143,84 of 148,81 of 168
http://ufcstats.com/fight-details/3bb7210200d90d90,"July 18, 2015","Glasgow, Scotland, United Kingdom",KO/TKO,1,3:04,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance,Robert Whiteford,Paul Redmond,"""The Hammer""","""Redser""",W,L,1,0,20 of 37,11 of 31,22 of 39,11 of 31
http://ufcstats.com/fight-details/976d2cc3d08ca814,"July 18, 2015","Glasgow, Scotland, United Kingdom",KO/TKO,1,2:30,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance,Stevie Ray,Leonardo Mafra,"""Braveheart""","""Macarrao""",W,L,1,0,19 of 41,23 of 40,19 of 41,24 of 41
http://ufcstats.com/fight-details/7e9cb0c322773157,"July 18, 2015","Glasgow, Scotland, United Kingdom",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,Mickael Lebout,Teemu Packalen,"""Ragnar""","""Pacu""",W,L,0,0,43 of 85,35 of 61,68 of 112,41 of 70
http://ufcstats.com/fight-details/486fbba33876da4b,"July 18, 2015","Glasgow, Scotland, United Kingdom",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Hall,,Paddy Holohan,Vaughan Lee,"""The Hooligan""",,W,L,0,0,28 of 75,27 of 51,60 of 108,52 of 79
http://ufcstats.com/fight-details/b0cb6a1da8e0da81,"July 18, 2015","Glasgow, Scotland, United Kingdom",KO/TKO,1,0:56,3 Rnd (5-5-5),Grant Waterman,Punch to Head At Distance,Ilir Latifi,Hans Stringer,"""The Sledgehammer""",,W,L,1,0,7 of 9,2 of 5,7 of 9,2 of 5
http://ufcstats.com/fight-details/c7780ac294530c0d,"July 18, 2015","Glasgow, Scotland, United Kingdom",Submission,1,3:05,3 Rnd (5-5-5),Neil Hall,Triangle Choke On Ground,Joe Duffy,Ivan Jorge,"""Irish""","""Batman""",W,L,0,0,8 of 29,7 of 15,10 of 31,13 of 23
http://ufcstats.com/fight-details/979538ff8ae1ccd5,"July 18, 2015","Glasgow, Scotland, United Kingdom",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,Leon Edwards,Pawel Pawlak,"""Rocky""",,W,L,1,0,36 of 71,24 of 78,73 of 110,65 of 120
http://ufcstats.com/fight-details/959de17703476f44,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",KO/TKO,2,2:38,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Side Control,Vitor Miranda,Clint Hester,"""Lex Luthor""","""Headbussa""",W,L,0,0,57 of 75,15 of 34,95 of 114,20 of 39
http://ufcstats.com/fight-details/d45474993a750878,"July 18, 2015","Glasgow, Scotland, United Kingdom",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Grant Waterman,,Joanne Wood,Cortney Casey,"""JoJo""","""Cast Iron""",W,L,1,0,90 of 140,57 of 92,227 of 303,106 of 147
http://ufcstats.com/fight-details/7c9830ee4835f757,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Osiris Maia,,Iuri Alcantara,Leandro Issa,"""Marajo""","""Brodinho""",W,L,0,0,53 of 101,26 of 55,65 of 114,37 of 70
http://ufcstats.com/fight-details/0b8fdeeb626b4396,"July 18, 2015","Glasgow, Scotland, United Kingdom",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,,Ross Pearson,Evan Dunham,"""The Real Deal""",,L,W,0,0,16 of 28,26 of 48,47 of 67,88 of 119
http://ufcstats.com/fight-details/2e47823d38a5649b,"July 18, 2015","Glasgow, Scotland, United Kingdom",Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Leon Roberts,,Michael Bisping,Thales Leites,"""The Count""",,W,L,0,0,115 of 277,79 of 194,117 of 281,80 of 197
http://ufcstats.com/fight-details/2116affb9c8f193b,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",KO/TKO,3,0:45,3 Rnd (5-5-5),Mario Yamasaki,Elbows to Head From Guard,Rafael Cavalcante,Patrick Cummins,"""Feijao""","""Durkin""",L,W,0,0,23 of 45,49 of 92,24 of 47,102 of 162
http://ufcstats.com/fight-details/f7ffa11d592f4092,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Osiris Maia,,Hugo Viana,Guido Cannetti,"""Wolverine""","""Ninja""",L,W,0,0,13 of 38,32 of 51,42 of 68,47 of 67
http://ufcstats.com/fight-details/17daeb7e36e60cdf,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",Submission,2,2:52,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Demian Maia,Neil Magny,,"""The Haitian Sensation""",W,L,0,0,13 of 17,0 of 4,56 of 68,11 of 16
http://ufcstats.com/fight-details/72330020a732c635,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",Submission,2,4:11,3 Rnd (5-5-5),John McCarthy,Guillotine Choke After Drop to Guard,Warlley Alves,Nordine Taleb,,,W,L,0,0,17 of 38,17 of 34,23 of 46,30 of 47
http://ufcstats.com/fight-details/8baa6b8850262595,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",KO/TKO,2,0:41,3 Rnd (5-5-5),John McCarthy,Punches to Head At Distance,Antonio Silva,Soa Palelei,"""Bigfoot""","""The Hulk""",W,L,1,0,16 of 28,19 of 35,29 of 43,46 of 65
http://ufcstats.com/fight-details/b0367c907cc549c0,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Stefan Struve,Antonio Rodrigo Nogueira,"""Skyscraper""","""Minotauro""",W,L,0,0,93 of 156,59 of 113,94 of 157,84 of 138
http://ufcstats.com/fight-details/0bf405dabb25251a,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,Claudia Gadelha,Jessica Aguilar,"""Claudinha""","""Jag""",W,L,0,0,111 of 248,70 of 189,121 of 263,88 of 210
http://ufcstats.com/fight-details/aa62b8f58fc09790,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,Mauricio Rua,Rogerio Nogueira,"""Shogun""","""Minotouro""",W,L,0,0,53 of 98,63 of 166,82 of 130,73 of 177
http://ufcstats.com/fight-details/0c618cd41b88c558,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",Submission,1,4:55,3 Rnd (5-5-5),Camila Albuquerque,Armbar From Bottom Guard,Mayra Bueno Silva,Gillian Robertson,"""Sheetara""","""The Savage""",W,L,0,0,11 of 32,11 of 18,12 of 33,17 of 27
http://ufcstats.com/fight-details/431e7931d8be8b5d,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",Submission,3,4:46,3 Rnd + OT (5-5-5-5),Herb Dean,Rear Naked Choke,Glaico Franca Moreira,Fernando Bruno,"""Nego""","""Acougueiro""",W,L,0,0,23 of 31,20 of 32,47 of 57,41 of 53
http://ufcstats.com/fight-details/480aca1906276700,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",Decision - Unanimous,3,5:00,3 Rnd + OT (5-5-5-5),Osiris Maia,,Reginaldo Vieira,Dileno Lopes,,,W,L,0,0,59 of 105,46 of 109,127 of 179,73 of 146
http://ufcstats.com/fight-details/60c62fb7bd17a8b3,"August 01, 2015","Rio de Janeiro, Rio de Janeiro, Brazil",KO/TKO,1,0:34,5 Rnd (5-5-5-5-5),John McCarthy,Punch to Head At Distance,Ronda Rousey,Bethe Correia,"""Rowdy""","""Pitbull""",W,L,1,0,19 of 32,9 of 14,19 of 32,9 of 14
http://ufcstats.com/fight-details/d7c7b312279104d2,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",KO/TKO,3,4:03,3 Rnd (5-5-5),Marc Goddard,Punches to Head From Side Control,Augusto Sakai,Chase Sherman,,"""The Vanilla Gorilla""",W,L,0,0,111 of 218,79 of 178,125 of 233,84 of 183
http://ufcstats.com/fight-details/b509c337d181c567,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",Submission,2,4:42,3 Rnd (5-5-5),Jerin Valel,Arm Triangle From Mount,Sergio Moraes,Ben Saunders,"""The Panther""","""Killa B""",W,L,0,0,2 of 3,1 of 2,17 of 20,55 of 56
http://ufcstats.com/fight-details/3d9398386c84109b,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",KO/TKO,2,4:10,3 Rnd (5-5-5),Marc Goddard,Knee to Body In Clinch,Francisco Trinaldo,Evan Dunham,"""Massaranduba""",,W,L,1,0,28 of 69,25 of 85,28 of 69,28 of 88
http://ufcstats.com/fight-details/ba766bd03090dab9,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",Submission,2,3:22,3 Rnd (5-5-5),Jerin Valel,Rear Naked Choke,Charles Oliveira,Christos Giagos,"""Do Bronxs""","""The Spartan""",W,L,0,0,28 of 60,18 of 80,28 of 60,20 of 82
http://ufcstats.com/fight-details/1669773acd404217,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",KO/TKO,2,1:00,3 Rnd (5-5-5),Marc Goddard,Punch to Head In Clinch,Sam Alvey,Rogerio Nogueira,"""Smile'N""","""Minotouro""",L,W,0,1,34 of 82,26 of 52,34 of 82,26 of 53
http://ufcstats.com/fight-details/f4187c30c311eb93,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",Decision - Split,3,5:00,3 Rnd (5-5-5),Fernando Portella,,Renan Barao,Andre Ewell,"""The Baron""","""Mr. Highlight""",L,W,0,1,44 of 101,53 of 123,67 of 124,57 of 128
http://ufcstats.com/fight-details/30eaf1650bc359b3,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Fernando Portella,,Luis Henrique,Ryan Spann,"""KLB""","""Superman""",L,W,0,0,30 of 59,46 of 97,48 of 78,50 of 101
http://ufcstats.com/fight-details/a409a5381f082e8f,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",KO/TKO,1,0:39,3 Rnd (5-5-5),Jerin Valel,Punch to Head In Clinch,Alex Oliveira,Carlo Pedersoli Jr.,"""Cowboy""","""Semento""",W,L,0,0,7 of 10,2 of 4,10 of 13,2 of 4
http://ufcstats.com/fight-details/fcc1191761e365f9,"June 24, 2023","Jacksonville, Florida, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Andrew Glenn,,Jamall Emmers,Jack Jenkins,"""Pretty Boy""","""Phar""",L,W,0,0,57 of 155,59 of 119,76 of 185,85 of 154
http://ufcstats.com/fight-details/7b909acede0a26eb,"June 24, 2023","Jacksonville, Florida, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Cody Brundage,Sedriques Dumas,,"""The Reaper""",L,W,0,0,3 of 10,17 of 22,31 of 43,77 of 96
http://ufcstats.com/fight-details/f18d44292036d5de,"June 24, 2023","Jacksonville, Florida, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Larry Folsom,,Trevor Peek,Chepe Mariscal,,"""Machine Gun""",L,W,0,0,51 of 125,71 of 117,65 of 140,145 of 203
http://ufcstats.com/fight-details/c22de92b9d9030dc,"June 24, 2023","Jacksonville, Florida, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,,Tabatha Ricci,Gillian Robertson,"""Baby Shark""","""The Savage""",W,L,0,0,100 of 315,76 of 219,101 of 318,78 of 225
http://ufcstats.com/fight-details/7cdda45e7d52bf40,"September 22, 2018","Sao Paulo, Sao Paulo, Brazil",KO/TKO,3,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,to,Thiago Santos,Eryk Anders,"""Marreta""","""Ya Boi""",W,L,0,0,100 of 152,32 of 67,115 of 167,34 of 69
http://ufcstats.com/fight-details/42922bab8a3e1828,"June 24, 2023","Jacksonville, Florida, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Andrew Glenn,,Randy Brown,Wellington Turman,"""Rudeboy""","""The Prodigy""",W,L,0,0,64 of 134,55 of 105,78 of 156,96 of 153
http://ufcstats.com/fight-details/c2cdeb207cce5ceb,"June 24, 2023","Jacksonville, Florida, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Andrew Glenn,,Zhalgas Zhumagulov,Joshua Van,,"""The Fearless""",L,W,0,0,103 of 287,120 of 234,104 of 291,131 of 245
http://ufcstats.com/fight-details/ced01368259428f5,"June 24, 2023","Jacksonville, Florida, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Neil Magny,Phil Rowe,"""The Haitian Sensation""","""The Fresh Prince""",W,L,0,0,29 of 65,34 of 64,109 of 159,51 of 86
http://ufcstats.com/fight-details/582806c33ce6dcf6,"June 24, 2023","Jacksonville, Florida, USA",KO/TKO,2,4:13,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,David Onama,Gabriel Santos,,"""Mosquitinho""",W,L,1,0,53 of 104,39 of 73,59 of 118,56 of 90
http://ufcstats.com/fight-details/8b296724a6844865,"June 24, 2023","Jacksonville, Florida, USA",KO/TKO,2,2:36,3 Rnd (5-5-5),Larry Folsom,Punch to Head At Distance,Mateusz Rebecki,Loik Radzhabov,,"""The Tajik Tank""",W,L,2,0,54 of 95,19 of 54,64 of 110,19 of 54
http://ufcstats.com/fight-details/9124740fe7816d70,"June 24, 2023","Jacksonville, Florida, USA",Submission,1,4:39,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke,Brendan Allen,Bruno Silva,"""All In""","""Blindado""",W,L,1,0,30 of 56,20 of 38,40 of 69,24 of 42
http://ufcstats.com/fight-details/07cb64236ae7aaea,"June 24, 2023","Jacksonville, Florida, USA",KO/TKO,2,3:42,3 Rnd (5-5-5),Keith Peterson,Elbows to Head From Half Guard,Amanda Ribas,Maycee Barber,,"""The Future""",L,W,0,0,35 of 74,81 of 124,43 of 85,93 of 139
http://ufcstats.com/fight-details/c3b733bf084c2cd0,"July 15, 2015","San Diego, California, USA",KO/TKO,2,3:37,3 Rnd (5-5-5),Jason Herzog,Punch to Head In Clinch,Andrew Craig,Lyman Good,"""Highlight""","""Cyborg""",L,W,0,1,20 of 97,55 of 106,24 of 101,64 of 115
http://ufcstats.com/fight-details/3100a4e29da974ad,"July 15, 2015","San Diego, California, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,,Rani Yahya,Masanori Kanehara,,,W,L,0,0,24 of 68,24 of 44,26 of 70,136 of 157
