fight_link,date,location,method,round,time,time_format,referee,details,name_1,name_2,stage_name_1,stage_name_2,win_loss_1,win_loss_2,kd_1,kd_2,sig_str_1,sig_str_2,total_str_1,total_str_2,sig_str_landed_1,sig_str_attempted_1,total_str_landed_1,total_str_attempted_1,sig_str_landed_2,sig_str_attempted_2,total_str_landed_2,total_str_attempted_2,sig_str_accuracy_1,total_str_accuracy_1,sig_str_accuracy_2,total_str_accuracy_2,winner,fight_time_seconds,total_fight_time_seconds
http://ufcstats.com/fight-details/1287c631cb74f1d9,2009-09-16,"Oklahoma City, Oklahoma, USA",Submission,2,2:13,3 Rnd (5-5-5),Herb Dean,Guillotine Choke From Bottom Half Guard,Nate Diaz,Melvin Guillard,,"""The Young Assassin""",W,L,0,1,21 of 73,11 of 42,27 of 79,12 of 43,21,73,27,79,11,42,12,43,0.2876712328767123,0.34177215189873417,0.2619047619047619,0.27906976744186046,Nate Diaz,133,433
http://ufcstats.com/fight-details/faec13fd40b6d797,2009-08-08,"Philadelphia, Pennsylvania, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,,Alessio Sakara,Thales Leites,"""Legionarius""",,W,L,0,0,24 of 83,22 of 102,25 of 84,35 of 120,24,83,25,84,22,102,35,120,0.2891566265060241,0.2976190476190476,0.21568627450980393,0.2916666666666667,Alessio Sakara,300,900
http://ufcstats.com/fight-details/ef6a0ee848382391,2009-08-08,"Philadelphia, Pennsylvania, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,John Howard,Tamdan McCrory,"""Doomsday""","""The Barncat""",W,L,0,0,19 of 37,11 of 46,58 of 78,44 of 83,19,37,58,78,11,46,44,83,0.5135135135135135,0.7435897435897436,0.2391304347826087,0.5301204819277109,John Howard,300,900
http://ufcstats.com/fight-details/b71f07f052d0a48b,2009-08-08,"Philadelphia, Pennsylvania, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Kurt Pellegrino,Josh Neer,"""Batman""","""The Dentist""",W,L,0,0,21 of 48,24 of 48,105 of 148,65 of 91,21,48,105,148,24,48,65,91,0.4375,0.7094594594594594,0.5,0.7142857142857143,Kurt Pellegrino,300,900
http://ufcstats.com/fight-details/5a8c92dfbb16d26f,2009-08-08,"Philadelphia, Pennsylvania, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,,Matthew Riddle,Dan Cramer,"""Deep Waters""",,W,L,0,0,47 of 67,5 of 28,182 of 222,10 of 33,47,67,182,222,5,28,10,33,0.7014925373134329,0.8198198198198198,0.17857142857142858,0.30303030303030304,Matthew Riddle,300,900
http://ufcstats.com/fight-details/a9dc59e90779c1e3,2009-08-08,"Philadelphia, Pennsylvania, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,Ricardo Almeida,Kendall Grove,"""Big Dog""","""Da Spyder""",W,L,0,0,38 of 62,25 of 62,70 of 102,85 of 127,38,62,70,102,25,62,85,127,0.6129032258064516,0.6862745098039216,0.4032258064516129,0.6692913385826772,Ricardo Almeida,300,900
http://ufcstats.com/fight-details/8ead66bc1678519b,2009-08-08,"Philadelphia, Pennsylvania, USA",Submission,2,1:59,3 Rnd (5-5-5),Marc Goddard,Kimura From Side Control,George Sotiropoulos,George Roop,,,W,L,0,0,14 of 33,5 of 46,30 of 53,22 of 64,14,33,30,53,5,46,22,64,0.42424242424242425,0.5660377358490566,0.10869565217391304,0.34375,George Sotiropoulos,119,419
http://ufcstats.com/fight-details/6a61d45818534b19,2009-08-08,"Philadelphia, Pennsylvania, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,,Aaron Riley,Shane Nelson,,"""Sugar""",W,L,0,0,50 of 122,28 of 74,154 of 236,80 of 128,50,122,154,236,28,74,80,128,0.4098360655737705,0.652542372881356,0.3783783783783784,0.625,Aaron Riley,300,900
http://ufcstats.com/fight-details/28037f9be7e0781a,2009-08-08,"Philadelphia, Pennsylvania, USA",KO/TKO,1,0:29,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground,Johny Hendricks,Amir Sadollah,"""Bigg Rigg""",,W,L,1,0,7 of 15,2 of 9,7 of 15,2 of 9,7,15,7,15,2,9,2,9,0.4666666666666667,0.4666666666666667,0.2222222222222222,0.2222222222222222,Johny Hendricks,29,29
http://ufcstats.com/fight-details/b0958ed411ae9675,2009-08-29,"Portland, Oregon, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Shawn Gregory,,Evan Dunham,Marcus Aurelio,,"""Maximus""",W,L,1,0,58 of 161,27 of 102,70 of 175,57 of 133,58,161,70,175,27,102,57,133,0.36024844720496896,0.4,0.2647058823529412,0.42857142857142855,Evan Dunham,300,900
http://ufcstats.com/fight-details/73a4a092c1850b57,2009-08-08,"Philadelphia, Pennsylvania, USA",Submission,4,3:54,5 Rnd (5-5-5-5-5),Dan Miragliotta,Rear Naked Choke,BJ Penn,Kenny Florian,"""The Prodigy""","""KenFlo""",W,L,0,0,57 of 94,19 of 58,151 of 189,90 of 131,57,94,151,189,19,58,90,131,0.6063829787234043,0.798941798941799,0.3275862068965517,0.6870229007633588,BJ Penn,234,1134
http://ufcstats.com/fight-details/de495aa2ec1f1e91,2009-08-08,"Philadelphia, Pennsylvania, USA",KO/TKO,1,3:23,3 Rnd (5-5-5),Kevin Mulhall,Punch to Head At Distance,Anderson Silva,Forrest Griffin,"""The Spider""",,W,L,3,0,13 of 25,3 of 42,13 of 25,4 of 43,13,25,13,25,3,42,4,43,0.52,0.52,0.07142857142857142,0.09302325581395349,Anderson Silva,203,203
http://ufcstats.com/fight-details/fa0d393a452c0809,2009-08-29,"Portland, Oregon, USA",KO/TKO,1,0:07,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,Todd Duffee,Tim Hague,,"""The Trashing Machine""",W,L,1,0,4 of 5,0 of 1,5 of 6,0 of 1,4,5,5,6,0,1,0,1,0.8,0.8333333333333334,0.0,0.0,Todd Duffee,7,7
http://ufcstats.com/fight-details/fd292c2a587bb2f5,2009-08-29,"Portland, Oregon, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,Mark Munoz,Nick Catone,"""The Filipino Wrecking Machine""","""The Jersey Devil""",W,L,0,0,53 of 102,38 of 82,75 of 127,55 of 99,53,102,75,127,38,82,55,99,0.5196078431372549,0.5905511811023622,0.4634146341463415,0.5555555555555556,Mark Munoz,300,900
http://ufcstats.com/fight-details/4d3297af1b7889ba,2009-08-29,"Portland, Oregon, USA",KO/TKO,1,2:27,3 Rnd (5-5-5),Dave Hagen,Punches to Head On Ground,Gabriel Gonzaga,Chris Tuchscherer,"""Napao""","""The Crowbar""",W,L,1,0,22 of 27,0 of 1,34 of 41,0 of 1,22,27,34,41,0,1,0,1,0.8148148148148148,0.8292682926829268,0.0,0.0,Gabriel Gonzaga,147,147
http://ufcstats.com/fight-details/2711e57bbef4d928,2009-08-29,"Portland, Oregon, USA",KO/TKO,2,0:17,3 Rnd (5-5-5),Yves Lavigne,"to    
      Knee Injury",Aaron Simpson,Ed Herman,"""A-Train""","""Short Fuse""",W,L,1,0,25 of 50,7 of 32,39 of 66,14 of 39,25,50,39,66,7,32,14,39,0.5,0.5909090909090909,0.21875,0.358974358974359,Aaron Simpson,17,317
http://ufcstats.com/fight-details/39f07708af6ecfc7,2009-08-29,"Portland, Oregon, USA",KO/TKO,1,1:35,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Thiago Silva,Keith Jardine,,"""The Dean of Mean""",W,L,1,0,5 of 8,3 of 17,6 of 9,4 of 18,5,8,6,9,3,17,4,18,0.625,0.6666666666666666,0.17647058823529413,0.2222222222222222,Thiago Silva,95,95
http://ufcstats.com/fight-details/6d32a829217cf2fa,2009-08-29,"Portland, Oregon, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Brandon Vera,Krzysztof Soszynski,"""The Truth""","""The Polish Experiment""",W,L,0,0,62 of 134,41 of 127,73 of 146,55 of 143,62,134,73,146,41,127,55,143,0.4626865671641791,0.5,0.3228346456692913,0.38461538461538464,Brandon Vera,300,900
http://ufcstats.com/fight-details/e3c9c95b67580b9b,2009-08-29,"Portland, Oregon, USA",Submission,3,1:30,3 Rnd (5-5-5),Yves Lavigne,"Arm Triangle From Side Control
      Technical Submission",Jake Rosholt,Chris Leben,,"""The Crippler""",W,L,0,0,21 of 42,14 of 43,38 of 60,77 of 112,21,42,38,60,14,43,77,112,0.5,0.6333333333333333,0.32558139534883723,0.6875,Jake Rosholt,90,690
http://ufcstats.com/fight-details/3445246f8e3eba24,2009-08-29,"Portland, Oregon, USA",KO/TKO,1,0:21,3 Rnd (5-5-5),Dave Hagen,Punch to Head At Distance,Nate Marquardt,Demian Maia,"""The Great""",,W,L,1,0,1 of 1,0 of 2,1 of 1,0 of 2,1,1,1,1,0,2,0,2,1.0,1.0,0.0,0.0,Nate Marquardt,21,21
http://ufcstats.com/fight-details/6ae10aa4c6dc986d,2009-08-29,"Portland, Oregon, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Mike Russow,Justin McCully,,"""The Insane One""",W,L,0,0,21 of 36,11 of 58,87 of 111,35 of 83,21,36,87,111,11,58,35,83,0.5833333333333334,0.7837837837837838,0.1896551724137931,0.42168674698795183,Mike Russow,300,900
http://ufcstats.com/fight-details/2a23f787fff1d837,2009-08-29,"Portland, Oregon, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,Antonio Rodrigo Nogueira,Randy Couture,"""Minotauro""","""The Natural""",W,L,2,0,27 of 96,42 of 103,133 of 215,65 of 126,27,96,133,215,42,103,65,126,0.28125,0.6186046511627907,0.4077669902912621,0.5158730158730159,Antonio Rodrigo Nogueira,300,900
http://ufcstats.com/fight-details/baf123a5b5fc674c,2011-10-29,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,,Ramsey Nijem,Danny Downes,,,W,L,0,0,59 of 77,6 of 27,163 of 190,22 of 43,59,77,163,190,6,27,22,43,0.7662337662337663,0.8578947368421053,0.2222222222222222,0.5116279069767442,Ramsey Nijem,300,900
http://ufcstats.com/fight-details/f19a56ecc6c150e3,2011-10-29,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Chris Camozzi,Francis Carmont,,"""Limitless""",L,W,0,1,22 of 47,51 of 74,56 of 85,82 of 107,22,47,56,85,51,74,82,107,0.46808510638297873,0.6588235294117647,0.6891891891891891,0.7663551401869159,Francis Carmont,300,900
http://ufcstats.com/fight-details/b16534d6bb279b2a,2011-10-08,"Houston, Texas, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,,Aaron Simpson,Eric Schafer,"""A-Train""","""Red""",W,L,2,0,58 of 140,14 of 102,63 of 145,17 of 107,58,140,63,145,14,102,17,107,0.4142857142857143,0.43448275862068964,0.13725490196078433,0.1588785046728972,Aaron Simpson,300,900
http://ufcstats.com/fight-details/1a28928b8d7b4c11,2011-10-29,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,,Dustin Jacoby,Clifford Starks,"""The Hanyak""",,L,W,0,0,18 of 72,26 of 82,35 of 89,81 of 147,18,72,35,89,26,82,81,147,0.25,0.39325842696629215,0.3170731707317073,0.5510204081632653,Clifford Starks,300,900
http://ufcstats.com/fight-details/24d92c89c893db42,2011-10-08,"Houston, Texas, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,Anthony Pettis,Jeremy Stephens,"""Showtime""","""Lil' Heathen""",W,L,0,0,21 of 47,17 of 47,89 of 117,65 of 96,21,47,89,117,17,47,65,96,0.44680851063829785,0.7606837606837606,0.3617021276595745,0.6770833333333334,Anthony Pettis,300,900
http://ufcstats.com/fight-details/a730a20ab0c61499,2011-10-08,"Houston, Texas, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Zhang Tiequan,Darren Elkins,"""The Wolf""","""The Damage""",L,W,0,0,2 of 18,27 of 49,2 of 18,175 of 218,2,18,2,18,27,49,175,218,0.1111111111111111,0.1111111111111111,0.5510204081632653,0.8027522935779816,Darren Elkins,300,900
http://ufcstats.com/fight-details/9274af24eb96e4b1,2011-10-08,"Houston, Texas, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,,Joey Beltran,Stipe Miocic,"""The Mexicutioner""",,L,W,0,0,52 of 152,68 of 142,80 of 182,103 of 180,52,152,80,182,68,142,103,180,0.34210526315789475,0.43956043956043955,0.4788732394366197,0.5722222222222222,Stipe Miocic,300,900
http://ufcstats.com/fight-details/14b450e4ff3c5b97,2011-10-08,"Houston, Texas, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,Steve Cantwell,Mike Massenzio,"""The Robot""","""The Master of Disaster""",L,W,0,0,56 of 164,78 of 164,76 of 184,80 of 167,56,164,76,184,78,164,80,167,0.34146341463414637,0.41304347826086957,0.47560975609756095,0.47904191616766467,Mike Massenzio,300,900
http://ufcstats.com/fight-details/70995170c27c4143,2011-12-10,"Toronto, Ontario, Canada",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Mark Bocek,Nik Lentz,,"""The Carny""",W,L,0,0,46 of 85,10 of 31,102 of 143,123 of 145,46,85,102,143,10,31,123,145,0.5411764705882353,0.7132867132867133,0.3225806451612903,0.8482758620689655,Mark Bocek,300,900
http://ufcstats.com/fight-details/fef109b9f26585b3,2011-12-10,"Toronto, Ontario, Canada",Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,Walel Watson,Yves Jabouin,"""The Gazelle""","""Tiger""",L,W,0,0,47 of 163,33 of 90,60 of 178,33 of 90,47,163,60,178,33,90,33,90,0.2883435582822086,0.33707865168539325,0.36666666666666664,0.36666666666666664,Yves Jabouin,300,900
http://ufcstats.com/fight-details/fd0c847858bd346f,2011-12-10,"Toronto, Ontario, Canada",Submission,1,2:58,3 Rnd (5-5-5),Josh Rosenthal,Rear Naked Choke,John Makdessi,Dennis Hallman,"""The Bull""","""Superman""",L,W,0,0,0 of 0,20 of 32,0 of 0,40 of 54,0,0,0,0,20,32,40,54,0.0,0.0,0.625,0.7407407407407407,Dennis Hallman,178,178
http://ufcstats.com/fight-details/d6d812269487071e,2011-12-10,"Toronto, Ontario, Canada",KO/TKO,2,1:10,3 Rnd (5-5-5),Josh Rosenthal,Elbows to Head In Clinch,Rich Attonito,Jake Hecht,"""The Raging Bull""","""Hitman""",L,W,0,0,17 of 27,33 of 47,42 of 56,44 of 59,17,27,42,56,33,47,44,59,0.6296296296296297,0.75,0.7021276595744681,0.7457627118644068,Jake Hecht,70,370
http://ufcstats.com/fight-details/7a37fd92b26d15c8,2012-01-28,"Chicago, Illinois, USA",Submission,3,1:08,3 Rnd (5-5-5),Robert Madrigal,Guillotine Choke Standing,Chris Camozzi,Dustin Jacoby,,"""The Hanyak""",W,L,0,0,44 of 128,30 of 126,44 of 128,31 of 127,44,128,44,128,30,126,31,127,0.34375,0.34375,0.23809523809523808,0.2440944881889764,Chris Camozzi,68,668
http://ufcstats.com/fight-details/fd230ba169b3f2b6,2012-01-28,"Chicago, Illinois, USA",KO/TKO,1,4:24,3 Rnd (5-5-5),Robert Madrigal,Punches to Head At Distance,Joey Beltran,Lavar Johnson,"""The Mexicutioner""","""Big""",L,W,0,1,22 of 71,65 of 92,36 of 85,66 of 93,22,71,36,85,65,92,66,93,0.30985915492957744,0.4235294117647059,0.7065217391304348,0.7096774193548387,Lavar Johnson,264,264
http://ufcstats.com/fight-details/e094423979fc7c6a,2011-12-10,"Toronto, Ontario, Canada",KO/TKO,2,4:36,3 Rnd (5-5-5),John McCarthy,Punches to Head From Back Control,Mitch Clarke,John Cholish,"""Danger Zone""",,L,W,0,0,17 of 131,55 of 80,25 of 139,69 of 95,17,131,25,139,55,80,69,95,0.1297709923664122,0.17985611510791366,0.6875,0.7263157894736842,John Cholish,276,576
http://ufcstats.com/fight-details/84e800acc2aacd8e,2012-02-25,"Saitama, Japan",KO/TKO,2,0:32,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Zhang Tiequan,Issei Tamura,"""The Wolf""",,L,W,0,2,6 of 19,15 of 24,6 of 19,77 of 90,6,19,6,19,15,24,77,90,0.3157894736842105,0.3157894736842105,0.625,0.8555555555555555,Issei Tamura,32,332
http://ufcstats.com/fight-details/6ba485fc7b8f38ee,2012-03-02,"Sydney, New South Wales, Australia",KO/TKO,2,3:53,3 Rnd (5-5-5),Unknown,Punches to Head At Distance,Oli Thompson,Shawn Jordan,,"""The Savage""",L,W,0,0,29 of 62,64 of 113,32 of 66,68 of 117,29,62,32,66,64,113,68,117,0.46774193548387094,0.48484848484848486,0.5663716814159292,0.5811965811965812,Shawn Jordan,233,533
http://ufcstats.com/fight-details/3101c8d54df53e27,2012-02-25,"Saitama, Japan",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,Takeya Mizugaki,Chris Cariaso,,"""Kamikaze""",L,W,0,0,28 of 88,37 of 77,70 of 141,75 of 119,28,88,70,141,37,77,75,119,0.3181818181818182,0.49645390070921985,0.4805194805194805,0.6302521008403361,Chris Cariaso,300,900
http://ufcstats.com/fight-details/638a999dab6fe310,2012-02-15,"Omaha, Nebraska, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Bo Nesslein,,Tim Means,Bernardo Magalhaes,"""The Dirty Bird""","""Trekko""",W,L,0,0,83 of 170,28 of 68,98 of 186,30 of 70,83,170,98,186,28,68,30,70,0.48823529411764705,0.5268817204301075,0.4117647058823529,0.42857142857142855,Tim Means,300,900
http://ufcstats.com/fight-details/fb57dcc651894ae9,2012-02-25,"Saitama, Japan",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,,Riki Fukuda,Steve Cantwell,,"""The Robot""",W,L,0,0,124 of 242,47 of 148,187 of 310,49 of 151,124,242,187,310,47,148,49,151,0.512396694214876,0.603225806451613,0.31756756756756754,0.32450331125827814,Riki Fukuda,300,900
http://ufcstats.com/fight-details/9b4bff38430a01eb,2012-02-25,"Saitama, Japan",KO/TKO,1,1:21,3 Rnd (5-5-5),Marc Goddard,Kick to Head At Distance,Anthony Pettis,Joe Lauzon,"""Showtime""",,W,L,1,0,9 of 20,0 of 8,9 of 20,0 of 8,9,20,9,20,0,8,0,8,0.45,0.45,0.0,0.0,Anthony Pettis,81,81
http://ufcstats.com/fight-details/0890d21317c9aa2d,2012-04-14,"Stockholm, Sweden",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Robert Sundel,,Jason Young,Eric Wisely,"""Shotgun""","""Little Lee""",W,L,0,0,44 of 86,36 of 69,133 of 179,118 of 157,44,86,133,179,36,69,118,157,0.5116279069767442,0.7430167597765364,0.5217391304347826,0.7515923566878981,Jason Young,300,900
http://ufcstats.com/fight-details/1b4f87d607b3964d,2012-02-25,"Saitama, Japan",KO/TKO,2,2:21,3 Rnd (5-5-5),Leon Roberts,Punches to Head On Ground,Takanori Gomi,Eiji Mitsuoka,"""The Fireball Kid""",,W,L,0,1,48 of 107,32 of 66,95 of 156,34 of 69,48,107,95,156,32,66,34,69,0.4485981308411215,0.6089743589743589,0.48484848484848486,0.4927536231884058,Takanori Gomi,141,441
http://ufcstats.com/fight-details/53d2a57daaae700b,2012-02-25,"Saitama, Japan",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,,Yoshihiro Akiyama,Jake Shields,,,L,W,0,0,33 of 97,91 of 201,52 of 118,119 of 232,33,97,52,118,91,201,119,232,0.3402061855670103,0.4406779661016949,0.4527363184079602,0.5129310344827587,Jake Shields,300,900
http://ufcstats.com/fight-details/eac1c31f1b3d11f3,2012-02-25,"Saitama, Japan",KO/TKO,3,0:54,3 Rnd (5-5-5),Leon Roberts,Punches to Head In Clinch,Yushin Okami,Tim Boetsch,"""Thunder""","""The Barbarian""",L,W,0,1,29 of 75,42 of 93,43 of 91,47 of 99,29,75,43,91,42,93,47,99,0.38666666666666666,0.4725274725274725,0.45161290322580644,0.47474747474747475,Tim Boetsch,54,654
http://ufcstats.com/fight-details/319053a9de63ab85,2012-02-25,"Saitama, Japan",KO/TKO,1,2:11,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,Mark Hunt,Cheick Kongo,"""Super Samoan""",,W,L,1,0,10 of 16,5 of 12,10 of 16,5 of 12,10,16,10,16,5,12,5,12,0.625,0.625,0.4166666666666667,0.4166666666666667,Mark Hunt,131,131
http://ufcstats.com/fight-details/6bcf5381dd8de85b,2012-02-25,"Saitama, Japan",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Hatsu Hioki,Bart Palaszewski,,"""Bartimus""",W,L,0,0,67 of 111,26 of 78,175 of 221,31 of 84,67,111,175,221,26,78,31,84,0.6036036036036037,0.7918552036199095,0.3333333333333333,0.36904761904761907,Hatsu Hioki,300,900
http://ufcstats.com/fight-details/7c307d98ed135d32,2012-02-25,"Saitama, Japan",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,Quinton Jackson,Ryan Bader,"""Rampage""","""Darth""",L,W,0,0,16 of 39,55 of 101,30 of 53,109 of 158,16,39,30,53,55,101,109,158,0.41025641025641024,0.5660377358490566,0.5445544554455446,0.689873417721519,Ryan Bader,300,900
http://ufcstats.com/fight-details/a196dce12754e34e,2012-02-25,"Saitama, Japan",Submission,1,4:29,3 Rnd (5-5-5),Herb Dean,Armbar From Bottom Guard,Norifumi Yamamoto,Vaughan Lee,"""Kid""",,L,W,0,1,21 of 49,14 of 30,21 of 49,32 of 48,21,49,21,49,14,30,32,48,0.42857142857142855,0.42857142857142855,0.4666666666666667,0.6666666666666666,Vaughan Lee,269,269
http://ufcstats.com/fight-details/43b494c32b7f18cb,2012-02-25,"Saitama, Japan",Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,,Frankie Edgar,Benson Henderson,"""The Answer""","""Smooth""",L,W,0,0,68 of 190,87 of 264,81 of 204,100 of 277,68,190,81,204,87,264,100,277,0.35789473684210527,0.39705882352941174,0.32954545454545453,0.36101083032490977,Benson Henderson,300,1500
http://ufcstats.com/fight-details/589fd70f6f8b747c,2012-04-14,"Stockholm, Sweden",Submission,2,2:36,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke,Simeon Thoresen,Besam Yousef,"""The Grin""",,W,L,0,0,37 of 67,28 of 54,81 of 117,98 of 137,37,67,81,117,28,54,98,137,0.5522388059701493,0.6923076923076923,0.5185185185185185,0.7153284671532847,Simeon Thoresen,156,456
http://ufcstats.com/fight-details/a90cabf2913fc6ef,2012-04-14,"Stockholm, Sweden",Submission,2,1:42,3 Rnd (5-5-5),Kristian Hacklou,Rear Naked Choke,Francis Carmont,Magnus Cedenblad,"""Limitless""","""Jycken""",W,L,0,0,28 of 30,11 of 14,53 of 57,39 of 42,28,30,53,57,11,14,39,42,0.9333333333333333,0.9298245614035088,0.7857142857142857,0.9285714285714286,Francis Carmont,102,402
http://ufcstats.com/fight-details/2dc181c1473eb269,2012-04-14,"Stockholm, Sweden",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,,Dennis Siver,Diego Nunes,,"""The Gun""",W,L,0,0,68 of 203,49 of 125,78 of 216,49 of 125,68,203,78,216,49,125,49,125,0.33497536945812806,0.3611111111111111,0.392,0.392,Dennis Siver,300,900
http://ufcstats.com/fight-details/806761834799c352,2012-04-14,"Stockholm, Sweden",Submission,2,4:05,3 Rnd (5-5-5),Marko Gyllenland,Rear Naked Choke,Brad Pickett,Damacio Page,"""One Punch""","""The Angel of Death""",W,L,1,0,36 of 67,23 of 57,65 of 101,34 of 70,36,67,65,101,23,57,34,70,0.5373134328358209,0.6435643564356436,0.40350877192982454,0.4857142857142857,Brad Pickett,245,545
http://ufcstats.com/fight-details/a7e1e349980063c9,2012-04-14,"Stockholm, Sweden",Submission,2,1:28,3 Rnd (5-5-5),Marko Gyllenland,Guillotine Choke On Ground,Reza Madadi,Yoislandy Izquierdo,"""Mad Dog""","""Cuba""",W,L,0,0,1 of 1,36 of 64,2 of 2,44 of 72,1,1,2,2,36,64,44,72,1.0,1.0,0.5625,0.6111111111111112,Reza Madadi,88,388
http://ufcstats.com/fight-details/a2308473bcd77da8,2012-04-14,"Stockholm, Sweden",Submission,1,4:33,3 Rnd (5-5-5),Robert Sundel,Rear Naked Choke,Papy Abedi,James Head,"""Makambo""",,L,W,0,0,11 of 18,21 of 43,19 of 28,28 of 50,11,18,19,28,21,43,28,50,0.6111111111111112,0.6785714285714286,0.4883720930232558,0.56,James Head,273,273
http://ufcstats.com/fight-details/93096cfccdbf4fe8,2012-04-14,"Stockholm, Sweden",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,Alexander Gustafsson,Thiago Silva,"""The Mauler""",,W,L,1,0,76 of 283,38 of 108,78 of 287,38 of 108,76,283,78,287,38,108,38,108,0.26855123674911663,0.27177700348432055,0.35185185185185186,0.35185185185185186,Alexander Gustafsson,300,900
http://ufcstats.com/fight-details/3a2bd4fe6f08bc17,2012-03-02,"Sydney, New South Wales, Australia",Submission,1,0:55,3 Rnd (5-5-5),John Sharp,Armbar On Ground,TJ Waldburger,Jake Hecht,,"""Hitman""",W,L,0,0,3 of 3,2 of 5,3 of 3,2 of 5,3,3,3,3,2,5,2,5,1.0,1.0,0.4,0.4,TJ Waldburger,55,55
http://ufcstats.com/fight-details/8757fbfa0857415f,2012-04-14,"Stockholm, Sweden",KO/TKO,1,0:42,3 Rnd (5-5-5),Leon Roberts,Punch to Head At Distance,Paulo Thiago,Siyar Bahadurzada,,"""The Great""",L,W,0,1,0 of 2,3 of 4,0 of 2,3 of 4,0,2,0,2,3,4,3,4,0.0,0.0,0.75,0.75,Siyar Bahadurzada,42,42
http://ufcstats.com/fight-details/8aa637fc26a01581,2012-04-14,"Stockholm, Sweden",Decision - Majority,3,5:00,3 Rnd (5-5-5),Leon Roberts,,Cyrille Diabate,Tom DeBlass,"""The Snake""",,W,L,0,0,48 of 50,1 of 6,90 of 94,17 of 24,48,50,90,94,1,6,17,24,0.96,0.9574468085106383,0.16666666666666666,0.7083333333333334,Cyrille Diabate,300,900
http://ufcstats.com/fight-details/3368c2419e259992,2012-04-14,"Stockholm, Sweden",Submission,2,4:40,3 Rnd (5-5-5),Kristian Hacklou,Armbar On Ground,DaMarques Johnson,John Maguire,"""Darkness""","""The One""",L,W,0,0,15 of 25,6 of 7,33 of 44,35 of 38,15,25,33,44,6,7,35,38,0.6,0.75,0.8571428571428571,0.9210526315789473,John Maguire,280,580
http://ufcstats.com/fight-details/990bf4ef60890853,2012-04-14,"Stockholm, Sweden",KO/TKO,1,2:26,3 Rnd (5-5-5),Marc Goddard,Punch to Head On Ground,Brian Stann,Alessio Sakara,"""All American""","""Legionarius""",W,L,1,0,18 of 33,7 of 14,28 of 47,13 of 20,18,33,28,47,7,14,13,20,0.5454545454545454,0.5957446808510638,0.5,0.65,Brian Stann,146,146
http://ufcstats.com/fight-details/a00b98f41c05ae6c,2012-03-02,"Sydney, New South Wales, Australia",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Kyle Noke,Andrew Craig,,"""Highlight""",L,W,0,0,36 of 63,36 of 79,40 of 67,104 of 158,36,63,40,67,36,79,104,158,0.5714285714285714,0.5970149253731343,0.45569620253164556,0.6582278481012658,Andrew Craig,300,900
