fight_link,date,location,method,round,time,time_format,referee,details,name_1,name_2,stage_name_1,stage_name_2,win_loss_1,win_loss_2,kd_1,kd_2,sig_str_1,sig_str_2,total_str_1,total_str_2,sig_str_landed_1,sig_str_attempted_1,total_str_landed_1,total_str_attempted_1,sig_str_landed_2,sig_str_attempted_2,total_str_landed_2,total_str_attempted_2,sig_str_accuracy_1,total_str_accuracy_1,sig_str_accuracy_2,total_str_accuracy_2,winner,fight_time_seconds,total_fight_time_seconds
http://ufcstats.com/fight-details/85bec51d0bdf511f,2016-10-08,"Manchester, England, United Kingdom",KO/TKO,3,4:40,3 Rnd (5-5-5),Marc Goddard,Knee to Head In Clinch,Danny Roberts,Mike Perry,"""Hot Chocolate""","""Platinum""",L,W,0,1,81 of 239,90 of 214,81 of 239,103 of 228,81,239,81,239,90,214,103,228,0.3389121338912134,0.3389121338912134,0.4205607476635514,0.4517543859649123,Mike Perry,280,880
http://ufcstats.com/fight-details/47dfd70b5780d68a,2016-10-08,"Manchester, England, United Kingdom",Submission,3,3:01,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,Leon Edwards,Albert Tumenov,"""Rocky""","""Einstein""",W,L,0,0,16 of 72,32 of 83,31 of 89,34 of 86,16,72,31,89,32,83,34,86,0.2222222222222222,0.34831460674157305,0.3855421686746988,0.3953488372093023,Leon Edwards,181,781
http://ufcstats.com/fight-details/17067cf55726c673,2016-10-08,"Manchester, England, United Kingdom",Submission,2,1:41,3 Rnd (5-5-5),Kevin Sataki,D'Arce Choke On Ground,Stefan Struve,Daniel Omielanczuk,"""Skyscraper""",,W,L,0,0,9 of 23,14 of 30,12 of 26,21 of 39,9,23,12,26,14,30,21,39,0.391304347826087,0.46153846153846156,0.4666666666666667,0.5384615384615384,Stefan Struve,101,401
http://ufcstats.com/fight-details/87b61c1d72232a84,2016-10-08,"Manchester, England, United Kingdom",Decision - Split,3,5:00,3 Rnd (5-5-5),Kevin Sataki,,Leonardo Santos,Adriano Martins,,,W,L,0,0,23 of 70,34 of 83,23 of 70,34 of 84,23,70,23,70,34,83,34,84,0.32857142857142857,0.32857142857142857,0.40963855421686746,0.40476190476190477,Leonardo Santos,300,900
http://ufcstats.com/fight-details/2f9a8807807b80d6,2016-10-08,"Manchester, England, United Kingdom",Submission,1,1:59,3 Rnd (5-5-5),Marc Goddard,Triangle Choke On Ground,Brad Pickett,Iuri Alcantara,"""One Punch""","""Marajo""",L,W,0,1,1 of 3,26 of 39,1 of 3,26 of 39,1,3,1,3,26,39,26,39,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,Iuri Alcantara,119,119
http://ufcstats.com/fight-details/3be121d4f5460893,2016-10-08,"Manchester, England, United Kingdom",Submission,3,2:56,3 Rnd (5-5-5),Kevin Sataki,Armbar From Bottom Guard,Davey Grant,Damian Stasiak,"""Dangerous""","""Webster""",L,W,0,0,36 of 84,10 of 39,44 of 93,18 of 47,36,84,44,93,10,39,18,47,0.42857142857142855,0.4731182795698925,0.2564102564102564,0.3829787234042553,Damian Stasiak,176,776
http://ufcstats.com/fight-details/451d7d8c2a6bacb3,2016-10-08,"Manchester, England, United Kingdom",KO/TKO,2,2:38,3 Rnd (5-5-5),Leon Roberts,Punch to Head In Clinch,Ovince Saint Preux,Jimi Manuwa,,"""Poster Boy""",L,W,0,1,13 of 38,32 of 47,17 of 44,33 of 48,13,38,17,44,32,47,33,48,0.34210526315789475,0.38636363636363635,0.6808510638297872,0.6875,Jimi Manuwa,158,458
http://ufcstats.com/fight-details/23253ebb1d86d8b4,2016-10-08,"Manchester, England, United Kingdom",Submission,1,4:22,3 Rnd (5-5-5),Yves Lavigne,Rear Naked Choke,Mirsad Bektic,Russell Doane,,,W,L,0,0,4 of 10,6 of 15,20 of 27,6 of 16,4,10,20,27,6,15,6,16,0.4,0.7407407407407407,0.4,0.375,Mirsad Bektic,262,262
http://ufcstats.com/fight-details/ebc7ec239faf7b0b,2016-10-08,"Manchester, England, United Kingdom",KO/TKO,2,2:43,3 Rnd (5-5-5),Marc Goddard,Punches to Head From Mount,Vitor Belfort,Gegard Mousasi,"""The Phenom""",,L,W,0,0,8 of 26,57 of 114,9 of 27,65 of 124,8,26,9,27,57,114,65,124,0.3076923076923077,0.3333333333333333,0.5,0.5241935483870968,Gegard Mousasi,163,463
http://ufcstats.com/fight-details/50935ae1627fc89b,2016-09-24,"Brasilia, Distrito Federal, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,,Renan Barao,Phillipe Nover,"""The Baron""","""The Filipino Assassin""",W,L,0,0,64 of 151,39 of 141,64 of 152,54 of 157,64,151,64,152,39,141,54,157,0.423841059602649,0.42105263157894735,0.2765957446808511,0.34394904458598724,Renan Barao,300,900
http://ufcstats.com/fight-details/2c39797c6574ff29,2016-11-05,"Mexico City, Distrito Federal, Mexico",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Sam Alvey,Alex Nicholson,"""Smile'N""","""The Spartan""",W,L,0,0,63 of 138,82 of 182,65 of 140,82 of 182,63,138,65,140,82,182,82,182,0.45652173913043476,0.4642857142857143,0.45054945054945056,0.45054945054945056,Sam Alvey,300,900
http://ufcstats.com/fight-details/4fa26e1e88583ab5,2016-11-05,"Mexico City, Distrito Federal, Mexico",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Miguel Jimenez,,Enrique Barzola,Chris Avila,"""El Fuerte""",,W,L,0,0,72 of 127,29 of 105,129 of 231,41 of 121,72,127,129,231,29,105,41,121,0.5669291338582677,0.5584415584415584,0.2761904761904762,0.33884297520661155,Enrique Barzola,300,900
http://ufcstats.com/fight-details/eaa63c8fb9379426,2016-10-08,"Manchester, England, United Kingdom",Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne,,Michael Bisping,Dan Henderson,"""The Count""","""Hendo""",W,L,0,2,119 of 335,81 of 220,130 of 348,87 of 227,119,335,130,348,81,220,87,227,0.35522388059701493,0.3735632183908046,0.36818181818181817,0.3832599118942731,Michael Bisping,300,1500
http://ufcstats.com/fight-details/00494c77d2a88f8c,2016-11-05,"Mexico City, Distrito Federal, Mexico",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Beneil Dariush,Rashid Magomedov,,"""Highlander""",W,L,0,0,60 of 120,41 of 78,73 of 134,79 of 129,60,120,73,134,41,78,79,129,0.5,0.5447761194029851,0.5256410256410257,0.6124031007751938,Beneil Dariush,300,900
http://ufcstats.com/fight-details/c1e039419a671b9e,2016-11-05,"Mexico City, Distrito Federal, Mexico",Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,Marco Polo Reyes,Jason Novelli,,"""Flipside""",W,L,0,0,50 of 166,29 of 126,67 of 183,51 of 151,50,166,67,183,29,126,51,151,0.30120481927710846,0.366120218579235,0.23015873015873015,0.33774834437086093,Marco Polo Reyes,300,900
http://ufcstats.com/fight-details/29df50b2ea446361,2016-11-05,"Mexico City, Distrito Federal, Mexico",KO/TKO,3,2:33,3 Rnd (5-5-5),Keith Peterson,Spinning Back Fist Head,Henry Briones,Douglas Silva de Andrade,"""Bure""","""D Silva""",L,W,0,1,67 of 144,72 of 158,69 of 146,72 of 158,67,144,69,146,72,158,72,158,0.4652777777777778,0.4726027397260274,0.45569620253164556,0.45569620253164556,Douglas Silva de Andrade,153,753
http://ufcstats.com/fight-details/588a39cab19065bc,2016-11-05,"Mexico City, Distrito Federal, Mexico",Submission,1,1:37,3 Rnd (5-5-5),Miguel Jimenez,Heel Hook On Ground,Marco Beltran,Joe Soto,"""Psycho""","""One Bad Mofo""",L,W,0,0,3 of 8,2 of 2,3 of 9,2 of 2,3,8,3,9,2,2,2,2,0.375,0.3333333333333333,1.0,1.0,Joe Soto,97,97
http://ufcstats.com/fight-details/23c6a428df1569bc,2016-11-05,"Mexico City, Distrito Federal, Mexico",KO/TKO,1,0:54,3 Rnd (5-5-5),Jerin Valel,Punch to Head At Distance,Erick Montano,Max Griffin,"""Perry""","""Pain""",L,W,0,0,3 of 7,15 of 30,3 of 7,15 of 30,3,7,3,7,15,30,15,30,0.42857142857142855,0.42857142857142855,0.5,0.5,Max Griffin,54,54
http://ufcstats.com/fight-details/51010081d59b4687,2016-11-05,"Mexico City, Distrito Federal, Mexico",Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,Erik Perez,Felipe Arantes,"""Goyito""","""Sertanejo""",W,L,0,0,36 of 96,34 of 68,103 of 177,42 of 76,36,96,103,177,34,68,42,76,0.375,0.5819209039548022,0.5,0.5526315789473685,Erik Perez,300,900
http://ufcstats.com/fight-details/52943c821416dc38,2016-11-05,"Mexico City, Distrito Federal, Mexico",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,,Alexa Grasso,Heather Clark,,"""Hurricane""",W,L,0,0,65 of 134,40 of 87,120 of 200,74 of 127,65,134,120,200,40,87,74,127,0.48507462686567165,0.6,0.45977011494252873,0.5826771653543307,Alexa Grasso,300,900
http://ufcstats.com/fight-details/52bc6927e80aca5d,2016-09-10,"Cleveland, Ohio, USA",Submission,1,4:38,3 Rnd (5-5-5),Jerry Poe,Guillotine Choke After Drop to Guard,Jessica Andrade,Joanne Wood,"""Bate Estaca""","""JoJo""",W,L,0,0,20 of 28,13 of 26,44 of 58,23 of 36,20,28,44,58,13,26,23,36,0.7142857142857143,0.7586206896551724,0.5,0.6388888888888888,Jessica Andrade,278,278
http://ufcstats.com/fight-details/9220acccebf14a46,2016-11-05,"Mexico City, Distrito Federal, Mexico",Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,Rafael Dos Anjos,Tony Ferguson,,"""El Cucuy""",L,W,0,0,121 of 276,199 of 401,126 of 281,200 of 402,121,276,126,281,199,401,200,402,0.4384057971014493,0.4483985765124555,0.49625935162094764,0.4975124378109453,Tony Ferguson,300,1500
http://ufcstats.com/fight-details/43a941e005a2d463,2016-11-05,"Mexico City, Distrito Federal, Mexico",KO/TKO,2,1:55,3 Rnd + OT (5-5-5-5),Keith Peterson,Punch to Body In Clinch,Martin Bravo,Claudio Puelles,"""El Toro""","""Prince of Peru""",W,L,1,0,56 of 121,29 of 68,64 of 129,29 of 68,56,121,64,129,29,68,29,68,0.4628099173553719,0.49612403100775193,0.4264705882352941,0.4264705882352941,Martin Bravo,115,415
http://ufcstats.com/fight-details/c5a8e0098d1024ce,2016-11-05,"Mexico City, Distrito Federal, Mexico",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,Diego Sanchez,Marcin Held,"""Nightmare""",,W,L,0,0,46 of 81,30 of 82,69 of 108,57 of 112,46,81,69,108,30,82,57,112,0.5679012345679012,0.6388888888888888,0.36585365853658536,0.5089285714285714,Diego Sanchez,300,900
http://ufcstats.com/fight-details/26e6a2705a1e9e72,2016-09-10,"Cleveland, Ohio, USA",Submission,1,2:14,3 Rnd (5-5-5),Keith Peterson,Rear Naked Choke,CM Punk,Mickey Gall,,,L,W,0,0,0 of 1,20 of 32,6 of 8,26 of 39,0,1,6,8,20,32,26,39,0.0,0.75,0.625,0.6666666666666666,Mickey Gall,134,134
http://ufcstats.com/fight-details/19df0d0cb1269fa7,2016-09-10,"Cleveland, Ohio, USA",KO/TKO,1,4:27,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head From Guard,Stipe Miocic,Alistair Overeem,,"""The Demolition Man""",W,L,0,1,34 of 60,9 of 17,34 of 60,9 of 17,34,60,34,60,9,17,9,17,0.5666666666666667,0.5666666666666667,0.5294117647058824,0.5294117647058824,Stipe Miocic,267,267
http://ufcstats.com/fight-details/e322eae035f7c00f,2016-11-05,"Mexico City, Distrito Federal, Mexico",Submission,2,2:13,3 Rnd (5-5-5),Jerin Valel,Guillotine Choke On Ground,Ricardo Lamas,Charles Oliveira,"""The Bully""","""Do Bronxs""",W,L,0,0,11 of 20,13 of 18,13 of 22,36 of 42,11,20,13,22,13,18,36,42,0.55,0.5909090909090909,0.7222222222222222,0.8571428571428571,Ricardo Lamas,133,433
http://ufcstats.com/fight-details/c5c1deb1607f69b4,2016-09-03,"Hamburg, Hamburg, Germany",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Hall,,Rustam Khabilov,Leandro Silva,"""Tiger""","""Buscape""",W,L,0,0,24 of 82,29 of 83,49 of 111,40 of 95,24,82,49,111,29,83,40,95,0.2926829268292683,0.44144144144144143,0.3493975903614458,0.42105263157894735,Rustam Khabilov,300,900
http://ufcstats.com/fight-details/409bcfacb259999a,2016-09-10,"Cleveland, Ohio, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Gary Copeland,,Fabricio Werdum,Travis Browne,"""Vai Cavalo""","""Hapa""",W,L,1,0,84 of 142,37 of 143,107 of 166,38 of 144,84,142,107,166,37,143,38,144,0.5915492957746479,0.6445783132530121,0.25874125874125875,0.2638888888888889,Fabricio Werdum,300,900
http://ufcstats.com/fight-details/f24144fbe9e32c10,2016-09-03,"Hamburg, Hamburg, Germany",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,,Taylor Lapilus,Leandro Issa,"""Double Impact""","""Brodinho""",W,L,0,0,63 of 146,19 of 61,84 of 168,23 of 68,63,146,84,168,19,61,23,68,0.4315068493150685,0.5,0.3114754098360656,0.3382352941176471,Taylor Lapilus,300,900
http://ufcstats.com/fight-details/bd887c173d3050bf,2016-09-03,"Hamburg, Hamburg, Germany",KO/TKO,3,2:46,3 Rnd (5-5-5),Neil Hall,Elbows to Head On Ground,Ashlee Evans-Smith,Veronica Hardy,"""Rebel Girl""",,W,L,0,0,73 of 115,23 of 41,114 of 162,34 of 54,73,115,114,162,23,41,34,54,0.6347826086956522,0.7037037037037037,0.5609756097560976,0.6296296296296297,Ashlee Evans-Smith,166,766
http://ufcstats.com/fight-details/69ecd4aa5a550f7b,2016-09-03,"Hamburg, Hamburg, Germany",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,Peter Sobotta,Nicolas Dalby,,"""Danish Dynamite""",W,L,1,0,38 of 76,14 of 52,83 of 127,48 of 87,38,76,83,127,14,52,48,87,0.5,0.6535433070866141,0.2692307692307692,0.5517241379310345,Peter Sobotta,300,900
http://ufcstats.com/fight-details/d38cd293a0c3fdfd,2016-09-03,"Hamburg, Hamburg, Germany",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,Scott Askham,Jack Hermansson,,"""The Joker""",L,W,0,0,37 of 106,88 of 156,49 of 120,121 of 190,37,106,49,120,88,156,121,190,0.3490566037735849,0.4083333333333333,0.5641025641025641,0.6368421052631579,Jack Hermansson,300,900
http://ufcstats.com/fight-details/971d9fa5947a4bb7,2016-09-10,"Cleveland, Ohio, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Gary Copeland,,Urijah Faber,Jimmie Rivera,"""The California Kid""","""El Terror""",L,W,0,0,22 of 112,54 of 160,23 of 113,55 of 162,22,112,23,113,54,160,55,162,0.19642857142857142,0.20353982300884957,0.3375,0.3395061728395062,Jimmie Rivera,300,900
http://ufcstats.com/fight-details/5237736e6b37c609,2016-09-03,"Hamburg, Hamburg, Germany",KO/TKO,2,2:06,3 Rnd (5-5-5),Neil Hall,Knee to Head At Distance,Ryan Bader,Ilir Latifi,"""Darth""","""The Sledgehammer""",W,L,1,1,13 of 34,9 of 30,15 of 36,11 of 32,13,34,15,36,9,30,11,32,0.38235294117647056,0.4166666666666667,0.3,0.34375,Ryan Bader,126,426
http://ufcstats.com/fight-details/0549b655619774c5,2016-09-03,"Hamburg, Hamburg, Germany",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,,Alexander Gustafsson,Jan Blachowicz,"""The Mauler""",,W,L,0,0,50 of 100,28 of 90,139 of 201,55 of 125,50,100,139,201,28,90,55,125,0.5,0.6915422885572139,0.3111111111111111,0.44,Alexander Gustafsson,300,900
http://ufcstats.com/fight-details/a3b972117a3998ee,2016-09-03,"Hamburg, Hamburg, Germany",Submission,3,2:53,5 Rnd (5-5-5-5-5),Leon Roberts,Rear Naked Choke,Andrei Arlovski,Josh Barnett,"""The Pitbull""","""The Warmaster""",L,W,0,0,38 of 62,53 of 82,51 of 77,112 of 150,38,62,51,77,53,82,112,150,0.6129032258064516,0.6623376623376623,0.6463414634146342,0.7466666666666667,Josh Barnett,173,773
http://ufcstats.com/fight-details/31dd8b5d6444f19b,2016-09-03,"Hamburg, Hamburg, Germany",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,,Nick Hein,Tae Hyun Bang,"""Sergeant""","""Supernatural""",W,L,0,0,20 of 76,40 of 117,48 of 106,44 of 121,20,76,48,106,40,117,44,121,0.2631578947368421,0.4528301886792453,0.3418803418803419,0.36363636363636365,Nick Hein,300,900
http://ufcstats.com/fight-details/d6389fa434e86916,2016-09-03,"Hamburg, Hamburg, Germany",Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,,Jessin Ayari,Jim Wallhead,,"""Judo""",W,L,0,1,70 of 172,47 of 135,72 of 174,53 of 142,70,172,72,174,47,135,53,142,0.4069767441860465,0.41379310344827586,0.34814814814814815,0.3732394366197183,Jessin Ayari,300,900
http://ufcstats.com/fight-details/00742aea8da72a35,2016-08-27,"Vancouver, British Columbia, Canada",KO/TKO,1,1:36,3 Rnd (5-5-5),Kevin Dornan,Punch to Head At Distance,Chad Laprise,Thibault Gouti,"""The Disciple""","""GT""",W,L,2,0,17 of 35,4 of 16,22 of 40,4 of 16,17,35,22,40,4,16,4,16,0.4857142857142857,0.55,0.25,0.25,Chad Laprise,96,96
http://ufcstats.com/fight-details/c64537874352793a,2016-08-27,"Vancouver, British Columbia, Canada",KO/TKO,1,1:13,3 Rnd (5-5-5),John McCarthy,Punch to Body At Distance,Shane Campbell,Felipe Silva,"""Shaolin""",,L,W,0,1,9 of 13,11 of 25,10 of 14,13 of 27,9,13,10,14,11,25,13,27,0.6923076923076923,0.7142857142857143,0.44,0.48148148148148145,Felipe Silva,73,73
http://ufcstats.com/fight-details/f8df4cb5f22656c0,2016-08-27,"Vancouver, British Columbia, Canada",Decision - Split,3,5:00,3 Rnd (5-5-5),Kevin Dornan,,Garreth McLellan,Alessio Di Chirico,"""Soldier Boy""","""Manzo""",L,W,0,1,57 of 139,61 of 136,88 of 179,114 of 198,57,139,88,179,61,136,114,198,0.41007194244604317,0.49162011173184356,0.4485294117647059,0.5757575757575758,Alessio Di Chirico,300,900
http://ufcstats.com/fight-details/f7114bf73eec4022,2016-08-27,"Vancouver, British Columbia, Canada",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,Jeremy Kennedy,Alex Ricci,"""JBC""",,W,L,0,0,27 of 71,28 of 60,43 of 94,83 of 118,27,71,43,94,28,60,83,118,0.38028169014084506,0.4574468085106383,0.4666666666666667,0.7033898305084746,Jeremy Kennedy,300,900
http://ufcstats.com/fight-details/51d3be5e8aee5cd9,2016-08-27,"Vancouver, British Columbia, Canada",Submission,3,1:49,3 Rnd (5-5-5),Yves Lavigne,Guillotine Choke After Drop to Guard,Anthony Pettis,Charles Oliveira,"""Showtime""","""Do Bronxs""",W,L,0,0,53 of 87,41 of 86,77 of 114,60 of 105,53,87,77,114,41,86,60,105,0.6091954022988506,0.6754385964912281,0.47674418604651164,0.5714285714285714,Anthony Pettis,109,709
http://ufcstats.com/fight-details/70ab91b37be75408,2016-08-27,"Vancouver, British Columbia, Canada",KO/TKO,2,4:56,3 Rnd (5-5-5),Yves Lavigne,Punches to Head On Ground,Sam Alvey,Kevin Casey,"""Smile'N""","""King""",W,L,2,0,59 of 114,25 of 51,70 of 125,31 of 58,59,114,70,125,25,51,31,58,0.5175438596491229,0.56,0.49019607843137253,0.5344827586206896,Sam Alvey,296,596
http://ufcstats.com/fight-details/e15b393a27c07043,2016-08-27,"Vancouver, British Columbia, Canada",Decision - Split,3,5:00,3 Rnd (5-5-5),John McCarthy,,Joe Lauzon,Jim Miller,,"""A-10""",L,W,0,0,54 of 136,80 of 166,92 of 177,97 of 185,54,136,92,177,80,166,97,185,0.39705882352941174,0.519774011299435,0.4819277108433735,0.5243243243243243,Jim Miller,300,900
http://ufcstats.com/fight-details/f19d1c8ca5660240,2016-08-27,"Vancouver, British Columbia, Canada",Submission,1,1:52,5 Rnd (5-5-5-5-5),John McCarthy,Rear Naked Choke,Demian Maia,Carlos Condit,,"""The Natural Born Killer""",W,L,0,0,1 of 1,1 of 6,5 of 5,1 of 6,1,1,5,5,1,6,1,6,1.0,1.0,0.16666666666666666,0.16666666666666666,Demian Maia,112,112
http://ufcstats.com/fight-details/c87d2569da8d4305,2016-09-17,"Hidalgo, Texas, USA",Submission,3,4:46,3 Rnd (5-5-5),Jacob Montalvo,Rear Naked Choke,Antonio Carlos Junior,Leonardo Guimaraes,"""Cara de Sapato""","""Leleco""",W,L,0,0,32 of 60,6 of 17,94 of 142,15 of 26,32,60,94,142,6,17,15,26,0.5333333333333333,0.6619718309859155,0.35294117647058826,0.5769230769230769,Antonio Carlos Junior,286,886
http://ufcstats.com/fight-details/df33799f117000cb,2016-08-27,"Vancouver, British Columbia, Canada",Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Enrique Barzola,Kyle Bochniak,"""El Fuerte""","""Killer B""",L,W,0,0,55 of 165,41 of 141,56 of 168,41 of 142,55,165,56,168,41,141,41,142,0.3333333333333333,0.3333333333333333,0.2907801418439716,0.2887323943661972,Kyle Bochniak,300,900
http://ufcstats.com/fight-details/0bf8bb9b4ef329f9,2016-08-27,"Vancouver, British Columbia, Canada",KO/TKO,2,0:17,3 Rnd (5-5-5),Dan Miragliotta,"Kick to Head At Distance
      Switch Kick",Paige VanZant,Bec Rawlings,"""12 Gauge""","""Rowdy""",W,L,1,0,25 of 63,21 of 51,27 of 65,30 of 60,25,63,27,65,21,51,30,60,0.3968253968253968,0.4153846153846154,0.4117647058823529,0.5,Paige VanZant,17,317
http://ufcstats.com/fight-details/187681b2843174b5,2016-09-17,"Hidalgo, Texas, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,Jose Quinonez,Joey Gomez,"""Teco""","""KO King""",W,L,2,1,56 of 131,44 of 136,76 of 159,66 of 159,56,131,76,159,44,136,66,159,0.42748091603053434,0.4779874213836478,0.3235294117647059,0.41509433962264153,Jose Quinonez,300,900
http://ufcstats.com/fight-details/30b33d032605c885,2016-09-17,"Hidalgo, Texas, USA",Submission,3,0:18,3 Rnd (5-5-5),Jacob Montalvo,Guillotine Choke After Drop to Guard,Erick Montano,Randy Brown,"""Perry""","""Rudeboy""",L,W,0,0,21 of 41,12 of 30,60 of 87,18 of 36,21,41,60,87,12,30,18,36,0.5121951219512195,0.6896551724137931,0.4,0.5,Randy Brown,18,618
http://ufcstats.com/fight-details/4df1d3183929d021,2016-09-17,"Hidalgo, Texas, USA",KO/TKO,3,4:19,3 Rnd (5-5-5),Herb Dean,Punches to Head From Back Control,Augusto Montano,Belal Muhammad,"""Dodger""","""Remember the Name""",L,W,0,0,67 of 149,66 of 149,72 of 154,118 of 210,67,149,72,154,66,149,118,210,0.44966442953020136,0.4675324675324675,0.4429530201342282,0.5619047619047619,Belal Muhammad,259,859
http://ufcstats.com/fight-details/144b0c1dd6c909f3,2016-09-17,"Hidalgo, Texas, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,Chris Wade,Islam Makhachev,,,L,W,0,0,5 of 17,12 of 19,42 of 61,51 of 83,5,17,42,61,12,19,51,83,0.29411764705882354,0.6885245901639344,0.631578947368421,0.6144578313253012,Islam Makhachev,300,900
http://ufcstats.com/fight-details/4f6f7f1ad8954bb6,2016-09-17,"Hidalgo, Texas, USA",Submission,2,1:20,3 Rnd (5-5-5),Dan Miragliotta,"Guillotine Choke Standing
      Technical Submission",Gabriel Benitez,Sam Sicilia,"""Moggly""",,W,L,1,0,39 of 101,19 of 70,39 of 101,19 of 70,39,101,39,101,19,70,19,70,0.38613861386138615,0.38613861386138615,0.2714285714285714,0.2714285714285714,Gabriel Benitez,80,380
http://ufcstats.com/fight-details/00b7497b02b3b2bb,2016-09-17,"Hidalgo, Texas, USA",Submission,1,0:19,3 Rnd (5-5-5),Herb Dean,"D'Arce Choke On Ground
      Technical Submission",Chas Skelly,Maximo Blanco,"""The Scrapper""","""Maxi""",W,L,0,0,1 of 1,0 of 1,1 of 1,0 of 1,1,1,1,1,0,1,0,1,1.0,1.0,0.0,0.0,Chas Skelly,19,19
http://ufcstats.com/fight-details/054f1423ba7c121e,2016-09-17,"Hidalgo, Texas, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,Roan Carneiro,Kenny Robertson,"""Jucao""",,W,L,0,0,33 of 70,28 of 134,43 of 80,45 of 153,33,70,43,80,28,134,45,153,0.4714285714285714,0.5375,0.208955223880597,0.29411764705882354,Roan Carneiro,300,900
http://ufcstats.com/fight-details/f4cdc944e27c2cd2,2016-09-17,"Hidalgo, Texas, USA",KO/TKO,1,1:41,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,Uriah Hall,Derek Brunson,"""Prime Time""","""The One""",L,W,0,1,1 of 3,4 of 7,4 of 6,15 of 18,1,3,4,6,4,7,15,18,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.8333333333333334,Derek Brunson,101,101
http://ufcstats.com/fight-details/82d057278298846f,2016-07-30,"Atlanta, Georgia, USA",KO/TKO,1,1:46,3 Rnd (5-5-5),Marc Goddard,Kick to Body At Distance,Matt Brown,Jake Ellenberger,"""The Immortal""","""The Juggernaut""",L,W,0,2,7 of 17,21 of 34,7 of 17,29 of 43,7,17,7,17,21,34,29,43,0.4117647058823529,0.4117647058823529,0.6176470588235294,0.6744186046511628,Jake Ellenberger,106,106
http://ufcstats.com/fight-details/0596fc5eba5c1fe0,2016-09-17,"Hidalgo, Texas, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,,Evan Dunham,Ricky Glenn,,"""The Gladiator""",W,L,0,0,144 of 279,58 of 156,185 of 330,63 of 161,144,279,185,330,58,156,63,161,0.5161290322580645,0.5606060606060606,0.3717948717948718,0.391304347826087,Evan Dunham,300,900
http://ufcstats.com/fight-details/692241119228cc82,2016-09-17,"Hidalgo, Texas, USA",KO/TKO,1,1:35,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punches to Head At Distance,Dustin Poirier,Michael Johnson,"""The Diamond""","""The Menace""",L,W,0,1,6 of 12,14 of 37,6 of 12,14 of 37,6,12,6,12,14,37,14,37,0.5,0.5,0.3783783783783784,0.3783783783783784,Michael Johnson,95,95
http://ufcstats.com/fight-details/3cf1d67a20ae1c18,2016-07-30,"Atlanta, Georgia, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),George Allen,,Francisco Rivera,Erik Perez,"""Cisco""","""Goyito""",L,W,0,0,55 of 158,54 of 156,59 of 163,147 of 259,55,158,59,163,54,156,147,259,0.34810126582278483,0.3619631901840491,0.34615384615384615,0.5675675675675675,Erik Perez,300,900
http://ufcstats.com/fight-details/02f4277726712796,2016-08-06,"Salt Lake City, Utah, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dave Seljestad,,Chase Sherman,Justin Ledet,"""The Vanilla Gorilla""","""El Blanco""",L,W,0,0,59 of 166,113 of 230,60 of 167,114 of 231,59,166,60,167,113,230,114,231,0.35542168674698793,0.3592814371257485,0.49130434782608695,0.4935064935064935,Justin Ledet,300,900
