fight_link,date,location,method,round,time,time_format,referee,details,name_1,name_2,stage_name_1,stage_name_2,win_loss_1,win_loss_2,kd_1,kd_2,sig_str_1,sig_str_2,total_str_1,total_str_2,sig_str_landed_1,sig_str_attempted_1,total_str_landed_1,total_str_attempted_1,sig_str_landed_2,sig_str_attempted_2,total_str_landed_2,total_str_attempted_2,sig_str_accuracy_1,total_str_accuracy_1,sig_str_accuracy_2,total_str_accuracy_2,winner,fight_time_seconds,total_fight_time_seconds,outcome_category,fighter_1_won,fighter_2_won,sig_strike_diff,total_strike_diff,kd_1_jitter,kd_2_jitter,year,total_fight_time_minutes,country
http://ufcstats.com/fight-details/b5365d22172e414b,2019-12-07,"Washington, DC, USA",KO/TKO,3,0:33,3 Rnd (5-5-5),Keith Peterson,Punches to Head From Back Control,Aspen Ladd,Yana Santos,,,W,L,1,0,47 of 85,47 of 81,85 of 137,92 of 129,47,85,85,137,47,81,92,129,0.5529411764705883,0.6204379562043796,0.5802469135802469,0.7131782945736435,Aspen Ladd,33,633,KO/TKO,1,0,0,-7,1.02915703916182,-0.02048578489449475,2019,10.55,USA
http://ufcstats.com/fight-details/b9ff9ebe19ae6358,2019-12-07,"Washington, DC, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Fernando Yamasaki,,Rob Font,Ricky Simon,,,W,L,0,0,90 of 202,59 of 154,100 of 212,65 of 161,90,202,100,212,59,154,65,161,0.4455445544554455,0.4716981132075472,0.3831168831168831,0.4037267080745341,Rob Font,300,900,Decision,1,0,31,35,0.07051699006421562,-0.03463271052833556,2019,15.0,USA
http://ufcstats.com/fight-details/5081319e58f9759f,2020-08-15,"Las Vegas, Nevada, USA",Submission,1,1:44,3 Rnd (5-5-5),Marc Goddard,Armbar From Mount,Felice Herrig,Virna Jandiroba,"""Lil Bulldog""","""Carcara""",L,W,0,0,1 of 1,4 of 5,3 of 3,12 of 15,1,1,3,3,4,5,12,15,1.0,1.0,0.8,0.8,Virna Jandiroba,104,104,Submission,0,1,-3,-9,0.007397334006998928,0.002483654865356133,2020,1.7333333333333334,USA
http://ufcstats.com/fight-details/745bdd823161da89,2020-08-15,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,,Ashley Yoder,Livinha Souza,"""SpiderMonkey""","""The Brazilian Gangsta""",L,W,0,0,32 of 114,46 of 70,89 of 176,70 of 95,32,114,89,176,46,70,70,95,0.2807017543859649,0.5056818181818182,0.6571428571428571,0.7368421052631579,Livinha Souza,300,900,Decision,0,1,-14,19,-0.10078748630842004,-0.01831279226716168,2020,15.0,USA
http://ufcstats.com/fight-details/2e9ad55f2e2f7c56,2020-08-15,"Las Vegas, Nevada, USA",KO/TKO,1,4:28,3 Rnd (5-5-5),Herb Dean,Knee to Head At Distance,Chris Daukaus,Parker Porter,,,W,L,2,0,37 of 59,17 of 52,45 of 67,18 of 53,37,59,45,67,17,52,18,53,0.6271186440677966,0.6716417910447762,0.3269230769230769,0.3396226415094339,Chris Daukaus,268,268,KO/TKO,1,0,20,27,2.0330392093492904,-0.013493588474630612,2020,4.466666666666667,USA
http://ufcstats.com/fight-details/054794810817c1cc,2020-08-15,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Jim Miller,Vinc Pichel,"""A-10""","""From Hell""",L,W,0,0,14 of 39,41 of 78,26 of 57,84 of 124,14,39,26,57,41,78,84,124,0.358974358974359,0.4561403508771929,0.5256410256410257,0.6774193548387096,Vinc Pichel,300,900,Decision,0,1,-27,-58,-0.018655647559490958,-0.02961672753908012,2020,15.0,USA
http://ufcstats.com/fight-details/57939328c1214107,2020-08-15,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,John Dodson,Merab Dvalishvili,"""The Magician""","""The Machine""",L,W,0,0,27 of 86,50 of 133,31 of 90,88 of 171,27,86,31,90,50,133,88,171,0.313953488372093,0.3444444444444444,0.3759398496240601,0.5146198830409356,Merab Dvalishvili,300,900,Decision,0,1,-23,-57,0.058866424974539304,0.09267356472124216,2020,15.0,USA
http://ufcstats.com/fight-details/e91f289f1b9f9519,2019-12-07,"Washington, DC, USA",KO/TKO,5,4:56,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punch to Head At Distance,Alistair Overeem,Jairzinho Rozenstruik,"""The Demolition Man""","""Bigi Boy""",L,W,0,1,74 of 105,89 of 209,101 of 135,109 of 229,74,105,101,135,89,209,109,229,0.7047619047619048,0.7481481481481481,0.4258373205741627,0.4759825327510917,Jairzinho Rozenstruik,296,1496,KO/TKO,0,1,-15,-8,-0.011405437736016186,1.0283881725721853,2019,24.933333333333334,USA
http://ufcstats.com/fight-details/7200343d2e957cf3,2020-08-15,"Las Vegas, Nevada, USA",KO/TKO,1,4:40,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Guard,Sean O'Malley,Marlon Vera,"""Suga""","""Chito""",L,W,0,0,10 of 21,18 of 30,10 of 21,18 of 30,10,21,10,21,18,30,18,30,0.4761904761904761,0.4761904761904761,0.6,0.6,Marlon Vera,280,280,KO/TKO,0,1,-8,-8,-0.0586596057999647,0.08219941142622264,2020,4.666666666666667,USA
http://ufcstats.com/fight-details/0d9e9127c62811f9,2020-08-15,"Las Vegas, Nevada, USA",KO/TKO,2,4:37,3 Rnd (5-5-5),Mark Smith,Elbows to Head From Crucifix,Herbert Burns,Daniel Pineda,"""The Blaze""","""The Pit""",L,W,0,0,10 of 22,57 of 75,35 of 48,173 of 205,10,22,35,48,57,75,173,205,0.4545454545454545,0.7291666666666666,0.76,0.8439024390243902,Daniel Pineda,277,577,KO/TKO,0,1,-47,-138,-0.03940605219715512,0.011510934993551453,2020,9.616666666666667,USA
http://ufcstats.com/fight-details/dc24c4759651c6ad,2020-08-15,"Las Vegas, Nevada, USA",KO/TKO,2,3:47,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,Junior Dos Santos,Jairzinho Rozenstruik,"""Cigano""","""Bigi Boy""",L,W,0,1,24 of 44,42 of 66,24 of 44,42 of 66,24,44,24,44,42,66,42,66,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.6363636363636364,Jairzinho Rozenstruik,227,527,KO/TKO,0,1,-18,-18,0.01789207563391613,1.0687805978541287,2020,8.783333333333333,USA
http://ufcstats.com/fight-details/3e4b8bd71e8bceb2,2020-08-15,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,TJ Brown,Danny Chavez,"""Downtown""","""The Colombian Warrior""",L,W,0,0,43 of 139,49 of 110,59 of 156,52 of 113,43,139,59,156,49,110,52,113,0.3093525179856115,0.3782051282051282,0.4454545454545454,0.4601769911504424,Danny Chavez,300,900,Decision,0,1,-6,7,-0.059467509297125354,0.020723673890870552,2020,15.0,USA
http://ufcstats.com/fight-details/f5a6acc99bc5c634,2023-07-01,"Las Vegas, Nevada, USA",KO/TKO,1,2:54,3 Rnd (5-5-5),Chris Tognoni,Punches to Head On Ground,Joanderson Brito,Westin Wilson,"""Tubarao""",,W,L,0,0,22 of 30,4 of 8,24 of 32,14 of 18,22,30,24,32,4,8,14,18,0.7333333333333333,0.75,0.5,0.7777777777777778,Joanderson Brito,174,174,KO/TKO,1,0,18,10,-0.03737055185143201,-0.03224128296222564,2023,2.9,USA
http://ufcstats.com/fight-details/3bdacc82209b33f5,2020-08-15,"Las Vegas, Nevada, USA",Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,,Stipe Miocic,Daniel Cormier,,"""DC""",W,L,1,0,115 of 187,105 of 183,171 of 244,145 of 223,115,187,171,244,105,183,145,223,0.6149732620320856,0.7008196721311475,0.5737704918032787,0.6502242152466368,Stipe Miocic,300,1500,Decision,1,0,10,26,0.9553156395494503,0.03564537112475629,2020,25.0,USA
http://ufcstats.com/fight-details/fe370c518cf7873e,2023-07-01,"Las Vegas, Nevada, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,Yana Santos,Karol Rosa,,,L,W,0,0,95 of 156,66 of 130,151 of 213,117 of 181,95,156,151,213,66,130,117,181,0.6089743589743589,0.7089201877934272,0.5076923076923077,0.6464088397790055,Karol Rosa,300,900,Decision,0,1,29,34,0.004805758193979919,0.023146754842116094,2023,15.0,USA
http://ufcstats.com/fight-details/962e74250884e4c1,2023-07-01,"Las Vegas, Nevada, USA",Submission,1,0:55,3 Rnd (5-5-5),Herb Dean,Guillotine Choke On Ground,Kevin Lee,Rinat Fakhretdinov,"""The Motown Phenom""","""Gladiator""",L,W,0,1,3 of 8,11 of 17,3 of 8,11 of 17,3,8,3,8,11,17,11,17,0.375,0.375,0.6470588235294118,0.6470588235294118,Rinat Fakhretdinov,55,55,Submission,0,1,-8,-8,0.02460090898234886,0.9689171993178526,2023,0.9166666666666666,USA
http://ufcstats.com/fight-details/cd137988da724076,2023-07-01,"Las Vegas, Nevada, USA",Submission,1,4:48,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Ismael Bonfim,Benoit Saint Denis,"""Marreta""","""God of War""",L,W,0,0,14 of 24,13 of 33,15 of 26,35 of 58,14,24,15,26,13,33,35,58,0.5833333333333334,0.5769230769230769,0.3939393939393939,0.603448275862069,Benoit Saint Denis,288,288,Submission,0,1,1,-20,0.04542372065471817,0.03822379571883646,2023,4.8,USA
http://ufcstats.com/fight-details/0548a24a9bf8d7a0,2023-07-01,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,Max Griffin,Michael Morales,"""Pain""",,L,W,0,0,36 of 102,72 of 164,39 of 105,73 of 165,36,102,39,105,72,164,73,165,0.3529411764705882,0.3714285714285714,0.4390243902439024,0.4424242424242424,Michael Morales,300,900,Decision,0,1,-36,-34,0.04441742396207477,-0.03040165226602596,2023,15.0,USA
http://ufcstats.com/fight-details/288f7fb936c1523c,2023-07-01,"Las Vegas, Nevada, USA",KO/TKO,1,1:17,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground,Brunno Ferreira,Nursulton Ruziboev,"""The Hulk""","""Black""",L,W,0,0,3 of 5,6 of 9,3 of 5,6 of 9,3,5,3,5,6,9,6,9,0.6,0.6,0.6666666666666666,0.6666666666666666,Nursulton Ruziboev,77,77,KO/TKO,0,1,-3,-3,0.1144271963392599,-0.08426475145162271,2023,1.2833333333333334,USA
http://ufcstats.com/fight-details/f557405652165aa3,2023-07-01,"Las Vegas, Nevada, USA",KO/TKO,2,4:20,5 Rnd (5-5-5-5-5),Mark Smith,Punches to Head On Ground,Sean Strickland,Abus Magomedov,,,W,L,1,0,81 of 188,47 of 101,81 of 188,47 of 101,81,188,81,188,47,101,47,101,0.4308510638297872,0.4308510638297872,0.4653465346534653,0.4653465346534653,Sean Strickland,260,560,KO/TKO,1,0,34,34,0.9897115655273842,0.09842197906152456,2023,9.333333333333334,USA
http://ufcstats.com/fight-details/b9cd4910f0ecff45,2021-02-20,"Las Vegas, Nevada, USA",KO/TKO,1,3:05,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,Aiemann Zahabi,Drako Rodriguez,,,W,L,1,0,9 of 11,11 of 33,9 of 11,13 of 35,9,11,9,11,11,33,13,35,0.8181818181818182,0.8181818181818182,0.3333333333333333,0.3714285714285714,Aiemann Zahabi,185,185,KO/TKO,1,0,-2,-4,0.9673794144666045,0.018651041420253475,2021,3.0833333333333335,USA
http://ufcstats.com/fight-details/ea29714dcfb07ce2,2023-07-01,"Las Vegas, Nevada, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,Ariane da Silva,Melissa Gatto,"""Queen of Violence""",,W,L,0,0,66 of 149,85 of 186,81 of 166,100 of 201,66,149,81,166,85,186,100,201,0.4429530201342282,0.4879518072289157,0.4569892473118279,0.4975124378109453,Ariane da Silva,300,900,Decision,1,0,-19,-19,-0.047427085086654365,-0.014330168001566926,2023,15.0,USA
http://ufcstats.com/fight-details/4dc5a41f357a7d85,2023-07-01,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Damir Ismagulov,Grant Dawson,"""Qazaq""","""KGD""",L,W,0,0,13 of 28,30 of 57,35 of 54,84 of 128,13,28,35,54,30,57,84,128,0.4642857142857143,0.6481481481481481,0.5263157894736842,0.65625,Grant Dawson,300,900,Decision,0,1,-17,-49,0.04676350310342072,-0.020379211801431596,2023,15.0,USA
http://ufcstats.com/fight-details/990c2378caec68d4,2021-02-20,"Las Vegas, Nevada, USA",KO/TKO,1,4:44,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,Eddie Wineland,John Castaneda,,"""Sexi Mexi""",L,W,0,1,17 of 66,42 of 57,17 of 66,44 of 59,17,66,17,66,42,57,44,59,0.2575757575757575,0.2575757575757575,0.7368421052631579,0.7457627118644068,John Castaneda,284,284,KO/TKO,0,1,-25,-27,-0.07554744237146901,1.0569876347431446,2021,4.733333333333333,USA
http://ufcstats.com/fight-details/1d892fec31dc7ad7,2021-02-20,"Las Vegas, Nevada, USA",KO/TKO,2,3:41,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Mount,Shana Dobson,Casey O'Neill,"""Danger""","""King""",L,W,0,0,16 of 28,49 of 68,27 of 42,132 of 183,16,28,27,42,49,68,132,183,0.5714285714285714,0.6428571428571429,0.7205882352941176,0.7213114754098361,Casey O'Neill,221,521,KO/TKO,0,1,-33,-105,-0.0822819981926952,0.034760862895745114,2021,8.683333333333334,USA
http://ufcstats.com/fight-details/e175c1a0bff30187,2021-02-20,"Las Vegas, Nevada, USA",KO/TKO,1,0:56,3 Rnd (5-5-5),Mark Smith,Flying Knee Head,Nate Landwehr,Julian Erosa,"""The Train""","""Juicy J""",L,W,0,1,9 of 14,15 of 23,9 of 14,17 of 25,9,14,9,14,15,23,17,25,0.6428571428571429,0.6428571428571429,0.6521739130434783,0.68,Julian Erosa,56,56,KO/TKO,0,1,-6,-8,-0.014416664122937201,1.0097251004351242,2021,0.9333333333333333,USA
http://ufcstats.com/fight-details/15b1c7ddc4415fdd,2021-02-20,"Las Vegas, Nevada, USA",Submission,2,1:09,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,Andrei Arlovski,Tom Aspinall,"""The Pitbull""",,L,W,0,0,20 of 55,37 of 60,22 of 57,41 of 64,20,55,22,57,37,60,41,64,0.3636363636363636,0.3859649122807017,0.6166666666666667,0.640625,Tom Aspinall,69,369,Submission,0,1,-17,-19,-0.06030806425485455,0.010330115274372779,2021,6.15,USA
http://ufcstats.com/fight-details/931fd51ab69fb443,2021-02-20,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Jared Gordon,Danny Chavez,"""Flash""","""The Colombian Warrior""",W,L,0,0,82 of 131,39 of 113,138 of 191,42 of 116,82,131,138,191,39,113,42,116,0.6259541984732825,0.7225130890052356,0.3451327433628318,0.3620689655172414,Jared Gordon,300,900,Decision,1,0,43,96,0.033652271173827374,-0.015867769727582342,2021,15.0,USA
http://ufcstats.com/fight-details/05ceb8b2f93993a6,2021-02-20,"Las Vegas, Nevada, USA",Decision - Majority,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,Phil Hawes,Nassourdine Imavov,"""No Hype""","""The Sniper""",W,L,0,0,31 of 54,57 of 93,101 of 128,87 of 124,31,54,101,128,57,93,87,124,0.5740740740740741,0.7890625,0.6129032258064516,0.7016129032258065,Phil Hawes,300,900,Decision,1,0,-26,14,0.032233549550938316,-0.013105127834179879,2021,15.0,USA
http://ufcstats.com/fight-details/8f7328fe18806fb0,2021-02-20,"Las Vegas, Nevada, USA",KO/TKO,1,1:55,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,Aleksei Oleinik,Chris Daukaus,"""The Boa Constrictor""",,L,W,0,0,5 of 10,34 of 56,6 of 11,34 of 56,5,10,6,11,34,56,34,56,0.5,0.5454545454545454,0.6071428571428571,0.6071428571428571,Chris Daukaus,115,115,KO/TKO,0,1,-29,-28,0.04230163199798287,0.02996445711686136,2021,1.9166666666666667,USA
http://ufcstats.com/fight-details/a4814d682954e8ab,2021-02-20,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,,Ketlen Vieira,Yana Santos,"""Fenomeno""",,L,W,0,0,7 of 16,47 of 60,35 of 51,215 of 247,7,16,35,51,47,60,215,247,0.4375,0.6862745098039216,0.7833333333333333,0.8704453441295547,Yana Santos,300,900,Decision,0,1,-40,-180,0.046666811124118295,0.02317157037759868,2021,15.0,USA
http://ufcstats.com/fight-details/1800ffbb34ac7ed8,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Fernando Portella,,Ariane da Silva,Isabela de Padua,"""Queen of Violence""","""Belinha""",W,L,1,0,31 of 63,15 of 42,175 of 224,90 of 128,31,63,175,224,15,42,90,128,0.492063492063492,0.78125,0.3571428571428571,0.703125,Ariane da Silva,300,900,Decision,1,0,16,85,0.9690222301935097,-0.04402932455792466,2019,15.0,Brazil
http://ufcstats.com/fight-details/b12bc15f384ecc42,2021-02-20,"Las Vegas, Nevada, USA",KO/TKO,2,1:26,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance,Curtis Blaydes,Derrick Lewis,"""Razor""","""The Black Beast""",L,W,0,1,28 of 52,7 of 23,28 of 52,7 of 23,28,52,28,52,7,23,7,23,0.5384615384615384,0.5384615384615384,0.3043478260869565,0.3043478260869565,Derrick Lewis,86,386,KO/TKO,0,1,21,21,-0.016411498632884523,1.0298164897136535,2021,6.433333333333334,USA
http://ufcstats.com/fight-details/18e1b0df8da7010e,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel,,Vanessa Melo,Tracy Cortez,,,L,W,0,0,40 of 125,79 of 140,76 of 161,155 of 224,40,125,76,161,79,140,155,224,0.32,0.4720496894409938,0.5642857142857143,0.6919642857142857,Tracy Cortez,300,900,Decision,0,1,-39,-79,0.05013624629121745,0.03351311891706256,2019,15.0,Brazil
http://ufcstats.com/fight-details/82243207b4dfce87,2021-02-20,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,,Charles Rosa,Darrick Minner,"""Boston Strong""",,L,W,0,1,15 of 25,45 of 60,40 of 51,96 of 117,15,25,40,51,45,60,96,117,0.6,0.7843137254901961,0.75,0.8205128205128205,Darrick Minner,300,900,Decision,0,1,-30,-56,-0.0034223206094730683,1.0284047676111,2021,15.0,USA
http://ufcstats.com/fight-details/80ce8f7d988d5e57,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Osiris Maia,,Douglas Silva de Andrade,Renan Barao,"""D Silva""","""The Baron""",W,L,0,0,74 of 163,58 of 158,100 of 190,140 of 241,74,163,100,190,58,158,140,241,0.4539877300613497,0.5263157894736842,0.3670886075949367,0.5809128630705395,Douglas Silva de Andrade,300,900,Decision,1,0,16,-40,0.045259939833113855,-0.03083526012504986,2019,15.0,Brazil
http://ufcstats.com/fight-details/22307b580e0c8d0d,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eduardo Herdy,,Francisco Trinaldo,King Green,"""Massaranduba""",,W,L,0,0,31 of 122,50 of 115,36 of 127,67 of 135,31,122,36,127,50,115,67,135,0.2540983606557377,0.2834645669291338,0.4347826086956521,0.4962962962962963,Francisco Trinaldo,300,900,Decision,1,0,-19,-31,0.0749316188693394,0.050473892865956486,2019,15.0,Brazil
http://ufcstats.com/fight-details/e6a0f19af995c432,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",Submission,2,1:22,3 Rnd (5-5-5),Kevin MacDonald,Triangle Choke From Bottom Guard,Warlley Alves,Randy Brown,,"""Rudeboy""",L,W,0,0,3 of 11,16 of 30,8 of 18,24 of 38,3,11,8,18,16,30,24,38,0.2727272727272727,0.4444444444444444,0.5333333333333333,0.631578947368421,Randy Brown,82,382,Submission,0,1,-13,-16,-0.044438556173133276,0.02104323427815442,2019,6.366666666666666,Brazil
http://ufcstats.com/fight-details/aa232e53d285cc6d,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",KO/TKO,3,4:19,3 Rnd (5-5-5),Fernando Portella,Punch to Head At Distance,Sergio Moraes,James Krause,"""The Panther""","""The""",L,W,0,3,41 of 99,102 of 174,42 of 100,125 of 200,41,99,42,100,102,174,125,200,0.4141414141414141,0.42,0.5862068965517241,0.625,James Krause,259,859,KO/TKO,0,1,-61,-83,0.0895874169461733,3.05318426456492,2019,14.316666666666666,Brazil
http://ufcstats.com/fight-details/7afe2a15ae7359e9,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",KO/TKO,1,1:26,3 Rnd (5-5-5),Osiris Maia,Punch to Head At Distance,Charles Oliveira,Jared Gordon,"""Do Bronxs""","""Flash""",W,L,1,0,10 of 16,7 of 18,10 of 16,7 of 18,10,16,10,16,7,18,7,18,0.625,0.625,0.3888888888888889,0.3888888888888889,Charles Oliveira,86,86,KO/TKO,1,0,3,3,1.0294239210713183,-0.020083713067151752,2019,1.4333333333333333,Brazil
http://ufcstats.com/fight-details/57b111b54a2d2323,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Camila Albuquerque,,Antonio Arroyo,Andre Muniz,,"""Sergipano""",L,W,0,0,29 of 47,22 of 42,47 of 67,85 of 128,29,47,47,67,22,42,85,128,0.6170212765957447,0.7014925373134329,0.5238095238095238,0.6640625,Andre Muniz,300,900,Decision,0,1,7,-38,0.005790175007965766,0.08652316110547645,2019,15.0,Brazil
http://ufcstats.com/fight-details/094790e50afae55e,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",Submission,1,3:57,3 Rnd (5-5-5),Camila Albuquerque,Rear Naked Choke,Ricardo Ramos,Eduardo Garagorri,,,W,L,0,0,10 of 34,6 of 16,12 of 36,6 of 16,10,34,12,36,6,16,6,16,0.2941176470588235,0.3333333333333333,0.375,0.375,Ricardo Ramos,237,237,Submission,1,0,4,6,0.04058112311506004,0.0784773895964356,2019,3.95,Brazil
http://ufcstats.com/fight-details/9e1ecdb9a8856a8c,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eduardo Herdy,,Markus Perez,Wellington Turman,"""Maluko""","""The Prodigy""",L,W,0,0,49 of 96,48 of 120,56 of 103,59 of 132,49,96,56,103,48,120,59,132,0.5104166666666666,0.5436893203883495,0.4,0.4469696969696969,Wellington Turman,300,900,Decision,0,1,1,-3,0.056759836371611895,0.02317559588199638,2019,15.0,Brazil
http://ufcstats.com/fight-details/3cdc6fea724be133,2024-09-14,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,Raul Rosas Jr.,Aoriqileng,"""El Nino Problema""","""The Mongolian Murderer""",W,L,0,0,41 of 94,22 of 54,98 of 158,80 of 118,41,94,98,158,22,54,80,118,0.4361702127659574,0.620253164556962,0.4074074074074074,0.6779661016949152,Raul Rosas Jr.,300,900,Decision,1,0,19,18,0.12419521527824394,-0.007565138401159107,2024,15.0,USA
http://ufcstats.com/fight-details/dae8ad2e03aa4a9a,2024-09-14,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,,Edgar Chairez,Joshua Van,"""Puro Chicali""","""The Fearless""",L,W,0,0,79 of 189,118 of 200,87 of 197,183 of 276,79,189,87,197,118,200,183,276,0.4179894179894179,0.4416243654822335,0.59,0.6630434782608695,Joshua Van,300,900,Decision,0,1,-39,-96,0.02818383948314381,0.017362489170925723,2024,15.0,USA
http://ufcstats.com/fight-details/c04274c8caa505dd,2019-11-16,"Sao Paulo, Sao Paulo, Brazil",Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Kevin MacDonald,,Jan Blachowicz,Jacare Souza,,,W,L,0,0,71 of 170,20 of 48,105 of 205,56 of 88,71,170,105,205,20,48,56,88,0.4176470588235294,0.5121951219512195,0.4166666666666667,0.6363636363636364,Jan Blachowicz,300,1500,Decision,1,0,51,49,0.08533784425280527,-0.04106671500704964,2019,25.0,Brazil
http://ufcstats.com/fight-details/2397e2a92710705a,2024-09-14,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Irene Aldana,Norma Dumont,,"""The Immortal""",L,W,0,0,69 of 183,159 of 309,69 of 183,159 of 309,69,183,69,183,159,309,159,309,0.3770491803278688,0.3770491803278688,0.5145631067961165,0.5145631067961165,Norma Dumont,300,900,Decision,0,1,-90,-90,-0.03376804270286457,-0.0173486185188276,2024,15.0,USA
http://ufcstats.com/fight-details/3733d100f7bd5590,2024-09-14,"Las Vegas, Nevada, USA",KO/TKO,1,4:02,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance,Manuel Torres,Ignacio Bahamondes,"""El Loco""","""La Jaula""",L,W,0,2,20 of 43,31 of 58,20 of 43,36 of 63,20,43,20,43,31,58,36,63,0.4651162790697674,0.4651162790697674,0.5344827586206896,0.5714285714285714,Ignacio Bahamondes,242,242,KO/TKO,0,1,-11,-16,0.003746717517835204,2.071720118569726,2024,4.033333333333333,USA
http://ufcstats.com/fight-details/78b506e5092a27fd,2024-09-14,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,Ronaldo Rodriguez,Ode Osbourne,"""Lazy Boy""","""The Jamaican Sensation""",W,L,0,1,35 of 69,37 of 68,68 of 117,55 of 93,35,69,68,117,37,68,55,93,0.5072463768115942,0.5811965811965812,0.5441176470588235,0.5913978494623656,Ronaldo Rodriguez,300,900,Decision,1,0,-2,13,0.08586998483772555,1.0283818801326308,2024,15.0,USA
http://ufcstats.com/fight-details/c60a317c7767abb7,2024-09-14,"Las Vegas, Nevada, USA",Submission,1,3:02,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke,Yazmin Jauregui,Ketlen Souza,,"""Esquentadinha""",L,W,0,1,35 of 73,21 of 35,35 of 73,21 of 35,35,73,35,73,21,35,21,35,0.4794520547945205,0.4794520547945205,0.6,0.6,Ketlen Souza,182,182,Submission,0,1,14,14,-0.1059508632900126,1.067371464150584,2024,3.033333333333333,USA
http://ufcstats.com/fight-details/27d98a8ee6608e27,2024-09-14,"Las Vegas, Nevada, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,,Daniel Zellhuber,Esteban Ribovics,"""Golden Boy""","""El Gringo""",L,W,1,0,121 of 308,156 of 345,121 of 308,156 of 345,121,308,121,308,156,345,156,345,0.3928571428571428,0.3928571428571428,0.4521739130434782,0.4521739130434782,Esteban Ribovics,300,900,Decision,0,1,-35,-35,1.0006906684141021,0.010006752288272221,2024,15.0,USA
http://ufcstats.com/fight-details/6f83cfae0c800ef8,2024-09-14,"Las Vegas, Nevada, USA",Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,,Alexa Grasso,Valentina Shevchenko,,"""Bullet""",L,W,0,0,18 of 100,45 of 80,153 of 245,193 of 233,18,100,153,245,45,80,193,233,0.18,0.6244897959183674,0.5625,0.8283261802575107,Valentina Shevchenko,300,1500,Decision,0,1,-27,-40,-0.04315714737489136,-0.02911252227077827,2024,25.0,USA
