fight_link,date,location,method,round,time,time_format,referee,details,name_1,name_2,stage_name_1,stage_name_2,win_loss_1,win_loss_2,kd_1,kd_2,sig_str_1,sig_str_2,total_str_1,total_str_2,sig_str_landed_1,sig_str_attempted_1,total_str_landed_1,total_str_attempted_1,sig_str_landed_2,sig_str_attempted_2,total_str_landed_2,total_str_attempted_2,sig_str_accuracy_1,total_str_accuracy_1,sig_str_accuracy_2,total_str_accuracy_2,winner,fight_time_seconds,total_fight_time_seconds,outcome_category,fighter_1_won,fighter_2_won,sig_strike_diff,total_strike_diff,kd_1_jitter,kd_2_jitter,year,total_fight_time_minutes,country
http://ufcstats.com/fight-details/e4d946470fd150fe,2022-04-23,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Preston Parsons,Evan Elder,"""Pressure""","""The Phenom""",W,L,0,0,75 of 112,27 of 60,121 of 160,34 of 67,75,112,121,160,27,60,34,67,0.6696428571428571,0.75625,0.45,0.5074626865671642,Preston Parsons,300,900,Decision,1,0,48,87,0.05815409142881256,0.04078788484863175,2022,15.0,USA
http://ufcstats.com/fight-details/7cf7960c6ccb5fa1,2022-04-23,"Las Vegas, Nevada, USA",DQ,1,3:52,3 Rnd (5-5-5),Chris Tognoni,Eye Poke by Barry,Dean Barry,Mike Jackson,"""The Sniper""","""The Truth""",L,W,1,0,36 of 90,18 of 37,39 of 93,18 of 37,36,90,39,93,18,37,18,37,0.4,0.4193548387096774,0.4864864864864865,0.4864864864864865,Mike Jackson,232,232,Disqualification,0,1,18,21,1.0413372030051318,-0.017183107367465904,2022,3.8666666666666667,USA
http://ufcstats.com/fight-details/926977ec3ed0ebe1,2022-04-23,"Las Vegas, Nevada, USA",KO/TKO,1,2:48,3 Rnd (5-5-5),Keith Peterson,Punches to Head From Back Control,Aoriqileng,Cameron Else,"""The Mongolian Murderer""","""Camchida""",W,L,1,0,37 of 64,6 of 12,49 of 85,7 of 13,37,64,49,85,6,12,7,13,0.578125,0.5764705882352941,0.5,0.5384615384615384,Aoriqileng,168,168,KO/TKO,1,0,31,42,1.0499485567729165,-0.05932027968362759,2022,2.8,USA
http://ufcstats.com/fight-details/6a4ba72b084193b5,2022-04-23,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,,Marcin Prachnio,Philipe Lins,,"""Monstro""",L,W,0,0,74 of 117,64 of 110,116 of 159,96 of 142,74,117,116,159,64,110,96,142,0.6324786324786325,0.7295597484276729,0.5818181818181818,0.676056338028169,Philipe Lins,300,900,Decision,0,1,10,20,-0.01200232491282128,-0.01439801869335481,2022,15.0,USA
http://ufcstats.com/fight-details/e8c57c6259193466,2022-04-23,"Las Vegas, Nevada, USA",KO/TKO,1,4:55,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground,Tyson Pedro,Ike Villanueva,,"""Hurricane""",W,L,1,0,22 of 29,4 of 22,22 of 29,4 of 22,22,29,22,29,4,22,4,22,0.7586206896551724,0.7586206896551724,0.1818181818181818,0.1818181818181818,Tyson Pedro,295,295,KO/TKO,1,0,18,18,1.009035820861041,-0.02424038556790245,2022,4.916666666666667,USA
http://ufcstats.com/fight-details/c3b6aa47e7532a7b,2021-02-20,"Las Vegas, Nevada, USA",KO/TKO,2,4:32,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Mount,Serghei Spivac,Jared Vanderaa,"""Polar Bear""",,W,L,0,0,51 of 72,13 of 24,107 of 135,27 of 38,51,72,107,135,13,24,27,38,0.7083333333333334,0.7925925925925926,0.5416666666666666,0.7105263157894737,Serghei Spivac,272,572,KO/TKO,1,0,38,80,0.05542934911525517,0.0616440587390985,2021,9.533333333333333,USA
http://ufcstats.com/fight-details/bd2e14ee959f9b77,2023-07-01,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,Alexandr Romanov,Blagoy Ivanov,"""King Kong""","""Baga""",W,L,0,0,85 of 154,44 of 108,104 of 180,44 of 108,85,154,104,180,44,108,44,108,0.551948051948052,0.5777777777777777,0.4074074074074074,0.4074074074074074,Alexandr Romanov,300,900,Decision,1,0,41,60,-0.054810729194562535,-0.0038589967029582805,2023,15.0,USA
http://ufcstats.com/fight-details/dffc65202afb881d,2023-07-01,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,,Ivana Petrovic,Luana Carolina,,"""Dread""",L,W,0,0,22 of 62,41 of 87,77 of 122,112 of 167,22,62,77,122,41,87,112,167,0.3548387096774194,0.6311475409836066,0.4712643678160919,0.6706586826347305,Luana Carolina,300,900,Decision,0,1,-19,-35,-0.08249856445414305,-0.012676146076132658,2023,15.0,USA
http://ufcstats.com/fight-details/454265014520a3f8,2023-07-01,"Las Vegas, Nevada, USA",KO/TKO,3,3:17,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,Guram Kutateladze,Elves Brener,"""Georgian Viking""",,L,W,0,1,85 of 163,65 of 132,99 of 177,93 of 165,85,163,99,177,65,132,93,165,0.5214723926380368,0.559322033898305,0.4924242424242424,0.5636363636363636,Elves Brener,197,797,KO/TKO,0,1,20,6,0.05155883183045573,1.0017741230166277,2023,13.283333333333333,USA
http://ufcstats.com/fight-details/16a05f3c4a765f65,2019-05-04,"Ottawa, Ontario, Canada",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,,Mitch Gagnon,Cole Smith,,"""The Cole Train""",L,W,1,0,15 of 54,38 of 88,23 of 62,56 of 111,15,54,23,62,38,88,56,111,0.2777777777777778,0.3709677419354839,0.4318181818181818,0.5045045045045045,Cole Smith,300,900,Decision,0,1,-23,-33,0.906563663696868,0.006710810222834606,2019,15.0,Canada
http://ufcstats.com/fight-details/86deadaab9905a03,2020-08-15,"Las Vegas, Nevada, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,,Kai Kamaka,Tony Kelley,"""The Fighting Hawaiian""","""Primetime""",W,L,0,0,114 of 185,114 of 226,138 of 216,185 of 298,114,185,138,216,114,226,185,298,0.6162162162162163,0.6388888888888888,0.504424778761062,0.6208053691275168,Kai Kamaka,300,900,Decision,1,0,0,-47,0.054110784653821166,0.11272372749955056,2020,15.0,USA
http://ufcstats.com/fight-details/1c6d3ef6beb9966e,2018-09-22,"Sao Paulo, Sao Paulo, Brazil",KO/TKO,2,1:20,3 Rnd (5-5-5),Fernando Portella,Flying Knee Head,Elizeu Zaleski dos Santos,Luigi Vendramini,"""Capoeira""","""The Italian Stallion""",W,L,1,0,15 of 32,4 of 17,15 of 32,7 of 21,15,32,15,32,4,17,7,21,0.46875,0.46875,0.2352941176470588,0.3333333333333333,Elizeu Zaleski dos Santos,80,380,KO/TKO,1,0,11,8,0.9684191056295149,0.05055637740569905,2018,6.333333333333333,Brazil
http://ufcstats.com/fight-details/397ace87deeb8697,2018-10-06,"Las Vegas, Nevada, USA",KO/TKO,3,4:49,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,Derrick Lewis,Alexander Volkov,"""The Black Beast""","""Drago""",W,L,1,0,39 of 70,121 of 171,40 of 71,133 of 183,39,70,40,71,121,171,133,183,0.5571428571428572,0.5633802816901409,0.7076023391812866,0.726775956284153,Derrick Lewis,289,889,KO/TKO,1,0,-82,-93,1.0319973507530016,-0.03438690703922952,2018,14.816666666666666,USA
http://ufcstats.com/fight-details/37ff18106c6e38fc,2018-09-22,"Sao Paulo, Sao Paulo, Brazil",Submission,1,1:21,3 Rnd (5-5-5),Camila Albuquerque,Guillotine Choke From Mount,Livinha Souza,Alex Chambers,"""The Brazilian Gangsta""","""Astro Girl""",W,L,0,0,10 of 18,4 of 9,10 of 18,4 of 9,10,18,10,18,4,9,4,9,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.4444444444444444,Livinha Souza,81,81,Submission,1,0,6,6,-0.04686297428713917,0.0238911741976124,2018,1.35,Brazil
http://ufcstats.com/fight-details/c5479f20e4db357d,2018-09-22,"Sao Paulo, Sao Paulo, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel,,Thales Leites,Hector Lombard,,,W,L,0,0,54 of 117,46 of 80,60 of 123,62 of 98,54,117,60,123,46,80,62,98,0.4615384615384615,0.4878048780487805,0.575,0.6326530612244898,Thales Leites,300,900,Decision,1,0,8,-2,-0.008630157831308218,-0.03598688885729049,2018,15.0,Brazil
http://ufcstats.com/fight-details/53efc226c8eaf768,2015-07-25,"Chicago, Illinois, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Jessamyn Duke,Elizabeth Phillips,"""The Gun""",,L,W,0,0,36 of 80,49 of 101,54 of 99,83 of 140,36,80,54,99,49,101,83,140,0.45,0.5454545454545454,0.4851485148514851,0.5928571428571429,Elizabeth Phillips,300,900,Decision,0,1,-13,-29,0.021519744440503603,-0.03960001705759851,2015,15.0,USA
http://ufcstats.com/fight-details/c1bfbf5447f21f37,2015-07-25,"Chicago, Illinois, USA",KO/TKO,1,0:43,3 Rnd (5-5-5),Otto Torriero,Punches to Head At Distance,Zak Cummings,Dominique Steele,,"""Non-Stop Action-Packed""",W,L,1,0,14 of 30,2 of 2,16 of 33,2 of 2,14,30,16,33,2,2,2,2,0.4666666666666667,0.4848484848484848,1.0,1.0,Zak Cummings,43,43,KO/TKO,1,0,12,14,1.0316679358653686,0.026294285211170255,2015,0.7166666666666667,USA
http://ufcstats.com/fight-details/50d5a170516de2ad,2015-08-08,"Nashville, Tennessee, USA",Submission,2,2:15,3 Rnd (5-5-5),Josh Ward,Triangle Armbar From Bottom Guard,Marlon Vera,Roman Salazar,"""Chito""","""El Gallito""",W,L,0,0,25 of 48,14 of 29,26 of 49,67 of 85,25,48,26,49,14,29,67,85,0.5208333333333334,0.5306122448979592,0.4827586206896552,0.788235294117647,Marlon Vera,135,435,Submission,1,0,11,-41,0.015761844638131673,0.06089656839095606,2015,7.25,USA
http://ufcstats.com/fight-details/b0c2442c5a7c509a,2015-08-08,"Nashville, Tennessee, USA",KO/TKO,1,0:50,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance,Chris Dempsey,Jonathan Wilson,,"""Johnny Bravo""",L,W,0,1,0 of 4,4 of 8,1 of 5,4 of 8,0,4,1,5,4,8,4,8,0.0,0.2,0.5,0.5,Jonathan Wilson,50,50,KO/TKO,0,1,-4,-3,-0.0025975873120705614,1.050328404032554,2015,0.8333333333333334,USA
http://ufcstats.com/fight-details/d757f19f3d34934b,2015-08-08,"Nashville, Tennessee, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,Frankie Saenz,Sirwan Kakai,,"""Zohan""",W,L,0,0,80 of 183,55 of 113,91 of 195,62 of 121,80,183,91,195,55,113,62,121,0.4371584699453552,0.4666666666666667,0.4867256637168141,0.512396694214876,Frankie Saenz,300,900,Decision,1,0,25,29,0.012526149030230397,0.010813192276204524,2015,15.0,USA
http://ufcstats.com/fight-details/503a9ac5679c9cf7,2015-08-08,"Nashville, Tennessee, USA",Submission,3,2:40,3 Rnd (5-5-5),David Ferguson,Rear Naked Choke,Anthony Christodoulou,Scott Holtzman,,"""Hot Sauce""",L,W,0,0,31 of 112,71 of 138,44 of 125,96 of 163,31,112,44,125,71,138,96,163,0.2767857142857143,0.352,0.5144927536231884,0.588957055214724,Scott Holtzman,160,760,Submission,0,1,-40,-52,-0.016359549244539497,0.009023669765970509,2015,12.666666666666666,USA
http://ufcstats.com/fight-details/92f27d13fc502d33,2015-08-08,"Nashville, Tennessee, USA",KO/TKO,3,2:58,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head From Mount,Dustin Ortiz,Willie Gates,,,W,L,0,0,92 of 129,13 of 32,171 of 216,24 of 43,92,129,171,216,13,32,24,43,0.7131782945736435,0.7916666666666666,0.40625,0.5581395348837209,Dustin Ortiz,178,778,KO/TKO,1,0,79,147,0.04438368641829871,0.00523891271628844,2015,12.966666666666667,USA
http://ufcstats.com/fight-details/00dcad4611fc63fe,2015-08-08,"Nashville, Tennessee, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Point Deducted: Low Blow by Watson,Chris Camozzi,Tom Watson,,"""Kong""",W,L,0,0,87 of 146,82 of 140,112 of 174,104 of 164,87,146,112,174,82,140,104,164,0.5958904109589042,0.6436781609195402,0.5857142857142857,0.6341463414634146,Chris Camozzi,300,900,Decision,1,0,5,8,0.05867171573346195,0.025805280765656736,2015,15.0,USA
http://ufcstats.com/fight-details/e2535e0753954514,2015-08-08,"Nashville, Tennessee, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,Ray Borg,Geane Herrera,"""The Tazmexican Devil""","""La Pulga""",W,L,0,0,26 of 53,7 of 13,85 of 115,24 of 33,26,53,85,115,7,13,24,33,0.490566037735849,0.7391304347826086,0.5384615384615384,0.7272727272727273,Ray Borg,300,900,Decision,1,0,19,61,0.01681060983707872,0.012443891248931872,2015,15.0,USA
http://ufcstats.com/fight-details/664e56d8a98e2b49,2015-08-08,"Nashville, Tennessee, USA",KO/TKO,1,2:32,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,Uriah Hall,Oluwale Bamgbose,"""Prime Time""","""Holy War Angel""",W,L,0,0,11 of 18,7 of 12,20 of 27,23 of 29,11,18,20,27,7,12,23,29,0.6111111111111112,0.7407407407407407,0.5833333333333334,0.7931034482758621,Uriah Hall,152,152,KO/TKO,1,0,4,-3,-0.0038226449390937425,-0.028419765142991278,2015,2.533333333333333,USA
http://ufcstats.com/fight-details/bd6d144f5c0b6cab,2015-08-08,"Nashville, Tennessee, USA",Submission,1,2:53,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke,Sara McMann,Amanda Nunes,,"""The Lioness""",L,W,0,1,2 of 16,27 of 39,4 of 18,36 of 53,2,16,4,18,27,39,36,53,0.125,0.2222222222222222,0.6923076923076923,0.6792452830188679,Amanda Nunes,173,173,Submission,0,1,-25,-32,0.08506529635496485,0.9161558813926347,2015,2.8833333333333333,USA
http://ufcstats.com/fight-details/9900550cc697eef2,2015-08-08,"Nashville, Tennessee, USA",KO/TKO,1,2:19,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head In Clinch,Derek Brunson,Sam Alvey,"""The One""","""Smile'N""",W,L,0,0,27 of 45,4 of 11,53 of 71,6 of 13,27,45,53,71,4,11,6,13,0.6,0.7464788732394366,0.3636363636363636,0.4615384615384615,Derek Brunson,139,139,KO/TKO,1,0,23,47,-0.03623956026478844,0.015441184318134925,2015,2.316666666666667,USA
http://ufcstats.com/fight-details/9d72aaaf34e5b512,2015-08-08,"Nashville, Tennessee, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,Jared Rosholt,Timothy Johnson,,,W,L,0,0,19 of 34,26 of 57,53 of 70,86 of 126,19,34,53,70,26,57,86,126,0.5588235294117647,0.7571428571428571,0.4561403508771929,0.6825396825396826,Jared Rosholt,300,900,Decision,1,0,-7,-33,0.010763913679901062,-0.031158733813522466,2015,15.0,USA
http://ufcstats.com/fight-details/2ef16a5ff3710c92,2015-08-08,"Nashville, Tennessee, USA",Submission,3,3:10,5 Rnd (5-5-5-5-5),John McCarthy,"Rear Naked Choke
      Technical Submission",Glover Teixeira,Ovince Saint Preux,,,W,L,0,0,53 of 79,30 of 54,128 of 162,36 of 61,53,79,128,162,30,54,36,61,0.6708860759493671,0.7901234567901234,0.5555555555555556,0.5901639344262295,Glover Teixeira,190,790,Submission,1,0,23,92,0.03845820658072192,0.04145861262412384,2015,13.166666666666666,USA
http://ufcstats.com/fight-details/23fd9d50a99665fe,2015-07-25,"Chicago, Illinois, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,Eddie Wineland,Bryan Caraway,,"""Kid Lightning""",L,W,0,0,52 of 180,61 of 190,58 of 186,72 of 206,52,180,58,186,61,190,72,206,0.2888888888888888,0.3118279569892473,0.3210526315789473,0.3495145631067961,Bryan Caraway,300,900,Decision,0,1,-9,-14,0.038439111202651796,-0.04563318687124614,2015,15.0,USA
http://ufcstats.com/fight-details/d4e98b827e3d6918,2015-08-08,"Nashville, Tennessee, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,Michael Johnson,Beneil Dariush,"""The Menace""",,L,W,0,0,84 of 222,75 of 201,85 of 223,75 of 201,84,222,85,223,75,201,75,201,0.3783783783783784,0.3811659192825112,0.373134328358209,0.373134328358209,Beneil Dariush,300,900,Decision,0,1,9,10,0.049045726337026335,-0.09855689752446961,2015,15.0,USA
http://ufcstats.com/fight-details/6275b448b6c35f1f,2015-07-25,"Chicago, Illinois, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,Jim Miller,Danny Castillo,"""A-10""","""Last Call""",W,L,0,0,45 of 110,35 of 103,61 of 127,51 of 120,45,110,61,127,35,103,51,120,0.4090909090909091,0.4803149606299212,0.3398058252427184,0.425,Jim Miller,300,900,Decision,1,0,10,10,0.023260379235178673,-0.05119334548482051,2015,15.0,USA
http://ufcstats.com/fight-details/23a75c0338d25abc,2015-07-25,"Chicago, Illinois, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,Ramsey Nijem,Andrew Holbrook,,,L,W,0,0,29 of 63,20 of 39,76 of 120,73 of 99,29,63,76,120,20,39,73,99,0.4603174603174603,0.6333333333333333,0.5128205128205128,0.7373737373737373,Andrew Holbrook,300,900,Decision,0,1,9,3,-0.04371141241297355,0.060469414084510564,2015,15.0,USA
http://ufcstats.com/fight-details/cd55220a7b1378c4,2015-07-25,"Chicago, Illinois, USA",KO/TKO,2,0:27,3 Rnd (5-5-5),Robert Madrigal,Punch to Head At Distance,Gian Villante,Tom Lawlor,,"""Filthy""",L,W,0,1,31 of 64,22 of 52,31 of 64,25 of 55,31,64,31,64,22,52,25,55,0.484375,0.484375,0.4230769230769231,0.4545454545454545,Tom Lawlor,27,327,KO/TKO,0,1,9,6,-0.011189223377822431,0.9911334798665435,2015,5.45,USA
http://ufcstats.com/fight-details/c97e99ca5422f03b,2015-07-25,"Chicago, Illinois, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Robert Madrigal,,Edson Barboza,Paul Felder,"""Junior""","""The Irish Dragon""",W,L,0,0,64 of 135,47 of 150,64 of 135,50 of 153,64,135,64,135,47,150,50,153,0.4740740740740741,0.4740740740740741,0.3133333333333333,0.326797385620915,Edson Barboza,300,900,Decision,1,0,17,14,-0.006732423152011562,-0.03377427539241136,2015,15.0,USA
http://ufcstats.com/fight-details/da7d7b4f20cd2af5,2015-07-25,"Chicago, Illinois, USA",Submission,1,1:27,3 Rnd (5-5-5),Robert Madrigal,Rear Naked Choke,Daron Cruickshank,James Krause,"""Detroit Superstar""","""The""",L,W,0,0,6 of 19,10 of 15,6 of 19,10 of 15,6,19,6,19,10,15,10,15,0.3157894736842105,0.3157894736842105,0.6666666666666666,0.6666666666666666,James Krause,87,87,Submission,0,1,-4,-4,0.0034357334859890405,0.06791110200394408,2015,1.45,USA
http://ufcstats.com/fight-details/e8f499827178a321,2015-07-25,"Chicago, Illinois, USA",Decision - Split,3,5:00,3 Rnd (5-5-5),Otto Torriero,,Kenny Robertson,Ben Saunders,,"""Killa B""",L,W,1,0,91 of 186,98 of 204,98 of 195,172 of 284,91,186,98,195,98,204,172,284,0.489247311827957,0.5025641025641026,0.4803921568627451,0.6056338028169014,Ben Saunders,300,900,Decision,0,1,-7,-74,1.0506852200584993,-0.0023787379100360627,2015,15.0,USA
http://ufcstats.com/fight-details/9cbdbbc414d6dd83,2015-07-18,"Glasgow, Scotland, United Kingdom",KO/TKO,1,1:29,3 Rnd (5-5-5),Neil Hall,Punches to Head At Distance,Marcus Brimage,Jimmie Rivera,"""The Bama Beast""","""El Terror""",L,W,0,1,9 of 17,15 of 27,9 of 17,15 of 27,9,17,9,17,15,27,15,27,0.5294117647058824,0.5294117647058824,0.5555555555555556,0.5555555555555556,Jimmie Rivera,89,89,KO/TKO,0,1,-6,-6,0.014971136684288703,0.9626217227102446,2015,1.4833333333333334,United Kingdom
http://ufcstats.com/fight-details/bb56f4e502512ad0,2015-07-25,"Chicago, Illinois, USA",KO/TKO,1,2:37,3 Rnd (5-5-5),Herb Dean,Punches to Head From Back Control,Joe Lauzon,Takanori Gomi,,"""The Fireball Kid""",W,L,0,0,15 of 26,7 of 24,25 of 39,7 of 24,15,26,25,39,7,24,7,24,0.5769230769230769,0.6410256410256411,0.2916666666666667,0.2916666666666667,Joe Lauzon,157,157,KO/TKO,1,0,8,18,-0.02263615930859211,-0.0453326308102206,2015,2.6166666666666667,USA
http://ufcstats.com/fight-details/2e12db181792090f,2015-07-18,"Glasgow, Scotland, United Kingdom",KO/TKO,1,0:48,3 Rnd (5-5-5),Grant Waterman,Punch to Head At Distance,Daniel Omielanczuk,Chris de la Rocha,,,W,L,1,0,15 of 20,1 of 12,15 of 20,1 of 12,15,20,15,20,1,12,1,12,0.75,0.75,0.0833333333333333,0.0833333333333333,Daniel Omielanczuk,48,48,KO/TKO,1,0,14,14,1.0555138319433153,0.04714310011090471,2015,0.8,United Kingdom
http://ufcstats.com/fight-details/f963d716384153ff,2015-07-25,"Chicago, Illinois, USA",KO/TKO,4,0:35,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head At Distance,TJ Dillashaw,Renan Barao,,"""The Baron""",W,L,0,0,117 of 212,62 of 181,170 of 273,65 of 185,117,212,170,273,62,181,65,185,0.5518867924528302,0.6227106227106227,0.3425414364640884,0.3513513513513513,TJ Dillashaw,35,935,KO/TKO,1,0,55,105,-0.023882832517214833,0.04387304742856733,2015,15.583333333333334,USA
http://ufcstats.com/fight-details/05065fa2bc3693b4,2015-07-25,"Chicago, Illinois, USA",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,Miesha Tate,Jessica Eye,"""Cupcake""","""Evil""",W,L,1,0,58 of 122,56 of 143,84 of 148,81 of 168,58,122,84,148,56,143,81,168,0.4754098360655737,0.5675675675675675,0.3916083916083916,0.4821428571428571,Miesha Tate,300,900,Decision,1,0,2,3,0.9868241732790526,-0.06617413549590635,2015,15.0,USA
http://ufcstats.com/fight-details/3bb7210200d90d90,2015-07-18,"Glasgow, Scotland, United Kingdom",KO/TKO,1,3:04,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance,Robert Whiteford,Paul Redmond,"""The Hammer""","""Redser""",W,L,1,0,20 of 37,11 of 31,22 of 39,11 of 31,20,37,22,39,11,31,11,31,0.5405405405405406,0.5641025641025641,0.3548387096774194,0.3548387096774194,Robert Whiteford,184,184,KO/TKO,1,0,9,11,1.030725673646321,-0.06319503915398439,2015,3.066666666666667,United Kingdom
http://ufcstats.com/fight-details/976d2cc3d08ca814,2015-07-18,"Glasgow, Scotland, United Kingdom",KO/TKO,1,2:30,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance,Stevie Ray,Leonardo Mafra,"""Braveheart""","""Macarrao""",W,L,1,0,19 of 41,23 of 40,19 of 41,24 of 41,19,41,19,41,23,40,24,41,0.4634146341463415,0.4634146341463415,0.575,0.5853658536585366,Stevie Ray,150,150,KO/TKO,1,0,-4,-5,1.001450698854388,0.048489645946905975,2015,2.5,United Kingdom
http://ufcstats.com/fight-details/7e9cb0c322773157,2015-07-18,"Glasgow, Scotland, United Kingdom",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,Mickael Lebout,Teemu Packalen,"""Ragnar""","""Pacu""",W,L,0,0,43 of 85,35 of 61,68 of 112,41 of 70,43,85,68,112,35,61,41,70,0.5058823529411764,0.6071428571428571,0.5737704918032787,0.5857142857142857,Mickael Lebout,300,900,Decision,1,0,8,27,-0.002086667557541018,-0.04094460454800711,2015,15.0,United Kingdom
http://ufcstats.com/fight-details/486fbba33876da4b,2015-07-18,"Glasgow, Scotland, United Kingdom",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Hall,,Paddy Holohan,Vaughan Lee,"""The Hooligan""",,W,L,0,0,28 of 75,27 of 51,60 of 108,52 of 79,28,75,60,108,27,51,52,79,0.3733333333333333,0.5555555555555556,0.5294117647058824,0.6582278481012658,Paddy Holohan,300,900,Decision,1,0,1,8,-0.011169687970030834,-0.024607776021349333,2015,15.0,United Kingdom
http://ufcstats.com/fight-details/b0cb6a1da8e0da81,2015-07-18,"Glasgow, Scotland, United Kingdom",KO/TKO,1,0:56,3 Rnd (5-5-5),Grant Waterman,Punch to Head At Distance,Ilir Latifi,Hans Stringer,"""The Sledgehammer""",,W,L,1,0,7 of 9,2 of 5,7 of 9,2 of 5,7,9,7,9,2,5,2,5,0.7777777777777778,0.7777777777777778,0.4,0.4,Ilir Latifi,56,56,KO/TKO,1,0,5,5,0.9443654224160541,-0.014342431599713351,2015,0.9333333333333333,United Kingdom
http://ufcstats.com/fight-details/c7780ac294530c0d,2015-07-18,"Glasgow, Scotland, United Kingdom",Submission,1,3:05,3 Rnd (5-5-5),Neil Hall,Triangle Choke On Ground,Joe Duffy,Ivan Jorge,"""Irish""","""Batman""",W,L,0,0,8 of 29,7 of 15,10 of 31,13 of 23,8,29,10,31,7,15,13,23,0.2758620689655172,0.3225806451612903,0.4666666666666667,0.5652173913043478,Joe Duffy,185,185,Submission,1,0,1,-3,0.013495321333760153,-0.021324218976618833,2015,3.0833333333333335,United Kingdom
http://ufcstats.com/fight-details/979538ff8ae1ccd5,2015-07-18,"Glasgow, Scotland, United Kingdom",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,Leon Edwards,Pawel Pawlak,"""Rocky""",,W,L,1,0,36 of 71,24 of 78,73 of 110,65 of 120,36,71,73,110,24,78,65,120,0.5070422535211268,0.6636363636363637,0.3076923076923077,0.5416666666666666,Leon Edwards,300,900,Decision,1,0,12,8,1.0403388193539942,0.03464293668916294,2015,15.0,United Kingdom
http://ufcstats.com/fight-details/959de17703476f44,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",KO/TKO,2,2:38,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Side Control,Vitor Miranda,Clint Hester,"""Lex Luthor""","""Headbussa""",W,L,0,0,57 of 75,15 of 34,95 of 114,20 of 39,57,75,95,114,15,34,20,39,0.76,0.8333333333333334,0.4411764705882353,0.5128205128205128,Vitor Miranda,158,458,KO/TKO,1,0,42,75,-0.02124851447886935,-0.05384518562763634,2015,7.633333333333334,Brazil
http://ufcstats.com/fight-details/d45474993a750878,2015-07-18,"Glasgow, Scotland, United Kingdom",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Grant Waterman,,Joanne Wood,Cortney Casey,"""JoJo""","""Cast Iron""",W,L,1,0,90 of 140,57 of 92,227 of 303,106 of 147,90,140,227,303,57,92,106,147,0.6428571428571429,0.7491749174917491,0.6195652173913043,0.7210884353741497,Joanne Wood,300,900,Decision,1,0,33,121,0.9093144669081287,0.033163062035135076,2015,15.0,United Kingdom
http://ufcstats.com/fight-details/7c9830ee4835f757,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Osiris Maia,,Iuri Alcantara,Leandro Issa,"""Marajo""","""Brodinho""",W,L,0,0,53 of 101,26 of 55,65 of 114,37 of 70,53,101,65,114,26,55,37,70,0.5247524752475248,0.5701754385964912,0.4727272727272727,0.5285714285714286,Iuri Alcantara,300,900,Decision,1,0,27,28,0.008850615443832454,-0.025083834227928127,2015,15.0,Brazil
